Date,Subways: Total Estimated Ridership,Subways: % of Comparable Pre-Pandemic Day,Buses: Total Estimated Ridership,Buses: % of Comparable Pre-Pandemic Day,LIRR: Total Estimated Ridership,LIRR: % of Comparable Pre-Pandemic Day,Metro-North: Total Estimated Ridership,Metro-North: % of Comparable Pre-Pandemic Day,Access-A-Ride: Total Scheduled Trips,Access-A-Ride: % of Comparable Pre-Pandemic Day,Bridges and Tunnels: Total Traffic,Bridges and Tunnels: % of Comparable Pre-Pandemic Day,Staten Island Railway: Total Estimated Ridership,Staten Island Railway: % of Comparable Pre-Pandemic Day
2024-06-17,3325104,59,1172762,55,242993,73,215241,73,31993,109,956532,97,6466,40
2024-06-18,3920839,70,1314338,61,260538,78,242116,82,36105,123,988738,101,7713,48
2024-06-19,3046320,54,1068172,50,232540,70,206582,70,26431,90,969020,99,4527,28
2024-06-20,3857797,69,1275626,59,255683,77,227113,77,36445,124,1020534,104,7217,45
2024-06-21,3500365,62,1191812,55,244215,73,211543,72,34695,118,1022507,104,6166,38
2024-06-22,2385207,74,793674,57,133102,108,119962,76,21970,127,977336,99,2743,54
2024-06-23,1908786,73,648887,60,118067,120,103892,95,21789,120,953693,103,2061,53
2024-06-24,3467845,62,1227231,57,246269,74,213904,72,33300,114,975173,99,6820,42
2024-06-25,3831447,68,1269567,59,271783,82,232410,79,36669,125,1002164,102,7685,47
2024-06-26,3901100,70,1267408,59,264126,79,226518,77,36344,124,1020784,104,7314,45
2024-06-27,3776811,67,1214263,56,255215,77,227648,77,35155,120,1032517,105,7170,44
2024-06-28,3522732,63,1141168,53,255739,77,211914,72,34111,116,1037403,106,6305,39
2024-06-29,2454997,76,780229,56,138769,113,119738,75,21904,126,977287,99,2948,58
2024-06-30,2002269,76,583751,54,126526,128,108244,99,20851,115,885430,96,2268,58
2024-07-01,3273546,62,1156904,56,216906,68,185943,66,32979,116,954908,99,6947,50
2024-07-02,3542073,67,1216755,59,234535,74,207844,73,35200,124,951968,99,7431,54
2024-07-03,3409357,65,1198766,58,237577,75,205176,72,36949,130,1003052,104,6758,49
2024-07-04,1992244,85,643119,59,117030,112,101274,95,17646,107,752680,85,2939,82
2024-07-05,2700734,51,1001854,48,207314,65,183222,65,28776,102,854313,89,4563,33
2024-07-06,2100877,74,758425,56,119417,94,110386,71,19730,124,857713,93,2688,53
2024-07-07,1804572,77,642652,59,120316,115,105041,99,22640,137,909616,103,2167,61
2024-07-08,3228784,61,1176713,57,226613,72,199454,70,33105,117,945690,98,6499,47
2024-07-09,3605032,68,1236657,60,249970,79,219843,78,35500,125,927603,96,7176,52
2024-07-10,3691835,70,1252733,60,249781,79,210993,75,37417,132,957143,100,7393,54
2024-07-11,3688029,70,1233678,60,246250,78,209174,74,35691,126,993245,103,6914,50
2024-07-12,3261074,62,1120310,54,231084,73,191828,68,34090,120,979245,102,5586,41
2024-07-13,2203283,78,743154,55,123988,97,107166,69,20949,132,912958,99,2700,53
2024-07-14,1869670,80,633752,58,119283,114,97038,91,22682,137,947148,107,2160,60
2024-07-15,3259800,62,1160722,56,233209,74,202008,71,32763,116,950682,99,6398,46
2024-07-16,3594150,68,1209152,58,249559,79,220620,78,35468,125,943841,98,6828,50
2024-07-17,3651756,69,1210515,58,248424,78,214137,76,36547,129,956017,99,6845,50
2024-07-18,3637826,69,1218605,59,241785,76,211370,75,36119,127,1005727,105,7085,51
2024-07-19,3372874,64,1207102,58,243438,77,206922,73,34718,122,1018050,106,6480,47
2024-07-20,2269647,80,803868,60,131910,103,125050,81,19961,126,980583,106,2688,53
2024-07-21,1877704,80,659004,60,126169,120,111438,105,21664,131,962715,109,2080,58
2024-07-22,3235343,61,1168226,56,231813,73,215087,76,32431,114,937858,98,6510,47
2024-07-23,3606656,68,1211237,58,247915,78,229841,81,35110,124,928295,97,7177,52
2024-07-24,3656472,69,1220410,59,249158,79,224862,79,36652,129,947798,99,7260,53
2024-07-25,3638351,69,1220056,59,255367,81,214281,76,35373,125,990676,103,6850,50
2024-07-26,3288849,62,1154709,56,247475,78,201321,71,34431,121,1012046,105,5946,43
2024-07-27,2306948,82,809660,60,138344,108,125101,81,22582,142,982745,106,2991,59
2024-07-28,1851383,79,645704,59,121226,116,99516,94,22027,133,943306,107,2214,62
2024-07-29,3202281,61,1147023,55,233537,74,200999,71,32067,113,928486,97,6240,45
2024-07-30,3590241,68,1228387,59,251398,79,220120,78,34911,123,937334,98,7217,52
2024-07-31,3576343,68,1213507,59,248316,78,213562,75,35765,126,958860,100,7018,51
2024-08-01,3544663,69,1208275,60,229131,73,194439,71,35878,128,1008364,104,6902,52
2024-08-02,3153955,61,1111340,55,215453,69,181008,66,34487,123,987721,102,5784,43
2024-08-03,2200373,75,741482,54,123922,93,109769,72,22133,133,938339,98,2852,61
2024-08-04,1752861,74,588249,53,108959,105,92383,89,22186,123,885224,96,2099,58
2024-08-05,3222601,63,1154644,57,234345,75,192078,70,33112,119,955722,98,6375,48
2024-08-06,3462581,67,1130325,56,234650,75,207212,76,35331,126,898384,92,6974,52
2024-08-07,3511253,68,1117450,55,239223,76,202867,74,36667,131,920296,95,6593,49
2024-08-08,3490217,68,1108956,55,230083,74,196259,72,35509,127,940729,97,6466,48
2024-08-09,3041276,59,1039488,52,215973,69,170622,63,32193,115,907512,93,5202,39
2024-08-10,2356405,80,777613,57,133623,100,119101,79,22199,133,949079,99,3156,67
2024-08-11,1918748,81,614435,56,121004,116,103975,100,22996,128,925152,101,2552,71
2024-08-12,3169180,62,1106072,55,231099,74,191415,70,33127,119,925367,95,6337,47
2024-08-13,3491612,68,1158412,57,242459,78,205674,75,35503,127,907386,93,7002,52
2024-08-14,3544668,69,1182980,59,242186,77,202330,74,37606,135,961969,99,7028,53
2024-08-15,3495671,68,1182864,59,241573,77,196106,72,36343,130,961969,99,6528,49
2024-08-16,3198733,62,1123673,56,235035,75,185953,68,34676,124,1004704,103,5596,42
2024-08-17,2256233,77,767022,56,135948,102,112928,74,22797,137,954849,100,2880,61
2024-08-18,1713050,72,578595,52,106004,102,82177,79,20897,116,853807,93,1953,54
2024-08-19,3076559,60,1090594,54,224656,72,183503,67,31668,113,931369,96,5870,44
2024-08-20,3475888,68,1164259,58,250304,80,211051,77,34985,125,952393,98,6877,51
2024-08-21,3498651,68,1159036,57,247076,79,204853,75,36401,130,958433,99,6910,52
2024-08-22,3427911,67,1140225,56,245912,79,199777,73,34997,125,985469,101,6458,48
2024-08-23,3209666,62,1095768,54,235738,75,196218,72,33653,120,999865,103,5827,44
2024-08-24,2332624,79,776019,56,146684,110,119252,79,22523,135,975307,102,3025,64
2024-08-25,1905818,80,629302,57,130885,126,101267,97,22347,124,946696,103,2309,64
2024-08-26,3113498,61,1104199,55,244138,78,186630,68,31233,112,935864,96,5896,44
2024-08-27,3477101,68,1177841,58,261771,84,201834,74,34997,125,949649,98,6713,50
2024-08-28,3516674,68,1203770,60,257194,82,195873,72,36079,129,972274,100,6656,50
2024-08-29,3438760,67,1203629,60,261935,84,192714,71,35044,125,992852,102,6446,48
2024-08-30,3152242,61,1132406,56,255954,82,195334,72,33968,122,1004458,103,5287,40
2024-08-31,2158004,73,771634,56,149890,112,119313,79,21518,129,923923,96,2471,52
2024-09-01,1969350,77,658803,60,120499,121,95622,91,22880,133,896413,101,2149,73
2024-09-02,2007446,79,629636,57,134118,135,95598,91,14939,87,854109,97,2571,88
2024-09-03,3629404,63,1323572,57,263763,81,220831,77,35977,121,959389,101,7337,43
2024-09-04,3868854,67,1372412,59,271660,83,225508,78,38623,130,935127,98,7588,44
2024-09-05,4033322,70,1434726,62,262639,80,220098,76,37475,126,966058,101,7475,44
2024-09-06,3794952,66,1397369,60,258126,79,202757,70,36478,123,999365,105,6606,39
2024-09-07,2479639,77,841695,60,137291,116,105974,69,21477,125,912521,96,2874,69
2024-09-08,2101048,83,724969,66,120584,122,98767,94,23760,138,914241,103,2280,78
2024-09-09,3811344,66,1458059,63,247296,76,214384,74,35327,119,930561,98,7724,45
2024-09-10,4182405,72,1510358,65,263027,80,233290,81,38230,129,951227,100,8495,50
2024-09-11,4214707,73,1489570,64,263710,81,228252,79,39031,131,921770,97,9107,53
2024-09-12,4232214,73,1515496,65,263539,80,228985,79,38778,131,984868,103,8174,48
2024-09-13,3911412,68,1442741,62,254945,78,219747,76,37297,126,1016290,107,6989,41
2024-09-14,2706474,84,913017,65,145099,123,136864,90,24473,143,1002908,105,3402,82
2024-09-15,2161737,85,705080,64,128174,129,118303,113,24154,141,946517,107,2605,89
2024-09-16,3821428,66,1473843,63,254618,78,215601,75,35319,119,934600,98,7734,45
2024-09-17,4189311,73,1536675,66,268678,82,232809,81,38667,130,945571,99,8503,50
2024-09-18,4232888,73,1539412,66,281624,86,229697,80,39300,132,963160,101,8603,50
2024-09-19,4255184,74,1547727,67,272725,83,226944,79,38515,130,997635,105,8367,49
2024-09-20,3933048,68,1471585,63,270065,82,215673,75,36687,124,1019966,107,7029,41
2024-09-21,2744632,85,950423,68,160150,135,133469,87,23611,138,980137,103,3736,90
2024-09-22,2131910,84,737715,67,131192,132,102752,98,23164,135,936446,106,2560,88
2024-09-23,3898806,68,1457916,63,250701,77,218237,76,34543,116,922758,97,7994,47
2024-09-24,4323708,75,1500066,65,270524,83,240779,83,37488,126,927777,97,8938,52
2024-09-25,4335945,75,1487149,64,267471,82,236202,82,37829,127,935215,98,8904,52
2024-09-26,4295723,74,1467648,63,264141,81,228971,79,37117,125,963068,101,8216,48
2024-09-27,3945383,68,1438524,62,258258,79,221034,77,35968,121,1010505,106,6992,41
2024-09-28,2557982,79,863284,62,134408,114,132177,87,22142,129,922085,97,2928,71
2024-09-29,1959363,77,664367,60,117572,118,102805,98,22340,130,869345,98,2782,95
2024-09-30,3849138,67,1486507,64,256547,78,217897,76,34701,117,924795,97,7845,46
2024-10-01,4186632,73,1532778,68,247737,79,218836,75,38299,129,922245,99,8510,48
2024-10-02,4073590,71,1488562,66,258854,82,227124,78,38330,129,941325,101,8307,47
2024-10-03,3630794,63,1305743,58,246586,78,217197,75,35952,121,926733,100,7124,40
2024-10-04,3507603,61,1285210,57,251723,80,215328,74,35371,119,947077,102,6225,35
2024-10-05,2716913,82,939839,68,142657,126,148928,98,23775,134,966857,102,3990,87
2024-10-06,2069930,84,726969,73,111257,122,105906,101,23677,129,912831,108,2487,66
2024-10-07,3851201,67,1463064,65,250063,80,220335,76,35754,120,917137,99,7584,42
2024-10-08,4264001,74,1543660,68,275934,88,235974,81,39100,131,945208,102,8966,50
2024-10-09,4320134,75,1545314,69,275026,88,234694,81,39877,134,957877,103,8650,48
2024-10-10,4335088,75,1525349,68,272428,87,233710,80,38911,131,990350,107,8246,46
2024-10-11,3870913,67,1420173,63,257460,82,224122,77,37027,124,1021735,110,6857,38
2024-10-12,2591860,78,933363,67,149093,131,144234,95,23525,133,957916,101,3387,74
2024-10-13,2155862,88,738343,74,127619,140,120235,114,23354,127,911708,108,3552,94
2024-10-14,3067003,53,1056383,47,240501,77,225263,77,26827,90,911104,98,5100,29
2024-10-15,4290838,75,1476129,65,270652,86,249266,86,38788,130,955621,103,8275,46
2024-10-16,4363556,76,1487569,66,279608,89,236091,81,39579,133,950912,102,8699,49
2024-10-17,4326836,75,1486892,66,277906,88,237000,81,37093,125,942095,102,8547,48
2024-10-18,4034399,70,1431124,63,272133,87,229999,79,36732,123,993477,107,7174,40
2024-10-19,2823485,85,927916,67,156212,138,147214,97,24053,136,981152,104,3629,80
2024-10-20,2211314,90,729797,73,127452,140,122789,117,24069,131,939223,111,2631,70
2024-10-21,3876312,67,1466673,65,247857,79,219983,76,35133,118,937487,101,7948,45
2024-10-22,4264735,74,1529875,68,268294,85,237771,82,38656,130,932275,100,8606,48
2024-10-23,4298092,75,1534969,68,257031,82,233881,80,39211,132,930104,100,8580,48
2024-10-24,4319281,75,1497135,66,260193,83,232459,80,36754,123,931734,100,8605,48
2024-10-25,4066538,71,1512545,67,262815,84,223941,77,36635,123,983885,106,7539,42
2024-10-26,2837832,85,955488,69,143111,126,148103,97,24066,136,988039,104,3411,75
2024-10-27,2215973,90,737246,74,120849,133,115917,110,23888,130,918610,109,2568,68
2024-10-28,3985381,69,1460653,65,253923,81,229873,79,35666,120,926409,100,7829,44
2024-10-29,4391065,76,1528993,68,272526,87,249585,86,38621,130,939734,101,8867,50
2024-10-30,4450028,77,1553250,69,267007,85,246035,85,40468,136,970092,105,8843,50
2024-10-31,4027166,70,1297891,58,257756,82,221856,76,37639,126,952775,103,7419,42
