"storenum","OPENDATE","date_super","conversion","st","county","STREETADDR","STRCITY","STRSTATE","ZIPCODE","type_store"
2123,1/25/1995 ,1/25/1995 ,1,"48","037","4000 NEW BOSTON ROAD","Texarkana","TX","75501","Supercenter"
2124,3/22/1994 ,,,"39","057","3360 NEW GERMANY-TREBEIN ROAD","Beavercreek","OH","45431","Wal-Mart"
2125,1/25/1994 ,3/23/2005 ,1,"08","059","7455 WEST COLFAX AVENUE","Lakewood","CO","80214","Supercenter"
2127,7/26/1994 ,5/28/2003 ,1,"55","073","4300 RIB MOUNTAIN DRIVE","Wausau","WI","54401","Supercenter"
2128,5/20/1998 ,,,"25","023","295 PLYMOUTH STREET","Halifax","MA","02338","Wal-Mart"
2129,1/25/1995 ,1/25/1995 ,1,"42","033","100 SUPERCENTER DRIVE","Clearfield","PA","16830","Supercenter"
2130,8/31/1994 ,,,"33","015","2460 LAFAYETTE ROAD","Portsmouth","NH","03801","Wal-Mart"
2131,1/3/1995 ,10/23/2002 ,1,"20","177","1301 SW 37TH STREET","Topeka","KS","66611","Supercenter"
2132,9/27/1994 ,3/1/1998 ,1,"22","033","10606 NORTH MALL DRIVE","Baton Rouge (S)","LA","70809","Supercenter"
2133,4/26/1994 ,,,"48","453","5017 US HWY 290 WEST","Austin","TX","78735","Wal-Mart"
2134,1/3/1995 ,,,"37","119","8709 J W CLAY BLVD","Charlotte (N)","NC","28262","Wal-Mart"
2135,8/16/1995 ,8/16/1995 ,1,"36","095","139 MERCHANT PLACE","Cobleskill","NY","12043","Supercenter"
2136,1/25/1995 ,1/25/1995 ,1,"51","047","801 JAMES MADISON HWY","Culpepper","VA","22701","Supercenter"
2137,10/17/1995 ,,,"37","063","5450 NEW HOPE COMMONS DRIVE","Durham","NC","27707","Wal-Mart"
2138,1/27/1999 ,,,"33","009","285 PLAINFIELD ROAD","Lebanon","NH","03784","Wal-Mart"
2139,5/31/1995 ,,,"25","009","780 LYNNWAY","Lynn","MA","01905","Wal-Mart"
2140,10/27/1999 ,,,"33","003","46 NORTH SOUTH ROAD","North Conway","NH","03860","Wal-Mart"
2141,1/4/1995 ,,,"42","101","1601 SOUTH COLUMBUS BLVD","Philadelphia (S)","PA","19148","Wal-Mart"
2142,1/31/1995 ,4/25/2001 ,1,"33","015","300-344 NORTH BROADWAY","Salem","NH","03079","Supercenter"
2143,9/27/1994 ,,,"23","025","60 FAIRGROUNDS MARKET PLACE","Skowhegen","ME","04976","Wal-Mart"
2144,8/28/1996 ,,,"09","005","970 TORRINGFORD STREET","Torrington","CT","06790","Wal-Mart"
2145,1/31/1995 ,,,"42","077","2601 MACARTHUR ROAD","Whitehall","PA","18052","Wal-Mart"
2146,9/27/1994 ,,,"36","057","101 SANFORD FARM SHPG CENTER","Amsterdam","NY","12010","Wal-Mart"
2147,10/26/1994 ,,,"30","063","4000 HWY 93 SOUTH","Missoula","MT","59804","Wal-Mart"
2149,8/31/1994 ,8/17/2005 ,1,"39","083","1575 COSHOCTON AVENUE","Mt. Vernon","OH","43050","Supercenter"
2150,1/3/1995 ,,,"06","073","710 DENNERY ROAD","San Diego (S)","CA","92154","Wal-Mart"
2151,6/20/1995 ,,,"12","011","12555 WEST SUNRISE BLVD","Sunrise","FL","33323","Wal-Mart"
2152,5/17/1994 ,,,"36","001","141 WASHINGTON AVE EXTENSION","Albany","NY","12205","Wal-Mart"
2153,9/19/1995 ,6/12/2002 ,1,"23","031","525 ALFRED STREET","Biddeford","ME","04005","Supercenter"
2154,8/31/1994 ,5/19/2004 ,1,"13","135","2635 PLEASANT HILL ROAD","Duluth","GA","30096","Supercenter"
2155,10/26/1994 ,,,"25","027","677 TIMPANY BLVD","Gardner","MA","01440","Wal-Mart"
2156,1/3/1995 ,,,"36","103","750 MIDDLE COUNTRY ROAD","Middle Island","NY","11953","Wal-Mart"
2157,8/31/1994 ,,,"25","005","506 STATE ROAD","N. Dartmouth","MA","02747","Wal-Mart"
2158,8/22/1995 ,,,"25","027","200 OTIS STREET","Northborough","MA","01532","Wal-Mart"
2159,7/25/1995 ,,,"36","009","1869 PLAZA DRIVE","Olean","NY","14760","Wal-Mart"
2160,6/16/1999 ,6/16/1999 ,1,"51","730","3500 SOUTH CRATER ROAD","Petersburg","VA","23805","Supercenter"
2161,11/1/1995 ,,,"06","001","4501 ROSEWOOD DRIVE","Pleasanton","CA","94588","Wal-Mart"
2163,6/26/1996 ,,,"09","001","465 BRIDGEPORT AVENUE","Shelton","CT","06484","Wal-Mart"
2164,4/26/1995 ,4/26/1995 ,1,"36","029","317 SO. CASCADE DRIVE","Springville","NY","14141","Supercenter"
2166,9/27/1994 ,,,"36","067","6438 BASILE ROWE","E.Syracruse","NY","13057","Wal-Mart"
2167,8/14/2002 ,,,"42","029","270 INDIAN RUN STREET","Exton","PA","19341","Wal-Mart"
2169,10/26/1994 ,,,"42","025","1204 BLAKESLEE DRIVE EAST","Lehighton","PA","18235","Wal-Mart"
2170,10/26/1994 ,,,"09","011","220 SALEM TURNPIKE","Norwich","CT","06360","Wal-Mart"
2171,5/31/1995 ,,,"34","021","101 NASSAU PARK BLVD","Princeton","NJ","08543","Wal-Mart"
2172,6/29/1994 ,,,"39","061","600 KEMPER COMMONS CIRCLE","Springdale","OH","45246","Wal-Mart"
2174,8/31/1994 ,,,"25","013","141 SPRINGFIELD ROAD","Westfield","MA","01085","Wal-Mart"
2175,10/26/1994 ,10/26/1994 ,1,"29","209","18401 STATE HWY 13","Branson West","MO","65737","Supercenter"
2176,10/17/1995 ,,,"12","099","2144 WEST INDIAN TOWN ROAD","Jupiter","FL","33458","Wal-Mart"
2177,11/1/1995 ,,,"06","073","3382 MURPHY CANYON ROAD","San Diego (C)","CA","92123","Wal-Mart"
2178,10/26/1994 ,,,"23","029","379 SOUTH STREET","Calais","ME","04619","Wal-Mart"
2180,1/27/1999 ,,,"25","009","55 BROOKSBY VILLAGE WAY","Danvers","MA","01923","Wal-Mart"
2183,10/18/1994 ,3/1/1999 ,1,"23","017","1240 NORTH MAIN ST/RT 26","Oxford","ME","04270","Supercenter"
2184,1/31/1995 ,,,"25","005","1180 FALL RIVER AVENUE","Seekonk","MA","02771","Wal-Mart"
2185,1/31/1995 ,,,"42","109","701 SOUTH ROUTE 11/15","Selinsgrove","PA","17870","Wal-Mart"
2187,10/26/1994 ,,,"53","007","2000 NORTH WENATCHEE AVE","Wenatchee","WA","98801","Wal-Mart"
2189,12/30/1995 ,10/29/2003 ,1,"32","031","4855 KIETZKE LANE","Reno (S)","NV","89502","Supercenter"
2190,7/16/1997 ,,,"06","113","1720 EAST MAIN STREET","Woodland","CA","95776","Wal-Mart"
2191,7/26/1994 ,,,"39","171","1215 SOUTH MAIN","Bryan","OH","43506","Wal-Mart"
2192,3/30/1994 ,10/12/2005 ,1,"26","061","995 RAZORBACK DRIVE","Houghton","MI","49931","Supercenter"
2193,8/14/2002 ,8/14/2002 ,0,"39","081","100 MALL DRIVE","Steubenville","OH","43952","Supercenter"
2194,11/1/1995 ,,,"51","059","5800 KINGSTOWNE BLVD","Alexandria","VA","22315","Wal-Mart"
2195,10/17/1995 ,,,"34","025","4900 U.S. HWY #9","Howell","NJ","07731","Wal-Mart"
2196,12/30/1995 ,,,"53","009","3500 HWY 101","Port Angeles","WA","98362","Wal-Mart"
2197,9/27/1994 ,,,"39","155","2015 WAL-MART DRIVE NE","Warren","OH","44483","Wal-Mart"
2198,1/3/1995 ,,,"27","053","715 EAST 78TH STREET","Bloomington","MN","55420","Wal-Mart"
2199,10/1/1996 ,,,"39","013","50739 VALLEY PLAZA DRIVE","St. Clairsville","OH","43950","Wal-Mart"
2200,10/26/1994 ,,,"09","011","150 GOLD STAR HWY","Groton","CT","06340","Wal-Mart"
2201,4/26/1994 ,4/23/2003 ,1,"48","141","7101 GATEWAY BLVD","El Paso","TX","79925","Supercenter"
2202,10/26/1994 ,3/1/1999 ,1,"23","005","30 LANDING ROAD","North Windham","ME","04062","Supercenter"
2204,10/26/1994 ,,,"17","031","1300 DES PLAINES AVEUE","Forest Prk","IL","60130","Wal-Mart"
2205,10/26/1994 ,7/14/2004 ,1,"42","133","6250 WEST MANCHESTER MALL","York","PA","17404","Supercenter"
2206,11/1/1995 ,,,"06","059","27470 ALICIA PKWY","Laguna Niguel","CA","92677","Wal-Mart"
2207,5/2/1995 ,,,"49","035","7250 SO UNION PARK AVE","Midvale","UT","84047","Wal-Mart"
2208,10/26/1994 ,,,"42","015","511 NORTH ELMIRA STREET","Sayre","PA","18840","Wal-Mart"
2209,8/31/1994 ,11/2/2005 ,1,"39","119","2850 MAPLE AVENUE","Zanesville","OH","43701","Supercenter"
2210,8/31/1994 ,,,"36","029","2055 NIAGARA FALLS BLVD","Amherst","NY","14228","Wal-Mart"
2211,1/29/1997 ,,,"39","099","1300 DORAL DRIVE","Boardman","OH","44514","Wal-Mart"
2213,1/31/1995 ,,,"29","189","3270 TELEGRAPH ROAD","St. Louis (S)","MO","63125","Wal-Mart"
2214,10/11/1995 ,10/11/1995 ,1,"45","079","5420 FOREST DRIVE","Columbia (E)","SC","29206","Supercenter"
2215,7/26/1994 ,,,"17","043","2189 75TH STREET","Darien","IL","60561","Wal-Mart"
2218,5/2/1995 ,,,"06","059","26502 TOWNE CENTER DRIVE","Foothill Ranch","CA","92610","Wal-Mart"
2221,3/15/1995 ,3/15/1995 ,1,"29","077","2021 EAST INDEPENDENCE","Springfield","MO","65804","Supercenter"
2222,12/30/1995 ,,,"25","017","333 MAIN STREET","Tewksbury","MA","01876","Wal-Mart"
2223,9/27/1994 ,10/26/2005 ,1,"08","001","9499 SHERIDAN BLVD","Westminster","CO","80031","Supercenter"
2224,1/29/1997 ,,,"50","007","863 HARVEST LANE","Williston","VT","05495","Wal-Mart"
2225,10/18/1994 ,,,"44","007","1919 DIAMOND HILL RD","Woonsocket","RI","02895","Wal-Mart"
2227,1/3/1995 ,,,"25","023","777 BROCKTON AVENUE","Abington","MA","02351","Wal-Mart"
2228,5/2/1995 ,,,"25","003","555 HUBBARD AVE./SUITE 12","Pittsfield","MA","01201","Wal-Mart"
2230,9/19/1995 ,9/7/2005 ,1,"42","027","373 BENNER PIKE","State College","PA","16801","Supercenter"
2231,4/24/1996 ,4/24/1996 ,1,"17","161","3930 44TH AVENUE DRIVE","Moline","IL","61265","Supercenter"
2232,8/13/1997 ,,,"09","009","120 COMMERCIAL PARKWAY","Branford","CT","06405","Wal-Mart"
2233,9/19/1995 ,,,"24","021","7400 GUILFORD DRIVE","Frederick","MD","21704","Wal-Mart"
2234,1/25/1995 ,1/25/1995 ,1,"36","065","5815 ROME TABERG ROAD","Rome","NY","13440","Supercenter"
2236,6/26/1996 ,,,"42","091","651 MAIN STREET","Harleysville","PA","19438","Wal-Mart"
2237,3/15/1995 ,3/15/1995 ,1,"12","071","2523 LEE BLVD.","Lehigh Acres","FL","33971","Supercenter"
2238,8/31/1994 ,8/7/2002 ,1,"26","121","1879 EAST SHERMAN BLVD","Muskegon","MI","49444","Supercenter"
2239,1/31/1995 ,5/18/2005 ,1,"48","029","8923 W. MILITARY DRIVE","San Antonio","TX","78245","Supercenter"
2241,9/27/1994 ,10/23/2002 ,1,"53","077","2675 EAST LINCOLN AVENUE","Sunnyside","WA","98944","Supercenter"
2242,1/31/1995 ,,,"06","059","440 NORTH EUCLID STREET","Anaheim (W)","CA","92801","Wal-Mart"
2243,10/26/1994 ,,,"41","017","3500 SW 21ST PLACE","Redmond (S)","OR","97756","Wal-Mart"
2244,5/31/1995 ,7/21/2004 ,1,"54","011","3333 US ROUTE 60","Huntington","WV","25705","Supercenter"
2245,1/31/1995 ,,,"06","073","705 COLLEGE BLVD","Oceanside","CA","92057","Wal-Mart"
2246,1/31/1995 ,,,"33","011","17 COLBY COURT","Bedford","NH","03110","Wal-Mart"
2247,11/1/1995 ,,,"37","183","2010 KILDAIRE FARM ROAD","Cary","NC","27511","Wal-Mart"
2248,3/22/1995 ,,,"24","005","6205 BALTIMORE NATIONAL PIKE","Catonsville","MD","21228","Wal-Mart"
2249,5/31/1995 ,5/28/2003 ,1,"53","041","1601 N.W. LOUISIANA AVE","Chehalis","WA","98532","Supercenter"
2250,1/3/1995 ,,,"39","061","3430 HIGHLAND AVENUE","Cincinnati (C)","OH","45213","Wal-Mart"
2251,12/30/1995 ,,,"06","037","17150 EAST GALE AVENUE","City Of Industry","CA","91745","Wal-Mart"
2252,11/1/1995 ,5/11/2005 ,1,"42","095","3722 EASTON-NAZARETH ROAD","Easton","PA","18045","Supercenter"
2253,5/29/1996 ,,,"06","073","13487 CAMINO CANADA","El Cajon","CA","92021","Wal-Mart"
2254,12/30/1995 ,,,"34","001","55 S WHITE HORSE PIKE","Hammonton","NJ","08037","Wal-Mart"
2255,3/15/1995 ,3/15/1995 ,1,"42","079","87 AIRPORT RD","Hazelton","PA","18201","Supercenter"
2256,5/31/1995 ,8/28/2002 ,1,"37","181","200 NORTH COOPER ROAD","Henderson","NC","27536","Supercenter"
2257,1/31/1995 ,,,"48","201","13484 NORTHWEST FREEWAY","Houston","TX","77040","Wal-Mart"
2258,12/30/1995 ,,,"51","059","7910 RICHMOND HIGHWAY","Hybla Valley","VA","22306","Wal-Mart"
2259,6/28/1995 ,,,"30","029","1150 EAST IDAHO ST","Kalispell","MT","59901","Wal-Mart"
2261,6/18/1997 ,,,"44","009","1031 TEN ROD ROAD","North Kingstown","RI","02852","Wal-Mart"
2262,8/16/1995 ,8/16/1995 ,1,"36","077","5054 STATE HWY 23","Oneonta","NY","13820","Supercenter"
2263,8/22/1995 ,,,"42","091","233 SHOEMAKER RD","Pottstown","PA","19464","Wal-Mart"
2264,1/29/1997 ,,,"36","093","1320 ALTAMONT AVENUE","Rotterdam","NY","12303","Wal-Mart"
2265,1/3/1995 ,3/1/1997 ,1,"45","045","3950 GRANDVIEW DR","Simpsonville","SC","29681","Supercenter"
2266,8/22/1995 ,,,"39","035","8585 PEARL ROAD","Strongsville","OH","44136","Wal-Mart"
2267,9/19/1995 ,,,"25","027","137 WEST BOYLSTON RD","West Boylston","MA","01583","Wal-Mart"
2269,1/3/1995 ,4/24/2002 ,1,"53","077","1600 EAST CHESTNUT AVENUE","Yakima","WA","98901","Supercenter"
2270,7/15/1998 ,7/15/1998 ,1,"08","067","1155 SOUTH CAMINO DEL RIO","Durango","CO","81303","Supercenter"
2271,1/3/1995 ,7/23/2003 ,1,"55","115","1244 EAST GREEN BAY","Shawano","WI","54166","Supercenter"
2272,8/22/1995 ,,,"24","019","2775 DORCHESTER SQUARE","Cambridge","MD","21613","Wal-Mart"
2273,7/25/1995 ,,,"26","049","5323 EAST COURT ST NORTH","Flint","MI","48509","Wal-Mart"
2274,8/22/1995 ,,,"27","163","200 S.W. 12TH ST","Forest Lake","MN","55025","Wal-Mart"
2275,1/3/1995 ,5/18/2005 ,1,"39","017","5720 COLLEGE CORNER PIKE","Oxford","OH","45056","Supercenter"
2276,1/3/1995 ,,,"18","091","333 BOYD BLVD","La Porte","IN","46350","Wal-Mart"
2277,11/1/1995 ,,,"06","019","323 WEST SHAW AVENUE","Clovis","CA","93612","Wal-Mart"
2278,3/21/1995 ,,,"42","049","1900 KEYSTONE DRIVE","Erie","PA","16509","Wal-Mart"
2279,3/21/1995 ,,,"24","003","6721 CHESAPEAKE CENTER DRIVE","Glen Burnie (N)","MD","21060","Wal-Mart"
2280,11/1/1995 ,,,"06","085","600 SHOWERS DRIVE","Mountain View","CA","94040","Wal-Mart"
2281,1/31/1995 ,8/20/2003 ,1,"42","003","2351 CENTURY DRIVE","West Mifflin","PA","15122","Supercenter"
2282,7/16/1997 ,,,"09","003","69 PROSPECT HILL ROAD","East Windsor","CT","06088","Wal-Mart"
2283,7/25/1995 ,,,"44","003","1173 TIOGUE AVENUE","Coventry","RI","02816","Wal-Mart"
2284,9/10/1997 ,,,"09","009","1100 NEW HAVEN ROAD","Naugatuck","CT","06770","Wal-Mart"
2285,10/13/1999 ,10/13/1999 ,0,"36","043","103 NORTH CAROLINE ST.","Herkimer","NY","13350","Supercenter"
2286,8/22/1995 ,,,"36","103","161 CENTEREACH MALL","Centereach","NY","11720","Wal-Mart"
2287,12/28/1995 ,12/28/1995 ,1,"42","073","2501 WEST STATE STREET","New Castle","PA","16101","Supercenter"
2288,12/30/1995 ,,,"06","037","80 RIO RANCHO ROAD","Pomona","CA","91766","Wal-Mart"
2289,9/19/1995 ,,,"50","003","210 NORTHSIDE DRIVE","Bennington","VT","05201","Wal-Mart"
2290,6/19/2002 ,,,"24","005","9750 REISTERTOWN ROAD A","Owings Mills","MD","21117","Wal-Mart"
2291,11/21/1995 ,,,"06","073","75 N BROADWAY","Chula Vista (W)","CA","91910","Wal-Mart"
2292,10/29/1997 ,,,"06","037","1275 NORTH AZUSA AVENUE","Covina","CA","91722","Wal-Mart"
2293,12/30/1995 ,,,"08","059","952 SWEDE GULCH ROAD","Evergreen","CO","80401","Wal-Mart"
2295,1/29/1997 ,1/29/1997 ,0,"51","087","7901 BROOK RD","Richmond","VA","23227","Supercenter"
2297,10/29/1996 ,,,"06","037","25450 THE OLD ROAD","Stevenson Ranch","CA","91381","Wal-Mart"
2299,7/16/1997 ,,,"09","007","161 BERLIN ROAD","Cromwell","CT","06416","Wal-Mart"
2300,10/29/1996 ,8/29/2001 ,1,"42","003","250 SUMMIT PARK DR","Pittsburgh","PA","15275","Supercenter"
2306,5/31/1995 ,4/9/2003 ,1,"01","125","5710 MCFARLAND BLVD","Northport","AL","35476","Supercenter"
2307,6/28/1995 ,1/27/2006 ,1,"49","035","11327 SO JORDAN GATEWAY ROAD","Sandy","UT","84095","Supercenter"
2309,5/31/1995 ,8/24/2005 ,1,"39","017","8288 CINCINNATI DAYTON ROAD","Cincinnati","OH","45069","Supercenter"
2310,8/22/1995 ,,,"47","093","3051 KENZEL ROAD","Knoxville","TN","37924","Wal-Mart"
2311,7/25/1995 ,,,"18","069","2800 WALMART DRIVE","Huntington","IN","46750","Wal-Mart"
2312,1/24/1996 ,1/24/1996 ,1,"51","770","4807 VALLEY VIEW BLVD N.W.","Roanoke","VA","24012","Supercenter"
2313,7/25/1995 ,,,"39","133","9440 STATE ROUTE #14","Streetsboro","OH","44241","Wal-Mart"
2315,5/31/1995 ,,,"41","053","321 NE KINGS VALLEY HWY","Dallas","OR","97338","Wal-Mart"
2316,12/30/1995 ,,,"39","035","24801 BROOKPARK ROAD","North Olmstead","OH","44070","Wal-Mart"
2317,7/23/1996 ,,,"53","035","6797 STATE HWY 303 N.E.","Bremerton","WA","98311","Wal-Mart"
2318,6/21/1995 ,6/21/1995 ,1,"42","063","3100 OAKLAND AVE","Indiana","PA","15701","Supercenter"
2319,1/27/1999 ,,,"53","029","1250 S.W. ERIE STREET","Oak Harbor","WA","98277","Wal-Mart"
2320,5/29/1996 ,,,"41","039","901 ROW RIVER RD","Cottage Grove","OR","97424","Wal-Mart"
2322,7/25/1995 ,4/16/2003 ,1,"47","157","577 GERMANTOWN PKWY","Germantown","TN","38018","Supercenter"
2323,3/15/2000 ,,,"39","153","3520 HUDSON DRIVE","Akron","OH","44224","Wal-Mart"
2325,2/20/1996 ,,,"53","035","3497 BETHEL ROAD SE","Port Orchard","WA","98366","Wal-Mart"
2326,11/1/1995 ,,,"36","101","1000 STATE ROUTE 36","Hornell","NY","14843","Wal-Mart"
2329,10/17/1995 ,,,"25","011","555 EAST MAIN ST","Orange","MA","01364","Wal-Mart"
2330,1/29/1997 ,,,"33","017","116 FARMINGTON ROAD","Rochester","NH","03867","Wal-Mart"
2331,6/26/1996 ,10/15/2003 ,1,"09","011","155 WATERFORD PARKWAY NO.","Waterford","CT","06385","Supercenter"
2333,8/28/1996 ,,,"06","071","20251 HWY 18","Apple Valley","CA","92307","Wal-Mart"
2334,9/25/1996 ,9/25/1996 ,0,"42","071","2034 LINCOLN HWY EAST","East Lampeter","PA","17602","Supercenter"
2335,1/29/1997 ,,,"55","025","4198 NAKOOSA TRAIL","Madison (E)","WI","53714","Wal-Mart"
2336,5/29/1996 ,7/27/2005 ,1,"25","023","300 COLONY PLACE","Plymouth","MA","02360","Supercenter"
2337,7/17/1996 ,7/17/1996 ,0,"51","067","550 OLD FRANKLIN TURNPIKE","Rocky Mount","VA","24151","Supercenter"
2338,1/29/1997 ,,,"26","055","2640 CROSSING CIRCLE","Traverse City","MI","49684","Wal-Mart"
2339,4/24/1996 ,8/10/2005 ,1,"18","157","2801 NORTHWESTERN AVE","West Lafayette","IN","47906","Supercenter"
2340,7/21/1999 ,7/21/1999 ,0,"42","071","890 EAST MAIN STREET","Ephrata","PA","17522","Supercenter"
2341,1/26/1998 ,,,"25","021","301 FALLS BLVD","Quincy","MA","02169","Wal-Mart"
2348,5/2/1995 ,,,"45","019","1231 FOLLY ROAD","James Island","SC","29412","Wal-Mart"
2350,7/25/1995 ,4/20/2005 ,1,"39","051","485 EAST AIRPORT HWY","Wauseon","OH","43567","Supercenter"
2352,12/30/1995 ,9/25/2002 ,1,"27","059","2101 SECOND AVENUE SE","Cambridge","MN","55008","Supercenter"
2354,5/29/1996 ,,,"26","125","300 NORTH OPDYKE","Auburn Hills","MI","48326","Wal-Mart"
2355,1/3/1996 ,5/11/2005 ,1,"36","029","5033 TRANSIT ROAD","Clarence","NY","14031","Supercenter"
2357,8/28/1996 ,,,"24","031","20910 FREDERICK ROAD","Germantown","MD","20876","Wal-Mart"
2358,12/30/1995 ,5/23/2001 ,1,"26","007","1180 M-32 WEST","Alpena","MI","49707","Supercenter"
2359,11/1/1995 ,4/20/2005 ,1,"39","007","3551 NORTH RIDGE EAST","Ashtabula","OH","44004","Supercenter"
2360,11/1/1995 ,,,"13","089","4725 ASHFORD-DUNWOODY","Atlanta","GA","30338","Wal-Mart"
2361,10/29/1996 ,,,"39","151","4572 MEGA STREET NORTHWEST","Canton","OH","44720","Wal-Mart"
2362,1/27/1999 ,,,"39","035","3606 MAYFIELD ROAD","Cleveland Heights","OH","44118","Wal-Mart"
2365,1/26/2000 ,1/26/2000 ,1,"42","089","500 ROUTE 940","Mount Pocono","PA","18344","Supercenter"
2366,5/29/1996 ,,,"25","005","1470 S WASHINGTON ST","North Attleboro","MA","02760","Wal-Mart"
2367,8/13/1997 ,,,"27","115","1100 HILLSIDE AVENUE","Pine City","MN","55063","Wal-Mart"
2368,1/29/1997 ,1/29/1997 ,0,"42","089","355 LINCOLN AVE","East Stroudsburg","PA","18301","Supercenter"
2369,7/25/1995 ,,,"33","001","39 E MAIN/I-93 EXIT 20","Tilton","NH","03276","Wal-Mart"
2370,5/29/1996 ,,,"36","083","760 HOOSICK ROAD","Troy","NY","12180","Wal-Mart"
2371,1/23/1996 ,8/25/2004 ,1,"09","009","844 NO. COLONY ROAD","Wallingford","CT","06492","Supercenter"
2373,6/26/1996 ,,,"44","003","840 POST ROAD","Warwick","RI","02888","Wal-Mart"
2385,11/1/1995 ,,,"53","033","1425 SUPERMALL WAY","Auburn","WA","98001","Wal-Mart"
2386,10/17/1995 ,3/1/1999 ,1,"25","015","352 PALMER ROAD","Ware","MA","01082","Supercenter"
2387,11/1/1995 ,3/12/2003 ,1,"12","057","11110 CAUSEWAY BLVD","Brandon (W)","FL","33511","Supercenter"
2388,11/1/1995 ,,,"18","075","1600 N MERIDIAN STREET","Portland","IN","47371","Wal-Mart"
2398,1/24/2001 ,,,"33","015","2200 WOODBURY AVE","Newington","NH","03801","Wal-Mart"
2399,3/14/2001 ,,,"33","011","300 KELLER ST.","Manchester","NH","03103","Wal-Mart"
2400,2/20/1996 ,5/25/2005 ,1,"39","141","85 RIVER TRACE LANE","Chillicothe","OH","45601","Supercenter"
2401,1/2/1996 ,,,"06","037","1600 S MOUNTAIN AVENUE","Duarte","CA","91010","Wal-Mart"
2402,11/1/1995 ,8/17/2005 ,1,"32","007","2944 MOUNTAIN CITY HWY","Elko","NV","89801","Supercenter"
2403,9/19/1995 ,8/31/2005 ,1,"53","053","310 31ST AVENUE S.E.","Puyallup","WA","98374","Supercenter"
2404,12/30/1995 ,,,"48","029","8500 JONES MALTSBURGER","San Antonio (C)","TX","78216","Wal-Mart"
2405,11/1/1995 ,,,"36","029","4255 MCKINLEY PARKWAY","Hamburg","NY","14075","Wal-Mart"
2412,5/21/1997 ,,,"24","027","3200 NORTH RIDGE ROAD","Ellicott City","MD","21043","Wal-Mart"
2417,1/29/1997 ,5/22/2002 ,1,"26","047","1600 ANDERSON RD","Petoskey","MI","49770","Supercenter"
2418,1/22/2003 ,,,"06","017","4300 MISSOURI FLAT ROAD","Placerville","CA","95667","Wal-Mart"
2419,10/24/2001 ,,,"10","005","18922 REHOBOTH MALL BLVD","Rehoboth","DE","19971","Wal-Mart"
2420,10/23/1996 ,10/23/1996 ,0,"42","129","100 SARA WAY/ROSTRAVER SQUARE","Belle Vernon","PA","15012","Supercenter"
2421,7/25/1995 ,5/25/2005 ,1,"55","095","2212 GLACIER DRIVE","St. Croix Falls","WI","54024","Supercenter"
2422,1/26/2000 ,,,"41","009","2295 GABLE ROAD","St. Helens","OR","97051","Wal-Mart"
2424,8/19/1998 ,8/19/1998 ,1,"36","031","1134 WICKER STREET","Ticonderoga","NY","12883","Supercenter"
2426,11/1/1995 ,10/20/2004 ,1,"39","049","5200 WEST POINTE PLAZA","Columbus (SW)","OH","43228","Supercenter"
2427,11/1/1995 ,,,"48","113","13739 N CENTRAL EXPRESSWAY","Dallas","TX","75243","Wal-Mart"
2428,11/1/1995 ,3/26/2003 ,1,"20","079","1701 S KANSAS AVE","Newton","KS","67114","Supercenter"
2429,11/1/1995 ,,,"39","023","1600 BECHTLE AVENUE","Springfield","OH","45504","Wal-Mart"
2434,12/28/1995 ,5/19/2004 ,1,"26","043","1920 SO. STEPEHENSON AVE","Iron Mountain","MI","49801","Supercenter"
2435,5/19/1999 ,,,"24","005","2399 N. POINT BLVD","Dundalk","MD","21222","Wal-Mart"
2436,2/20/1996 ,,,"24","013","1320 LIBERTY ROAD","Eldersburg","MD","21784","Wal-Mart"
2437,9/15/1999 ,,,"51","061","8278 JAMES MADISON HWY","Warrenton","VA","20186","Wal-Mart"
2438,12/28/1995 ,,,"51","179","217 GARRISONVILLE ROAD","Garrisonville","VA","22554","Wal-Mart"
2440,3/27/1996 ,3/27/1996 ,1,"37","099","210 WAL-MART PLAZA","Sylva","NC","28779","Supercenter"
2441,12/28/1995 ,,,"39","017","1505 MAIN STREET","Hamilton","OH","45013","Wal-Mart"
2444,7/17/1996 ,7/17/1996 ,0,"36","053","2024 GENESEE STREET","Oneida","NY","13421","Supercenter"
2445,5/29/1996 ,,,"42","017","1515 BETHLEHEM PIKE","Hilltown","PA","19440","Wal-Mart"
2446,8/19/1998 ,,,"42","017","195 N.W. END BLVD.","Quakertown","PA","18951","Wal-Mart"
2447,1/29/1997 ,,,"39","061","2322 FERGUSON ROAD","Cincinnati (W)","OH","45238","Wal-Mart"
2450,8/28/1996 ,,,"53","073","4420 MERIDIAN ST","Bellingham","WA","98226","Wal-Mart"
2452,3/14/2001 ,,,"55","079","401 EAST CAPITAL DRIVE","Milwaukee","WI","53212","Wal-Mart"
2453,6/26/1996 ,,,"32","001","2333 RENO HIGHWAY","Fallon","NV","89406","Wal-Mart"
2455,4/2/1996 ,3/1/2000 ,1,"30","013","701 SMELTER AVE N.E.","Great Falls","MT","59404","Supercenter"
2457,4/18/2001 ,,,"06","067","10655 FOLSOM BLVD","Rancho Cordova","CA","95670","Wal-Mart"
2458,1/29/1997 ,,,"06","053","1375 NORTH DAVIS ROAD","Salinas","CA","93907","Wal-Mart"
2459,4/23/1997 ,,,"12","115","4381 CATTLEMEN ROAD","Sarasota","FL","34233","Wal-Mart"
