"Col1","person","dept","eow","cause","cause_short","date","year","canine","dept_name","state","description","latitude","longitude","state_name"
"654","Police Officer Ernest Kearns Ponce de Leon","Tallahassee Police Department, FL","EOW: Friday, July 8, 1988","Cause of Death: Gunfire","Gunfire","1988-07-08","1988","False","Tallahassee Police Department","FL","Tallahassee","30.438118","-84.281296","Florida"
"655","Sergeant Thomas Arlen Richmond","Mesilla Marshal's Office, NM","EOW: Wednesday, July 13, 1988","Cause of Death: Gunfire","Gunfire","1988-07-13","1988","False","Mesilla Marshal's Office","NM","Santa Fe","35.68224","-105.939728","New Mexico"
"656","Officer Elston Morris Howard","Houston Police Department, TX","EOW: Wednesday, July 20, 1988","Cause of Death: Gunfire","Gunfire","1988-07-20","1988","False","Houston Police Department","TX","Austin","30.27467","-97.740349","Texas"
"657","Chief of Police William R. Davies","Grottoes Police Department, VA","EOW: Thursday, July 21, 1988","Cause of Death: Automobile accident","Automobile accident","1988-07-21","1988","False","Grottoes Police Department","VA","Richmond","37.538857","-77.43364","Virginia"
"658","Trooper Michael L. Martin","North Carolina Highway Patrol, NC","EOW: Friday, July 22, 1988","Cause of Death: Vehicle pursuit","Vehicle pursuit","1988-07-22","1988","False","North Carolina Highway Patrol","NC","Raleigh","35.78043","-78.639099","North Carolina"
"659","Police Officer David R. Payne","Lewiston Police Department, ME","EOW: Saturday, July 23, 1988","Cause of Death: Gunfire","Gunfire","1988-07-23","1988","False","Lewiston Police Department","ME","Augusta","44.307167","-69.781693","Maine"
"660","Sergeant John David Conner, III","Manassas Police Department, VA","EOW: Sunday, July 24, 1988","Cause of Death: Gunfire","Gunfire","1988-07-24","1988","False","Manassas Police Department","VA","Richmond","37.538857","-77.43364","Virginia"
"661","Deputy Sheriff Clark Harold Henry","Harris County Sheriff's Office, TX","EOW: Monday, July 25, 1988","Cause of Death: Automobile accident","Automobile accident","1988-07-25","1988","False","Harris County Sheriff's Office","TX","Austin","30.27467","-97.740349","Texas"
"662","Town Marshal Bobby R. Moore, Sr.","Fremont Police Department, IN","EOW: Tuesday, July 26, 1988","Cause of Death: Gunfire","Gunfire","1988-07-26","1988","False","Fremont Police Department","IN","Indianapolis","39.768623","-86.162643","Indiana"
"663","Corporal David Wayne Moss","Williston Police Department, FL","EOW: Saturday, July 30, 1988","Cause of Death: Gunfire","Gunfire","1988-07-30","1988","False","Williston Police Department","FL","Tallahassee","30.438118","-84.281296","Florida"
"664","Officer James William Bloesch","San Francisco Police Department, CA","EOW: Tuesday, August 2, 1988","Cause of Death: Gunfire (Accidental)","Gunfire (Accidental)","1988-08-02","1988","False","San Francisco Police Department","CA","Sacramento","38.576668","-121.493629","California"
"665","Officer Walter Leon Williams","Dallas Police Department, TX","EOW: Tuesday, August 2, 1988","Cause of Death: Gunfire","Gunfire","1988-08-02","1988","False","Dallas Police Department","TX","Austin","30.27467","-97.740349","Texas"
"666","Deputy Sheriff Donald Francis Reimann","Carver County Sheriff's Department, MN","EOW: Tuesday, August 2, 1988","Cause of Death: Heart attack","Heart attack","1988-08-02","1988","False","Carver County Sheriff's Department","MN","St. Paul","44.955097","-93.102211","Minnesota"
"667","Trooper Wendy G. Everett","Ohio State Highway Patrol, OH","EOW: Friday, August 5, 1988","Cause of Death: Struck by vehicle","Struck by vehicle","1988-08-05","1988","False","Ohio State Highway Patrol","OH","Columbus","39.961346","-82.999069","Ohio"
"668","Patrolman Jack G. Martin","Lynden Police Department, WA","EOW: Tuesday, August 9, 1988","Cause of Death: Heart attack","Heart attack","1988-08-09","1988","False","Lynden Police Department","WA","Olympia","47.035805","-122.905014","Washington"
"669","Sergeant Joe F. Gurney","Texas Department of Criminal Justice, TX","EOW: Friday, August 12, 1988","Cause of Death: Animal related","Animal related","1988-08-12","1988","False","Texas Department of Criminal Justice","TX","Austin","30.27467","-97.740349","Texas"
"670","Police Officer Joseph Galapo","New York City Police Department, NY","EOW: Tuesday, August 16, 1988","Cause of Death: Gunfire (Accidental)","Gunfire (Accidental)","1988-08-16","1988","False","New York City Police Department","NY","Albany","42.652843","-73.757874","New York"
"671","Reserve Deputy Sheriff John Wesley Wright","Hawkins County Sheriff's Department, TN","EOW: Tuesday, August 16, 1988","Cause of Death: Gunfire (Accidental)","Gunfire (Accidental)","1988-08-16","1988","False","Hawkins County Sheriff's Department","TN","Nashville","36.16581","-86.784241","Tennessee"
"672","Trooper Jacqueline Vernon","Virginia State Police, VA","EOW: Tuesday, August 16, 1988","Cause of Death: Struck by vehicle","Struck by vehicle","1988-08-16","1988","False","Virginia State Police","VA","Richmond","37.538857","-77.43364","Virginia"
"673","Deputy Sheriff Tim Hudson","Pecos County Sheriff's Department, TX","EOW: Saturday, August 20, 1988","Cause of Death: Gunfire","Gunfire","1988-08-20","1988","False","Pecos County Sheriff's Department","TX","Austin","30.27467","-97.740349","Texas"
"674","Police Officer Brian Heywood Chappell","West Palm Beach Police Department, FL","EOW: Monday, August 22, 1988","Cause of Death: Gunfire","Gunfire","1988-08-22","1988","False","West Palm Beach Police Department","FL","Tallahassee","30.438118","-84.281296","Florida"
"675","Police Officer Edward William Clavell, Jr.","Seal Beach Police Department, CA","EOW: Tuesday, August 23, 1988","Cause of Death: Automobile accident","Automobile accident","1988-08-23","1988","False","Seal Beach Police Department","CA","Sacramento","38.576668","-121.493629","California"
"676","Officer Matt John Faber","Indianapolis Police Department, IN","EOW: Tuesday, August 23, 1988","Cause of Death: Gunfire","Gunfire","1988-08-23","1988","False","Indianapolis Police Department","IN","Indianapolis","39.768623","-86.162643","Indiana"
"677","Police Officer Gregory Lavance Davis","Atlanta Police Department, GA","EOW: Friday, August 26, 1988","Cause of Death: Gunfire","Gunfire","1988-08-26","1988","False","Atlanta Police Department","GA","Atlanta<br>","33.749027","-84.388229","Georgia"
"678","Special Agent Robert M. Kirk","Georgia Bureau of Investigation, GA","EOW: Monday, August 29, 1988","Cause of Death: Gunfire","Gunfire","1988-08-29","1988","False","Georgia Bureau of Investigation","GA","Atlanta<br>","33.749027","-84.388229","Georgia"
"679","Sergeant Mark Kevin Murphy","Prince George's County Police Department, MD","EOW: Thursday, September 1, 1988","Cause of Death: Gunfire (Accidental)","Gunfire (Accidental)","1988-09-01","1988","False","Prince George's County Police Department","MD","Annapolis","38.978764","-76.490936","Maryland"
"680","Police Officer Daniel Alan Pratt","Los Angeles Police Department, CA","EOW: Saturday, September 3, 1988","Cause of Death: Gunfire","Gunfire","1988-09-03","1988","False","Los Angeles Police Department","CA","Sacramento","38.576668","-121.493629","California"
"681","K9 Billy","Sacramento County Sheriff's Department, CA","EOW: Tuesday, September 6, 1988","Cause of Death: Gunfire","Gunfire","1988-09-06","1988","True","Sacramento County Sheriff's Department","CA","Sacramento","38.576668","-121.493629","California"
"682","Deputy Sheriff Kathleen Angie Briscoe","Jefferson Parish Sheriff's Office, LA","EOW: Wednesday, September 7, 1988","Cause of Death: Gunfire (Accidental)","Gunfire (Accidental)","1988-09-07","1988","False","Jefferson Parish Sheriff's Office","LA","Baton Rouge","30.457069","-91.187393","Louisiana"
"683","Officer Robert Lee Wirht","San Jose Police Department, CA","EOW: Thursday, September 8, 1988","Cause of Death: Vehicle pursuit","Vehicle pursuit","1988-09-08","1988","False","San Jose Police Department","CA","Sacramento","38.576668","-121.493629","California"
"684","Sergeant Richard J. Lawrence","LaPorte Police Department, IN","EOW: Friday, September 9, 1988","Cause of Death: Heart attack","Heart attack","1988-09-09","1988","False","LaPorte Police Department","IN","Indianapolis","39.768623","-86.162643","Indiana"
"685","Patrolman Thomas A. Noonan","Highland Heights Police Department, KY","EOW: Saturday, September 10, 1988","Cause of Death: Automobile accident","Automobile accident","1988-09-10","1988","False","Highland Heights Police Department","KY","Frankfort","38.186722","-84.875374","Kentucky"
"686","Lieutenant Charles Andrew Cooper","Florida Department of Corrections, FL","EOW: Thursday, September 15, 1988","Cause of Death: Heart attack","Heart attack","1988-09-15","1988","False","Florida Department of Corrections","FL","Tallahassee","30.438118","-84.281296","Florida"
"687","Patrolman Douglas H. Pyle","Parkesburg Borough Police Department, PA","EOW: Thursday, September 15, 1988","Cause of Death: Motorcycle accident","Motorcycle accident","1988-09-15","1988","False","Parkesburg Borough Police Department","PA","Harrisburg","40.264378","-76.883598","Pennsylvania"
"688","Sheriff Lonnie Loyal Miller","Wheeler County Sheriff's Office, TX","EOW: Saturday, September 17, 1988","Cause of Death: Automobile accident","Automobile accident","1988-09-17","1988","False","Wheeler County Sheriff's Office","TX","Austin","30.27467","-97.740349","Texas"
"689","Deputy Sheriff Donald Lawrence Cokeroft","Jefferson County Sheriff's Office, AL","EOW: Saturday, September 17, 1988","Cause of Death: Automobile accident","Automobile accident","1988-09-17","1988","False","Jefferson County Sheriff's Office","AL","Montgomery","32.377716","-86.300568","Alabama"
"690","Patrol Officer Andrew C. Robinson","Arcola Police Department, MS","EOW: Saturday, September 17, 1988","Cause of Death: Struck by vehicle","Struck by vehicle","1988-09-17","1988","False","Arcola Police Department","MS","Jackson","32.303848","-90.182106","Mississippi"
"691","K9 Ando","Marion County Sheriff's Department, IN","EOW: Monday, September 19, 1988","Cause of Death: Gunfire","Gunfire","1988-09-19","1988","True","Marion County Sheriff's Department","IN","Indianapolis","39.768623","-86.162643","Indiana"
"692","Sergeant Jody Benjamin Sadek","Hendersonville Police Department, TN","EOW: Tuesday, September 20, 1988","Cause of Death: Motorcycle accident","Motorcycle accident","1988-09-20","1988","False","Hendersonville Police Department","TN","Nashville","36.16581","-86.784241","Tennessee"
"693","Chief of Police Robert L. Brown","Cuyahoga Community College Police Department, OH","EOW: Wednesday, September 21, 1988","Cause of Death: Heart attack","Heart attack","1988-09-21","1988","False","Cuyahoga Community College Police Department","OH","Columbus","39.961346","-82.999069","Ohio"
"694","Trooper Robert J. Kolilis","Missouri State Highway Patrol, MO","EOW: Wednesday, September 21, 1988","Cause of Death: Struck by vehicle","Struck by vehicle","1988-09-21","1988","False","Missouri State Highway Patrol","MO","Jefferson City","38.579201","-92.172935","Missouri"
"695","Detective Richard Lee Samuels","Spotsylvania County Sheriff's Office, VA","EOW: Thursday, September 22, 1988","Cause of Death: Heart attack","Heart attack","1988-09-22","1988","False","Spotsylvania County Sheriff's Office","VA","Richmond","37.538857","-77.43364","Virginia"
"696","Police Officer Irma C. Ruiz","Chicago Police Department, IL","EOW: Thursday, September 22, 1988","Cause of Death: Gunfire","Gunfire","1988-09-22","1988","False","Chicago Police Department","IL","Springfield","39.798363","-89.654961","Illinois"
"697","Officer Robert Lyle Hawk","Tempe Police Department, AZ","EOW: Friday, September 23, 1988","Cause of Death: Vehicular assault","Vehicular assault","1988-09-23","1988","False","Tempe Police Department","AZ","Phoenix","33.448143","-112.096962","Arizona"
"698","Officer Edward Michael Setzer","Lower Merion Township Police Department, PA","EOW: Friday, September 30, 1988","Cause of Death: Gunfire","Gunfire","1988-09-30","1988","False","Lower Merion Township Police Department","PA","Harrisburg","40.264378","-76.883598","Pennsylvania"
"699","Deputy Sheriff Joe Kenneth Cosby","Panola County Sheriff's Department, MS","EOW: Friday, September 30, 1988","Cause of Death: Gunfire","Gunfire","1988-09-30","1988","False","Panola County Sheriff's Department","MS","Jackson","32.303848","-90.182106","Mississippi"
"700","Patrolman Jackie Lewis Phillips","Bristol Police Department, TN","EOW: Saturday, October 1, 1988","Cause of Death: Automobile accident","Automobile accident","1988-10-01","1988","False","Bristol Police Department","TN","Nashville","36.16581","-86.784241","Tennessee"
"701","Officer Walter Stephens Taylor","Fort Worth Police Department, TX","EOW: Wednesday, October 5, 1988","Cause of Death: Automobile accident","Automobile accident","1988-10-05","1988","False","Fort Worth Police Department","TX","Austin","30.27467","-97.740349","Texas"
"702","Assistant District Attorney Timothy John Burvid","Erie County District Attorney's Office, NY","EOW: Thursday, October 6, 1988","Cause of Death: Automobile accident","Automobile accident","1988-10-06","1988","False","Erie County District Attorney's Office","NY","Albany","42.652843","-73.757874","New York"
"703","Lieutenant James William Lance, Jr.","Southaven Police Department, MS","EOW: Friday, October 7, 1988","Cause of Death: Gunfire","Gunfire","1988-10-07","1988","False","Southaven Police Department","MS","Jackson","32.303848","-90.182106","Mississippi"
"704","Police Officer Marc Alan Kahre","Las Vegas Metropolitan Police Department, NV","EOW: Tuesday, October 11, 1988","Cause of Death: Gunfire","Gunfire","1988-10-11","1988","False","Las Vegas Metropolitan Police Department","NV","Carson City","39.163914","-119.766121","Nevada"
"705","Officer Robert Terrell Roulston","Anaheim Police Department, CA","EOW: Sunday, October 16, 1988","Cause of Death: Motorcycle accident","Motorcycle accident","1988-10-16","1988","False","Anaheim Police Department","CA","Sacramento","38.576668","-121.493629","California"
