Number,Volcano Name,Country,Region,Latitude,Longitude,Elev,Type,Status,Last Known
1507-092,Tolguaca,Chile,Chile-C,-38.31,-71.645,2806,Stratovolcano,Holocene,U
1501-03=,Tolima,Colombia,Colombia,4.67,-75.33,5200,Stratovolcano,Historical,D2
1402-07=,Toliman,Guatemala,Guatemala,14.612,-91.189,3158,Stratovolcano,Holocene,U
1000-082,Tolmachev Dol,Russia,Kamchatka,52.63,157.58,1021,Cinder cone,Holocene,U
1401-07-,"Toluca, Nevado de",Mexico,Mexico,19.108,-99.758,4690,Stratovolcano,Radiocarbon,D7
0204-011,Tombel Graben,Cameroon,Africa-W,4.75,9.667,500,Cinder cones,Holocene,U
0606-07-,Tondano Caldera,Indonesia,Sulawesi-Indonesia,1.23,124.83,1202,Caldera,Fumarolic,U
1900-026,Toney Mountain,Antarctica,Antarctica,-75.8,-115.83,3595,Shield volcano,Holocene,Unknown
0401-08=,Tongariro,New Zealand,New Zealand,-39.13,175.642,1978,Stratovolcano,Historical,D1
0606-13=,Tongkoko,Indonesia,Sulawesi-Indonesia,1.52,125.2,1149,Stratovolcano,Historical,D3
0505-00-,Tore,Papua New Guinea,Bougainville-SW Paci,-5.83,154.93,2200,Lava cone,Holocene,U
1702-05=,Torfajokull,Iceland,Iceland-S,63.92,-19.17,1259,Stratovolcano,Historical,D6
0804-09=,Tori-shima,Japan,Izu Is-Japan,30.48,140.32,403,Stratovolcano,Historical,D1
0705-03-,Toroeng Prong,Vietnam,SE Asia,14.93,108,800,Cinder cone,Holocene,Unknown
1401-011,"Tortuga, Isla",Mexico,Mexico,27.392,-111.858,210,Shield volcano,Holocene,U
0201-31-,Tosa Sucha,Ethiopia,Africa-NE,5.92,37.57,1650,Cinder cone,Holocene,U
0205-01=,"Tousside, Tarso",Chad,Africa-N,21.03,16.45,3265,Stratovolcano,Holocene,U
0803-271,Towada,Japan,Honshu-Japan,40.47,140.92,1159,Caldera,Historical,D6
0507-09=,Traitor's Head,Vanuatu,Vanuatu-SW Pacific,-18.75,169.23,837,Stratovolcano,Historical,D3
1401-01=,Tres Virgenes,Mexico,Mexico,27.47,-112.591,1940,Stratovolcano,Radiocarbon,D7
0900-113,Tri Sestry,Russia,Kuril Is,45.93,149.92,998,Stratovolcano,Holocene,Unknown
1102-16-,Trident,United States,Alaska Peninsula,58.23,-155.08,1864,Stratovolcano,Historical,D1
1805-051,Trindade,Atlantic Ocean,Atlantic-S,-20.514,-29.331,600,Stratovolcano,Holocene,U
1806-01=,Tristan da Cunha,Atlantic Ocean,Atlantic-S,-37.092,-12.28,2060,Stratovolcano,Historical,D2
1507-081,Trocon,Argentina,Argentina,-37.733,-70.9,2500,Lava domes,Holocene?,?
1702-18-,Trollagigar,Iceland,Iceland-NE,64.43,-18.13,1000,Crater rows,Historical,D3
1507-071,Tromen,Argentina,Argentina,-37.142,-70.03,3978,Stratovolcano,Holocene,U
1508-011,Tronador,Chile,Chile-S,-41.157,-71.885,3491,Stratovolcano,Holocene?,?
1200-10-,Tseax River Cone,Canada,Canada,55.12,-128.9,609,Pyroclastic cone,Radiocarbon,D4
0203-08-,Tshibinda,"Congo, DRC",Africa-C,-2.32,28.75,1460,Cinder cone,Holocene,U
0104-10-,Tskhouk-Karckar,Armenia,Armenia,39.733,46.017,3000,Pyroclastic cones,Tephrochronology,D7
0802-13=,Tsurumi,Japan,Kyushu-Japan,33.28,131.43,1584,Lava dome,Historical,D6
1505-104,"Tujle, Cerro",Chile,Chile-N,-23.83,-67.95,3550,Maar,Holocene,U
1502-081,Tulabug,Ecuador,Ecuador,-1.78,-78.613,3336,Scoria cone,Holocene,U
0201-25-,Tullu Moje,Ethiopia,Africa-NE,8.158,39.13,2349,Pumice cone,Anthropology,D2
1203-06-,Tumble Buttes,United States,US-California,40.68,-121.55,2191,Cinder cone,Holocene,Unknown
1000-059,Tundroviy,Russia,Kamchatka,52.25,157.6,739,Shield volcano,Holocene,U
1703-04=,Tungnafellsjokull,Iceland,Iceland-NE,64.73,-17.92,1535,Stratovolcano,Holocene,U
1502-08=,Tungurahua,Ecuador,Ecuador,-1.467,-78.442,5023,Stratovolcano,Historical,D1
1002-05-,Tunkin Depression,Russia,Russia-SE,51.5,102.5,1200,Volcanic field,Holocene,U
1507-01=,Tupungatito,Chile,Chile-C,-33.4,-69.8,6000,Stratovolcano,Historical,D1
1004-01-,Turfan,China,China-W,42.9,89.25,0,Cone,Historical,D6
1405-07=,Turrialba,Costa Rica,Costa Rica,10.03,-83.77,3340,Stratovolcano,Historical,D3
0404-02-,Tutuila,American Samoa,Samoa-SW Pacific,-14.295,-170.7,653,Tuff cone,Holocene,U
1504-04=,Tutupaca,Peru,Peru,-17.025,-70.358,5815,Stratovolcano,Historical,D2
1200-031,Tuya Volc Field,Canada,Canada,59.367,-130.583,2123,Volcanic field,Holocene,U
1505-15-,"Tuzgle, Cerro",Argentina,Argentina,-24.05,-66.483,5500,Stratovolcano,Holocene?,?
1000-55-,Tuzovsky,Russia,Kamchatka,57.32,159.97,1533,Shield volcano,Holocene,U
1203-05-,Twin Buttes,United States,US-California,40.78,-121.6,1631,Cinder cone,Holocene,Unknown
1203-16-,Ubehebe Craters,United States,US-California,37.02,-117.45,752,Maar,Holocene,U
1504-02=,Ubinas,Peru,Peru,-16.355,-70.903,5672,Stratovolcano,Historical,D1
1000-241,Udina,Russia,Kamchatka,55.755,160.527,2923,Stratovolcano,Holocene,U
1002-03-,Udokan Volc Field,Russia,Russia-SE,56.18,117.47,1980,Shield volcano,Radiocarbon,D7
1102-13-,Ugashik-Peulik,United States,Alaska Peninsula,57.75,-156.37,1474,Stratovolcano,Historical,D3
1209-01-,Uinkaret Field,United States,US-Arizona,36.38,-113.13,1555,Volcanic field,Holocene,U
1000-61-,Uka,Russia,Kamchatka,57.7,160.58,1643,Shield volcano,Holocene,U
1102-131,Ukinrek Maars,United States,Alaska Peninsula,57.83,-156.52,91,Maar,Historical,D1
1000-35-,Uksichan,Russia,Kamchatka,56.08,158.38,1692,Shield volcano,Holocene,U
0502-12=,Ulawun,Papua New Guinea,New Britain-SW Pac,-5.05,151.33,2334,Stratovolcano,Historical,D1
1101-25-,Uliaga,United States,Aleutian Is,53.07,-169.77,888,Stratovolcano,Holocene,Unknown
1006-03-,Ulreung,South Korea,Korea,37.5,130.87,984,Stratovolcano,Radiocarbon,D7
1002-07-,Ulug-Arginsky,Russia,Russia-SE,52.33,98,1800,Cinder cone,Holocene,U
0501-06=,Umboi,Papua New Guinea,New Guinea-NE of,-5.589,147.875,1548,Complex volcano,Holocene,U
0205-07-,"Umm Arafieb, Jebel",Sudan,Africa-N,18.17,33.83,0,Shield volcano,Holocene,Unknown
0603-23=,Ungaran,Indonesia,Java,-7.18,110.33,2050,Stratovolcano,Holocene,U
0302-04-,Unnamed,Iran,Iran,28.17,60.67,0,Volcanic field,Holocene,Unknown
0801-03=,Unnamed,Taiwan,Taiwan-E of,24,121.83,0,Submarine volcano,Historical,D3
0300-06-,Unnamed,Syria,Syria,32.658,36.425,1436,Volcanic field,Holocene,U
0801-011,Unnamed,Taiwan,Taiwan-E of,19.17,132.25,-10,Submarine volcano,Uncertain,Unknown
0300-03-,Unnamed,Syria,Syria,33.308,36.925,945,Volcanic field,Holocene,U
0300-02-,Unnamed,Syria,Syria,36.67,37,0,Unknown,Historical,D6
1000-081,Unnamed,Russia,Kamchatka,52.57,157.02,610,Cinder cone,Holocene,U
1000-058,Unnamed,Russia,Kamchatka,52.33,157.33,638,Pyroclastic cone,Holocene,U
0402-04=,Unnamed,New Zealand,Kermadec Is,-29.18,-177.87,-560,Submarine volcano,Historical,D3
0404-00-,Unnamed,United States,Samoa-SW Pacific,-14.23,-169.07,-650,Submarine volcano,Uncertain,Unknown
0801-04=,Unnamed,Taiwan,Taiwan-N of,25.42,122.33,-100,Submarine volcano,Historical,D3
0403-02=,Unnamed,Tonga,Tonga-SW Pacific,-21.07,-175.33,0,Not Volcanic,Historical,D2
1101-17-,Unnamed,United States,Aleutian Is,52,-173.5,0,Submarine volcano,Hydrophonic,D1
1506-03=,Unnamed,Chile,Chile-Is,-33.622,-78.78,0,Submarine volcano,Historical,D3
1600-07=,Unnamed,Netherlands,W Indies,16.13,-61.28,-7,Submarine volcano,Historical,D3
1801-01=,Unnamed,Atlantic Ocean,Atlantic-N,66,-27.75,-108,Submarine volcano,Uncertain,D4
0607-05=,Unnamed,Indonesia,Sangihe Is-Indonesia,3.97,124.17,-5000,Submarine volcano,Uncertain,Unknown
1000-43-,Unnamed,Russia,Kamchatka,56.82,158.95,1185,Shield volcano,Holocene,U
1304-02-,Unnamed,Pacific Ocean,Pacific-S,-53.9,-140.3,-1000,Submarine volcano,Uncertain,Unknown
0508-03-,Unnamed,Pacific Ocean,SW Pacific,-25.78,168.63,-2400,Submarine volcano,Hydrophonic,D1
0505-061,Unnamed,Solomon Is.,Solomon Is-SW Pacifi,-8.92,158.03,-240,Submarine volcanoes,Holocene,U
1303-01-,Unnamed,Pacific Ocean,Pacific-E,9.82,-104.3,-2500,Submarine volcano,Historical,D1
0801-02=,Unnamed,Taiwan,Taiwan-E of,21.83,121.18,-115,Submarine volcano,Historical,D3
0801-01=,Unnamed,Taiwan,Taiwan-E of,20.93,134.75,-6000,Submarine volcano,Uncertain,Unknown
0403-03=,Unnamed,Tonga,Tonga-SW Pacific,-20.85,-175.53,-13,Submarine volcano,Historical,D1
0302-00-,Unnamed,Iran,Iran,39.25,45.167,,Volcanic field,Holocene,U
0403-001,Unnamed,Tonga,Tonga-SW Pacific,-24.8,-177.017,-385,Submarine volcano,Fumarolic,U
0403-011,Unnamed,Tonga,Tonga-SW Pacific,-21.15,-175.75,-65,Submarine volcano,Holocene,U
0403-091,Unnamed,Tonga,Tonga-SW Pacific,-18.325,-174.365,-40,Submarine volcano,Historical,D1
0804-101,Unnamed,Japan,Volcano Is-Japan,26.133,144.483,-3200,Submarine volcano?,Uncertain,?
0804-138,Unnamed,United States,Mariana Is-C Pacific,21,142.9,,Submarine volcano?,Uncertain,?
0804-139,Unnamed,United States,Mariana Is-C Pacific,20.3,143.2,,Submarine volcano?,Uncertain,?
1301-05-,Unnamed,Pacific Ocean,Pacific-NE,31.75,-124.25,-2533,Submarine volcano?,Uncertain,?
1304-04-,Unnamed,Pacific Ocean,Pacific-E,10.733,-103.583,,Submarine volcano,Historical,D1
1304-05-,Unnamed,Pacific Ocean,Pacific-E,9.833,-104.3,-2500,Submarine volcano,Historical,D1
1304-10-,Unnamed,Pacific Ocean,Pacific-E,-8.267,-107.95,-2800,Submarine volcano,Historical,D2
1305-02-,Unnamed,Pacific Ocean,Pacific-S,-53.9,-140.3,-1000,Submarine volcano,Uncertain,?
1305-03-,Unnamed,Pacific Ocean,Pacific-S,-55.967,-143.167,,Submarine volcano,Uncertain,?
1505-161,Unnamed,Argentina,Argentina,-25.1,-68.267,,Pyroclastic cone,Holocene?,?
1707-02-,Unnamed,Arctic Ocean,Arctic Ocean,85.583,85,-3800,Submarine volcano,Holocene,U
0104-04-,Unnamed,Georgia,Georgia,42.45,44.25,3750,Cinder cone,Holocene,U
1805-01=,Unnamed,Atlantic Ocean,Atlantic-C,7,-21.83,-1415,Submarine volcano,Uncertain,Unknown
0201-221,Unnamed,Ethiopia,Africa-NE,8.62,38.95,1800,Fissure vent,Holocene,U
1805-03=,Unnamed,Atlantic Ocean,Atlantic-C,-0.58,-15.83,-1528,Submarine volcano,Historical,D3
1900-014,Unnamed,Antarctica,Antarctica,-73.45,164.58,2987,Scoria cone,Holocene,Unknown
0201-201,Unnamed,Ethiopia,Africa-NE,8.7,39.63,1300,Pyroclastic cone,Holocene,U
1900-016,Unnamed,Antarctica,Antarctica,-76.83,163,-500,Submarine volcano,Holocene,Unknown
0201-251,Unnamed,Ethiopia,Africa-NE,8.07,39.07,1800,Fissure vent,Holocene,U
0201-252,Unnamed,Ethiopia,Africa-NE,7.95,38.93,1889,Fissure vent,Holocene,U
1805-04=,Unnamed,Atlantic Ocean,Atlantic-C,-3.5,-24.5,-5300,Submarine volcano,Uncertain,Unknown
1805-02=,Unnamed,Atlantic Ocean,Atlantic-C,4.2,-21.45,-2900,Submarine volcano,Uncertain,Unknown
0104-05-,Unnamed,Georgia,Georgia,41.55,43.6,3400,Lava cone,Holocene,U
1801-02=,Unnamed,Atlantic Ocean,Atlantic-N,49,-34.5,-1650,Submarine volcano,Historical,D3
0900-23=,Unnamed,Russia,Kuril Is,48.08,153.33,-150,Submarine volcano,Historical,D2
0502-001,Unnamed,Papua New Guinea,New Britain-SW Pac,-5.2,148.57,0,Submarine volcano,Uncertain,Unknown
0300-04-,Unnamed,Syria,Syria,33.15,36.258,1197,Volcanic field,Holocene,U
0403-01=,Unnamed,Tonga,Tonga-SW Pacific,-21.38,-175.65,-500,Submarine volcano,Historical,D2
0201-311,Unnamed,Ethiopia,Africa-NE,5.65,37.67,1200,Cinder cone,Holocene,U
1506-04=,Unnamed,Chile,Chile-Is,-33.62,-76.83,-642,Submarine volcano,Uncertain,Unknown
1707-01-,Unnamed,Arctic Ocean,Arctic Ocean,88.27,-65.6,-1500,Submarine volcano,Historical,D2
1801-04=,Unnamed,Atlantic Ocean,Atlantic-N,38.75,-38.08,-4200,Submarine volcano,Historical,D3
1801-03=,Unnamed,Atlantic Ocean,Atlantic-N,39.95,-25.83,-2835,Submarine volcano,Uncertain,Unknown
1802-081,Unnamed,Portugal,Azores,37.78,-25.67,350,Pyroclastic cone,Historical,D5
1302-09-,Unnamed,United States,Hawaiian Is,23.58,-163.83,-4000,Submarine volcano,Historical,D2
1401-008,Unnamed,Mexico,Mexico,28,-115,0,Submarine volcano,Uncertain,Unknown
0804-093,Unnamed,Japan,Volcano Is-Japan,26.13,144.48,-3200,Submarine volcano,Uncertain,Unknown
0502-131,Unnamed,Papua New Guinea,New Britain-SW Pac,-4.75,150.85,0,Submarine volcano,Uncertain,Unknown
1000-232,Unnamed,Russia,Kamchatka,55.92,161.75,0,Cinder cone,Holocene,Unknown
1302-08-,Unnamed,United States,Hawaiian Is,21.75,-158.75,-3000,Submarine volcano,Uncertain,Unknown
0804-135,Unnamed,United States,Mariana Is-C Pacific,21,142.9,0,Submarine volcano,Uncertain,Unknown
0704-05=,Unnamed,Philippines,Luzon-N of,20.33,121.75,-24,Submarine volcano,Historical,D3
0501-04=,Unnamed,Papua New Guinea,New Guinea-NE of,-4.311,146.256,-2000,Submarine volcano,Uncertain,Unknown
1301-03-,Unnamed,Pacific Ocean,Pacific-NE,31.75,-124.25,-2533,Submarine volcano,Uncertain,Unknown
0900-16-,Unnamed,Russia,Kuril Is,46.47,151.28,-502,Submarine volcano,Hydrophonic,D1
0202-162,Unnamed,Tanzania,Africa-E,-8.63,33.57,0,Pyroclastic cone,Holocene,U
1102-051,Unnamed,United States,Alaska Peninsula,55.93,-160,1555,Cinder cone,Holocene,U
1004-04-,Unnamed,China,China-W,35.85,91.7,5400,Volcanic field,Holocene,U
1000-086,Unnamed,Russia,Kamchatka,52.88,158.3,700,Shield volcano,Holocene,U
0900-13-,Unnamed,Russia,Kuril Is,46.1,150.5,-100,Submarine volcano,Uncertain,Unknown
0900-061,Unnamed,Russia,Kuril Is,45.03,147.208,-930,Submarine volcano,Uncertain,Unknown
0507-08-,Unnamed,Vanuatu,Vanuatu-SW Pacific,-16.992,168.592,216,Stratovolcano,Holocene,Unknown
0804-136,Unnamed,United States,Mariana Is-C Pacific,20.3,143.2,0,Submarine volcano,Uncertain,Unknown
1000-021,Unnamed,Russia,Kamchatka,51.6,156.55,298,Cinder cone,Holocene,U
1102-132,Unnamed,United States,Alaska Peninsula,57.87,-155.42,300,Lava dome,Holocene,U
0305-01=,Unnamed,Indian Ocean,Indian O-E,11.75,80.75,0,Submarine volcano,Uncertain,Unknown
0301-15-,Unnamed,Indian Ocean,Arabia-S,12.25,45,0,Submarine volcano,Uncertain,Unknown
1000-085,Unnamed,Russia,Kamchatka,52.92,158.52,450,Shield volcano,Holocene,U
0500-03-,Unnamed,United States,Admiralty Is-SW Paci,-3.03,147.78,-1300,Submarine volcano,Hydrophonic,D1
0802-10=,Unzen,Japan,Kyushu-Japan,32.75,130.3,1500,Complex volcano,Historical,D1
0404-03-,Upolu,Samoa,Samoa-SW Pacific,-13.935,-171.72,1100,Shield volcano,Holocene,U
0900-191,Urataman,Russia,Kuril Is,47.12,152.23,678,Somma volcano,Holocene,U
0900-21=,Ushishur,Russia,Kuril Is,47.52,152.8,401,Caldera,Historical,D3
1000-261,Ushkovsky,Russia,Kamchatka,56.105,160.47,3943,Compound volcano,Historical,D3
0805-03=,Usu,Japan,Hokkaido-Japan,42.53,140.83,731,Stratovolcano,Historical,D1
1403-081,Usulutan,El Salvador,El Salvador,13.419,-88.471,1449,Stratovolcano,Holocene,U
1403-16-,Utila Island,Honduras,Honduras,16.1,-86.9,90,Pyroclastic cone,Holocene,U
0301-02=,"Uwayrid, Harrat",Saudi Arabia,Arabia-W,27.08,37.25,1900,Volcanic field,Anthropology,D6
1000-17=,Uzon,Russia,Kamchatka,54.5,159.97,1617,Caldera,Radiocarbon,D7
0302-07-,Vakak Group,Afghanistan,Afghanistan,34.25,67.97,3190,Volcanic field,Holocene,U
1406-03-,"Valle, El",Panama,Panama,8.583,-80.167,1185,Stratovolcano,Holocene?,?
1102-07-,Veniaminof,United States,Alaska Peninsula,56.17,-159.38,2507,Stratovolcano,Historical,D1
1000-44-,Verkhovoy,Russia,Kamchatka,56.52,159.53,1400,Shield volcano,Holocene,U
0900-37-,Vernadskii Ridge,Russia,Kuril Is,50.55,155.97,1183,Cinder cone,Holocene,U
1702-01=,Vestmannaeyjar,Iceland,Iceland-S,63.43,-20.28,279,Submarine volcano,Historical,D1
0101-02=,Vesuvius,Italy,Italy,40.821,14.426,1281,Complex volcano,Historical,D2
0705-07-,Veteran,Vietnam,SE Asia,9.83,109.05,0,Submarine volcano,Fumarolic,U
0503-03=,Victory,Papua New Guinea,New Guinea,-9.2,149.07,1925,Stratovolcano,Historical,D2
1508-061,"Viedma, Volcan",Argentina,Argentina,-49.358,-73.28,1300,Subglacial volcano,Historical,D1
1507-12=,Villarrica,Chile,Chile-C,-39.42,-71.93,2847,Stratovolcano,Historical,D1
1000-083,Vilyuchik,Russia,Kamchatka,52.68,158.3,2173,Stratovolcano,Tephrochronology,D7
0203-05-,Visoke,Rwanda,Africa-C,-1.47,29.492,3711,Stratovolcano,Historical,D2
1508-024,"Volcanico, Cerro",Argentina,Argentina,-42.07,-71.65,0,Cinder cone,Holocene,U
0402-001,Volcano W,New Zealand,Kermadec Is,-31.85,-179.183,-900,Submarine volcanoes,Fumarolic,U
0205-02=,"Voon, Tarso",Chad,Africa-N,20.92,17.28,3100,Stratovolcano,Fumarolic,U
1000-72-,Voyampolsky,Russia,Kamchatka,58.37,160.62,1225,Shield volcano,Holocene,U
1101-27-,Vsevidof,United States,Aleutian Is,53.13,-168.68,2149,Stratovolcano,Historical,D3
0101-05=,Vulcano,Italy,Italy,38.404,14.962,500,Stratovolcano,Historical,D3
0101-003,Vulsini,Italy,Italy,42.6,11.93,800,Caldera,Historical,D7
1900-024,Waesche,Antarctica,Antarctica,-77.17,-126.88,3292,Shield volcano,Holocene,Unknown
0503-04=,Waiowa,Papua New Guinea,New Guinea,-9.57,149.075,640,Pyroclastic cone,Historical,D2
0404-05-,Wallis Islands,Wallis & Futuna,SW Pacific,-13.3,-176.17,143,Shield volcano,Holocene,U
0502-09=,Walo,Papua New Guinea,New Britain-SW Pac,-5.53,150.9,15,Hydrothermal field,Hot Springs,Unknown
1204-03-,Wapi Lava Field,United States,US-Idaho,42.88,-113.22,1604,Shield volcano,Radiocarbon,D7
0803-071,Washiba-Kumonotaira,Japan,Honshu-Japan,36.4,137.5,2924,Shield volcano,Tephrochronology,D7
1600-101,"Watt, Morne",Dominica,W Indies,15.307,-61.305,1224,Stratovolcanoes,Historical,D2
0205-008,Wau-en-Namus,Libya,Africa-N,25.05,17.55,547,Caldera,Holocene?,?
0603-08=,Wayang-Windu,Indonesia,Java,-7.208,107.63,2182,Lava dome,Fumarolic,U
1200-15-,Wells Gray-Clearwater,Canada,Canada,52.33,-120.57,2015,Cinder cone,Dendrochronology,D5
1201-06-,West Crater,United States,US-Washington,45.88,-122.08,1329,Volcanic field,Radiocarbon,D7
0100-01-,West Eifel Volc Field,Germany,Germany,50.17,6.85,600,Maar,Radiocarbon,D7
0403-13-,West Mata,Tonga,Tonga-SW Pacific,-15.1,-173.75,-1174,Submarine volcano,Historical,D1
1101-34-,Westdahl,United States,Aleutian Is,54.52,-164.65,1654,Stratovolcano,Historical,D1
0401-011,Whangarei,New Zealand,New Zealand,-35.75,174.27,397,Cinder cone,Holocene,Unknown
0401-04=,White Island,New Zealand,New Zealand,-37.52,177.18,321,Stratovolcano,Historical,D1
0603-27=,Wilis,Indonesia,Java,-7.808,111.758,2563,Stratovolcano,Holocene,U
1503-02=,"Wolf, Volcan",Ecuador,Galapagos,0.02,-91.35,1710,Shield volcano,Historical,D1
1105-02-,Wrangell,United States,Alaska-E,62,-144.02,4317,Shield volcano,Historical,D2
1005-03-,Wudalianchi,China,China-E,48.72,126.12,597,Volcanic field,Historical,D4
0605-04=,Wurlali,Indonesia,Banda Sea,-7.125,128.675,868,Stratovolcano,Historical,D3
1006-01-,Xianjindao,North Korea,Korea,41.33,128,0,Unknown,Historical,D5
0803-07=,Yake-dake,Japan,Honshu-Japan,36.22,137.58,2455,Stratovolcano,Historical,D1
0102-051,Yali,Greece,Greece,36.63,27.1,176,Lava dome,Holocene,U
0201-151,Yangudi,Ethiopia,Africa-NE,10.58,41.042,1383,Complex volcano,Holocene,U
1102-10-,Yantarni,United States,Alaska Peninsula,57.02,-157.18,1336,Stratovolcano,Tephrochronology,D7
1508-050,Yanteles,Chile,Chile-S,-43.5,-72.8,2042,Stratovolcanoes,Radiocarbon,D7
1508-051,"Yanteles, Cerro",Chile,Chile-S,-43.42,-72.83,2050,Stratovolcano,Historical,D3
0301-08-,"Yar, Jabal",Saudi Arabia,Arabia-W,17.05,42.83,305,Volcanic field,Historical,D3
0507-10=,Yasur,Vanuatu,Vanuatu-SW Pacific,-19.52,169.425,361,Stratovolcano,Historical,D1
1508-022,Yate,Chile,Chile-S,-41.755,-72.396,2187,Stratovolcano,Holocene,U
0503-002,Yelia,Papua New Guinea,New Guinea,-7.05,145.858,3384,Stratovolcano,Holocene,Unknown
1205-01-,Yellowstone,United States,US-Wyoming,44.43,-110.67,2805,Caldera,Tephrochronology,D7
0604-28=,Yersey,Indonesia,Lesser Sunda Is,-7.53,123.95,-3800,Submarine volcano,Uncertain,Unknown
1403-15-,"Yojoa, Lake",Honduras,Honduras,14.98,-87.98,1090,Volcanic field,Holocene,U
0501-041,Yomba,Papua New Guinea,New Guinea-NE of,-4.92,146.75,0,Unknown,Uncertain,Unknown
0805-032,Yotei,Japan,Hokkaido-Japan,42.83,140.82,1893,Stratovolcano,Radiocarbon,D7
1900-011,Young Island,Antarctica,Antarctica,-66.42,162.45,1340,Stratovolcano,Fumarolic,U
1504-05-,Yucamane,Peru,Peru,-17.18,-70.2,5550,Stratovolcano,Historical,D4
1505-061,"Yumia, Cerro",Bolivia,Bolivia,-21.5,-67.5,4050,Cone,Holocene,Unknown
1101-21-,Yunaska,United States,Aleutian Is,52.63,-170.63,550,Shield volcano,Historical,D2
1403-14-,"Zacate Grande, Isla",Honduras,Honduras,13.33,-87.63,600,Stratovolcano,Holocene,U
0803-19=,Zao,Japan,Honshu-Japan,38.15,140.45,1841,Complex volcano,Historical,D2
1000-48-,Zaozerny,Russia,Kamchatka,56.88,159.95,1349,Shield volcano,Holocene,U
1404-111,Zapatera,Nicaragua,Nicaragua,11.73,-85.82,629,Shield volcano,Holocene,U
1000-121,Zavaritsky,Russia,Kamchatka,53.905,158.385,1567,Stratovolcano,Radiocarbon,D7
1000-124,Zavaritsky,Russia,Kamchatka,53.905,158.385,1567,Cinder cones,Radiocarbon,D7
0900-18=,Zavaritzki Caldera,Russia,Kuril Is,46.925,151.95,624,Caldera,Historical,D2
1900-13=,Zavodovski,Antarctica,Antarctica,-56.3,-27.57,551,Stratovolcano,Historical,D3
0801-05=,Zengyu,Taiwan,Taiwan-N of,26.18,122.458,-418,Submarine volcano,Historical,D2
1000-04=,Zheltovsky,Russia,Kamchatka,51.57,157.323,1953,Stratovolcano,Historical,D1
1000-12=,Zhupanovsky,Russia,Kamchatka,53.59,159.147,2958,Compound volcano,Historical,D2
1000-242,Zimina,Russia,Kamchatka,55.862,160.603,3081,Stratovolcano,Holocene,U
0201-02=,"Zubair, Jebel",Yemen,Red Sea,15.05,42.18,191,Shield volcano,Historical,D3
0201-021,Zukur,Yemen,Red Sea,14.02,42.75,624,Shield volcano,Holocene,U
1210-02-,Zuni-Bandera,United States,US-New Mexico,34.8,-108,2550,Volcanic field,Anthropology,D7
