Indicator,Unit,Subgroup,Time Period,Data Value
New HIV Infections,Number,Females Adults (15+) lower estimate,2015,795586
New HIV Infections,Number,Females Adults (15+) upper estimate,1990,991914
New HIV Infections,Number,Females Adults (15+) upper estimate,1991,1132130
New HIV Infections,Number,Females Adults (15+) upper estimate,1992,1279150
New HIV Infections,Number,Females Adults (15+) upper estimate,1993,1426760
New HIV Infections,Number,Females Adults (15+) upper estimate,1994,1582590
New HIV Infections,Number,Females Adults (15+) upper estimate,1995,1669380
New HIV Infections,Number,Females Adults (15+) upper estimate,1996,1712770
New HIV Infections,Number,Females Adults (15+) upper estimate,1997,1710920
New HIV Infections,Number,Females Adults (15+) upper estimate,1998,1658400
New HIV Infections,Number,Females Adults (15+) upper estimate,1999,1582180
New HIV Infections,Number,Females Adults (15+) upper estimate,2000,1490450
New HIV Infections,Number,Females Adults (15+) upper estimate,2001,1397520
New HIV Infections,Number,Females Adults (15+) upper estimate,2002,1310620
New HIV Infections,Number,Females Adults (15+) upper estimate,2003,1231520
New HIV Infections,Number,Females Adults (15+) upper estimate,2004,1163270
New HIV Infections,Number,Females Adults (15+) upper estimate,2005,1111410
New HIV Infections,Number,Females Adults (15+) upper estimate,2006,1070940
New HIV Infections,Number,Females Adults (15+) upper estimate,2007,1054100
New HIV Infections,Number,Females Adults (15+) upper estimate,2008,1035490
New HIV Infections,Number,Females Adults (15+) upper estimate,2009,1028660
New HIV Infections,Number,Females Adults (15+) upper estimate,2010,1031140
New HIV Infections,Number,Females Adults (15+) upper estimate,2011,1039940
New HIV Infections,Number,Females Adults (15+) upper estimate,2012,1043890
New HIV Infections,Number,Females Adults (15+) upper estimate,2013,1046810
New HIV Infections,Number,Females Adults (15+) upper estimate,2014,1043820
New HIV Infections,Number,Females Adults (15+) upper estimate,2015,1039490
New HIV Infections,Number,Males Adults (15+) estimate,1990,956150
New HIV Infections,Number,Males Adults (15+) estimate,1991,1105010
New HIV Infections,Number,Males Adults (15+) estimate,1992,1213690
New HIV Infections,Number,Males Adults (15+) estimate,1993,1276200
New HIV Infections,Number,Males Adults (15+) estimate,1994,1395610
New HIV Infections,Number,Males Adults (15+) estimate,1995,1443460
New HIV Infections,Number,Males Adults (15+) estimate,1996,1479830
New HIV Infections,Number,Males Adults (15+) estimate,1997,1489680
New HIV Infections,Number,Males Adults (15+) estimate,1998,1460400
New HIV Infections,Number,Males Adults (15+) estimate,1999,1411040
New HIV Infections,Number,Males Adults (15+) estimate,2000,1343890
New HIV Infections,Number,Males Adults (15+) estimate,2001,1276380
New HIV Infections,Number,Males Adults (15+) estimate,2002,1213180
New HIV Infections,Number,Males Adults (15+) estimate,2003,1153430
New HIV Infections,Number,Males Adults (15+) estimate,2004,1098320
New HIV Infections,Number,Males Adults (15+) estimate,2005,1055910
New HIV Infections,Number,Males Adults (15+) estimate,2006,1023440
New HIV Infections,Number,Males Adults (15+) estimate,2007,1007710
New HIV Infections,Number,Males Adults (15+) estimate,2008,989860
New HIV Infections,Number,Males Adults (15+) estimate,2009,987012
New HIV Infections,Number,Males Adults (15+) estimate,2010,990373
New HIV Infections,Number,Males Adults (15+) estimate,2011,998230
New HIV Infections,Number,Males Adults (15+) estimate,2012,1005740
New HIV Infections,Number,Males Adults (15+) estimate,2013,1013090
New HIV Infections,Number,Males Adults (15+) estimate,2014,1020090
New HIV Infections,Number,Males Adults (15+) estimate,2015,1019600
New HIV Infections,Number,Males Adults (15+) lower estimate,1990,842749
New HIV Infections,Number,Males Adults (15+) lower estimate,1991,983872
New HIV Infections,Number,Males Adults (15+) lower estimate,1992,1083035
New HIV Infections,Number,Males Adults (15+) lower estimate,1993,1138617
New HIV Infections,Number,Males Adults (15+) lower estimate,1994,1246479
New HIV Infections,Number,Males Adults (15+) lower estimate,1995,1294108
New HIV Infections,Number,Males Adults (15+) lower estimate,1996,1339875
New HIV Infections,Number,Males Adults (15+) lower estimate,1997,1354943
New HIV Infections,Number,Males Adults (15+) lower estimate,1998,1327428
New HIV Infections,Number,Males Adults (15+) lower estimate,1999,1279932
New HIV Infections,Number,Males Adults (15+) lower estimate,2000,1220898
New HIV Infections,Number,Males Adults (15+) lower estimate,2001,1159223
New HIV Infections,Number,Males Adults (15+) lower estimate,2002,1101126
New HIV Infections,Number,Males Adults (15+) lower estimate,2003,1047183
New HIV Infections,Number,Males Adults (15+) lower estimate,2004,996814
New HIV Infections,Number,Males Adults (15+) lower estimate,2005,958336
New HIV Infections,Number,Males Adults (15+) lower estimate,2006,931351
New HIV Infections,Number,Males Adults (15+) lower estimate,2007,913266
New HIV Infections,Number,Males Adults (15+) lower estimate,2008,894547
New HIV Infections,Number,Males Adults (15+) lower estimate,2009,889603
New HIV Infections,Number,Males Adults (15+) lower estimate,2010,886274
New HIV Infections,Number,Males Adults (15+) lower estimate,2011,891986
New HIV Infections,Number,Males Adults (15+) lower estimate,2012,896295
New HIV Infections,Number,Males Adults (15+) lower estimate,2013,901005
New HIV Infections,Number,Males Adults (15+) lower estimate,2014,903502
New HIV Infections,Number,Males Adults (15+) lower estimate,2015,897676
New HIV Infections,Number,Males Adults (15+) upper estimate,1990,1092196
New HIV Infections,Number,Males Adults (15+) upper estimate,1991,1245266
New HIV Infections,Number,Males Adults (15+) upper estimate,1992,1362126
New HIV Infections,Number,Males Adults (15+) upper estimate,1993,1439157
New HIV Infections,Number,Males Adults (15+) upper estimate,1994,1579543
New HIV Infections,Number,Males Adults (15+) upper estimate,1995,1624380
New HIV Infections,Number,Males Adults (15+) upper estimate,1996,1648000
New HIV Infections,Number,Males Adults (15+) upper estimate,1997,1650583
New HIV Infections,Number,Males Adults (15+) upper estimate,1998,1609774
New HIV Infections,Number,Males Adults (15+) upper estimate,1999,1547904
New HIV Infections,Number,Males Adults (15+) upper estimate,2000,1478120
New HIV Infections,Number,Males Adults (15+) upper estimate,2001,1404404
New HIV Infections,Number,Males Adults (15+) upper estimate,2002,1341104
New HIV Infections,Number,Males Adults (15+) upper estimate,2003,1278883
New HIV Infections,Number,Males Adults (15+) upper estimate,2004,1218643
New HIV Infections,Number,Males Adults (15+) upper estimate,2005,1172685
New HIV Infections,Number,Males Adults (15+) upper estimate,2006,1136192
New HIV Infections,Number,Males Adults (15+) upper estimate,2007,1118987
New HIV Infections,Number,Males Adults (15+) upper estimate,2008,1099474
New HIV Infections,Number,Males Adults (15+) upper estimate,2009,1096889
New HIV Infections,Number,Males Adults (15+) upper estimate,2010,1109931
New HIV Infections,Number,Males Adults (15+) upper estimate,2011,1125074
New HIV Infections,Number,Males Adults (15+) upper estimate,2012,1137867
New HIV Infections,Number,Males Adults (15+) upper estimate,2013,1151523
New HIV Infections,Number,Males Adults (15+) upper estimate,2014,1161974
New HIV Infections,Number,Males Adults (15+) upper estimate,2015,1172877
