Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Latitude,Longitude,Location
64292185,3/8/2025 8:23,3/8/2025 9:19,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10033,521 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,WEST  183 STREET,WEST  185 STREET,WEST  183 STREET,WEST  185 STREET,ADDRESS,NEW YORK,FORT WASHINGTON AVENUE,,Closed,,3/8/2025 9:19,12 MANHATTAN,MANHATTAN,1001502,249966,Unspecified,MANHATTAN,40.85275702,-73.93763859,POINT (-73.93763859319333 40.852757015007974)
64290762,3/8/2025 8:23,3/8/2025 9:14,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10028,97 EAST END AVENUE,EAST END AVENUE,EAST   83 STREET,CARL SCHURZ PARK PATH,EAST   83 STREET,CARL SCHURZ PARK PATH,ADDRESS,NEW YORK,EAST END AVENUE,,Closed,,3/8/2025 9:14,08 MANHATTAN,MANHATTAN,999267,221100,Unspecified,MANHATTAN,40.773532,-73.94578211,POINT (-73.94578210607861 40.77353200012174)
64290685,3/8/2025 8:21,3/8/2025 9:15,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10028,97 EAST END AVENUE,EAST END AVENUE,EAST   83 STREET,CARL SCHURZ PARK PATH,EAST   83 STREET,CARL SCHURZ PARK PATH,ADDRESS,NEW YORK,EAST END AVENUE,,Closed,,3/8/2025 9:15,08 MANHATTAN,MANHATTAN,999267,221100,Unspecified,MANHATTAN,40.773532,-73.94578211,POINT (-73.94578210607861 40.77353200012174)
64294977,3/8/2025 8:20,3/8/2025 9:15,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10028,97 EAST END AVENUE,EAST END AVENUE,EAST   83 STREET,CARL SCHURZ PARK PATH,EAST   83 STREET,CARL SCHURZ PARK PATH,ADDRESS,NEW YORK,EAST END AVENUE,,Closed,,3/8/2025 9:15,08 MANHATTAN,MANHATTAN,999267,221100,Unspecified,MANHATTAN,40.773532,-73.94578211,POINT (-73.94578210607861 40.77353200012174)
64297726,3/8/2025 8:15,3/8/2025 9:15,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10028,97 EAST END AVENUE,EAST END AVENUE,EAST   83 STREET,CARL SCHURZ PARK PATH,EAST   83 STREET,CARL SCHURZ PARK PATH,ADDRESS,NEW YORK,EAST END AVENUE,,Closed,,3/8/2025 9:15,08 MANHATTAN,MANHATTAN,999267,221100,Unspecified,MANHATTAN,40.773532,-73.94578211,POINT (-73.94578210607861 40.77353200012174)
64293498,3/8/2025 8:14,3/8/2025 9:03,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10028,97 EAST END AVENUE,EAST END AVENUE,EAST   83 STREET,CARL SCHURZ PARK PATH,EAST   83 STREET,CARL SCHURZ PARK PATH,ADDRESS,NEW YORK,EAST END AVENUE,,Closed,,3/8/2025 9:03,08 MANHATTAN,MANHATTAN,999267,221100,Unspecified,MANHATTAN,40.773532,-73.94578211,POINT (-73.94578210607861 40.77353200012174)
64292022,3/8/2025 8:00,3/8/2025 9:02,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10028,97 EAST END AVENUE,EAST END AVENUE,EAST   83 STREET,CARL SCHURZ PARK PATH,EAST   83 STREET,CARL SCHURZ PARK PATH,ADDRESS,NEW YORK,EAST END AVENUE,,Closed,,3/8/2025 9:02,08 MANHATTAN,MANHATTAN,999267,221100,Unspecified,MANHATTAN,40.773532,-73.94578211,POINT (-73.94578210607861 40.77353200012174)
64295570,3/8/2025 5:30,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,3+ Family Apartment Building,10029,218 EAST  104 STREET,EAST  104 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST  104 STREET,,In Progress,,,11 MANHATTAN,MANHATTAN,999434,227117,Unspecified,MANHATTAN,40.79004678,-73.94516556,POINT (-73.94516556482711 40.79004678047005)
64282555,3/7/2025 23:59,3/8/2025 1:53,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11216,31 BREVOORT PLACE,BREVOORT PLACE,BEDFORD PLACE,BEDFORD AVENUE,BEDFORD PLACE,BEDFORD AVENUE,ADDRESS,BROOKLYN,BREVOORT PLACE,,Closed,,3/8/2025 1:53,03 BROOKLYN,BROOKLYN,996971,187062,Unspecified,BROOKLYN,40.6801096,-73.95413601,POINT (-73.95413600543043 40.68010960103725)
64283109,3/7/2025 22:20,3/11/2025 15:15,DSNY,Department of Sanitation,Dead Animal,Rat or Mouse,Sidewalk,10472,1740 WESTCHESTER AVENUE,WESTCHESTER AVENUE,ROSEDALE AVENUE,COMMONWEALTH AVENUE,ROSEDALE AVENUE,COMMONWEALTH AVENUE,ADDRESS,BRONX,WESTCHESTER AVENUE,,Closed,,3/8/2025 5:51,09 BRONX,BRONX,1020520,242103,Unspecified,BRONX,40.83111776,-73.86893617,POINT (-73.86893616647625 40.83111775737446)
64284985,3/7/2025 22:03,3/10/2025 12:25,DSNY,Department of Sanitation,Dead Animal,Opossum,Sidewalk,11426,83 AVENUE,83 AVENUE,83 AVENUE,251 STREET,83 AVENUE,251 STREET,INTERSECTION,,,,Closed,,3/8/2025 7:50,13 QUEENS,QUEENS,1062618,208049,Unspecified,QUEENS,40.73737588,-73.71721054,POINT (-73.71721053738158 40.73737587925368)
64284984,3/7/2025 21:41,3/12/2025 14:52,DSNY,Department of Sanitation,Dead Animal,Cat,Street,11412,104-23 186 STREET,186 STREET,104 AVENUE,CAMDEN AVENUE,104 AVENUE,CAMDEN AVENUE,ADDRESS,SAINT ALBANS,186 STREET,,Closed,,3/8/2025 13:13,12 QUEENS,QUEENS,1047736,196325,Unspecified,QUEENS,40.70531579,-73.77102227,POINT (-73.77102226918943 40.705315786376175)
64283113,3/7/2025 21:31,3/8/2025 15:49,DSNY,Department of Sanitation,Dead Animal,Bird,Street,11421,85-01 94 STREET,94 STREET,85 AVENUE,85 ROAD,85 AVENUE,85 ROAD,ADDRESS,WOODHAVEN,94 STREET,,Closed,,3/8/2025 4:55,09 QUEENS,QUEENS,1025382,193205,Unspecified,QUEENS,40.69688428,-73.85166628,POINT (-73.85166627736186 40.696884277302786)
64279561,3/7/2025 20:07,3/8/2025 2:27,NYPD,New York City Police Department,Animal-Abuse,Tortured,Subway Station,10022,122 EAST   60 STREET,EAST   60 STREET,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST   60 STREET,,Closed,,3/8/2025 2:27,08 MANHATTAN,MANHATTAN,993004,217308,Unspecified,MANHATTAN,40.76313237,-73.96839919,POINT (-73.96839919324621 40.76313236664686)
64284124,3/7/2025 19:17,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,3+ Family Mixed Use Building,11201,69 ADAMS STREET,ADAMS STREET,FRONT STREET,YORK STREET,FRONT STREET,YORK STREET,ADDRESS,BROOKLYN,ADAMS STREET,,In Progress,,,02 BROOKLYN,BROOKLYN,987423,195097,Unspecified,BROOKLYN,40.70217239,-73.98855635,POINT (-73.98855635483922 40.70217239495706)
64284626,3/7/2025 19:06,3/7/2025 19:22,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,10013,232 CANAL STREET,CANAL STREET,BAXTER STREET,CENTRE STREET,BAXTER STREET,CENTRE STREET,ADDRESS,NEW YORK,CANAL STREET,,Closed,,3/7/2025 19:22,01 MANHATTAN,MANHATTAN,984341,200791,Unspecified,MANHATTAN,40.71780164,-73.99967173,POINT (-73.99967172521079 40.7178016425318)
64283347,3/7/2025 18:40,3/7/2025 20:58,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10033,521 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,WEST  183 STREET,WEST  185 STREET,WEST  183 STREET,WEST  185 STREET,ADDRESS,NEW YORK,FORT WASHINGTON AVENUE,,Closed,,3/7/2025 20:58,12 MANHATTAN,MANHATTAN,1001502,249966,Unspecified,MANHATTAN,40.85275702,-73.93763859,POINT (-73.93763859319333 40.852757015007974)
64280340,3/7/2025 18:33,3/7/2025 21:01,DPR,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,Street/Curbside,11208,159 GRANT AVENUE,GRANT AVENUE,KARWEG PLACE,O'BRIEN PLACE,KARWEG PLACE,O'BRIEN PLACE,ADDRESS,BROOKLYN,GRANT AVENUE,,Closed,,3/7/2025 21:01,05 BROOKLYN,BROOKLYN,1020828,189655,Unspecified,BROOKLYN,40.68716035,-73.86810855,POINT (-73.86810854965658 40.68716035273538)
64283531,3/7/2025 18:25,3/7/2025 19:29,NYPD,New York City Police Department,Animal-Abuse,Other (complaint details),Residential Building/House,10453,18 MOUNT HOPE PLACE,MOUNT HOPE PLACE,JEROME AVENUE,WALTON AVENUE,JEROME AVENUE,WALTON AVENUE,ADDRESS,BRONX,MOUNT HOPE PLACE,,Closed,,3/7/2025 19:29,05 BRONX,BRONX,1009020,248705,Unspecified,BRONX,40.84927805,-73.91046769,POINT (-73.91046769100642 40.849278054697585)
64286660,3/7/2025 18:24,,DPR,Department of Parks and Recreation,Animal in a Park,Dead Animal,Street/Curbside,11694,11 BEACH  110 STREET,BEACH  110 STREET,ELEANOR COURT,ROCKAWAY BEACH BOULEVARD,ELEANOR COURT,ROCKAWAY BEACH BOULEVARD,ADDRESS,FAR ROCKAWAY,BEACH  110 STREET,,In Progress,,3/7/2025 18:28,14 QUEENS,QUEENS,1031134,150570,Unspecified,QUEENS,40.57983194,-73.83121922,POINT (-73.83121922322687 40.57983194071885)
64279652,3/7/2025 18:16,3/10/2025 6:05,DSNY,Department of Sanitation,Dead Animal,Bird,Sidewalk,11355,42-66 PHLOX PLACE,PHLOX PLACE,BEECH AVENUE,CHERRY AVENUE,BEECH AVENUE,CHERRY AVENUE,ADDRESS,FLUSHING,PHLOX PLACE,,Closed,,3/8/2025 5:44,07 QUEENS,QUEENS,1034220,214958,Unspecified,QUEENS,40.75654535,-73.81963248,POINT (-73.81963248331942 40.75654534803905)
64283147,3/7/2025 17:58,3/7/2025 17:58,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Other Animal,3+ Family Mixed Use Building,11103,32-15 41 STREET,41 STREET,BROADWAY,34 AVENUE,BROADWAY,34 AVENUE,ADDRESS,ASTORIA,41 STREET,N/A,Closed,,3/12/2025 13:17,01 QUEENS,QUEENS,1006787,215458,Unspecified,QUEENS,40.7580302,-73.91865057,POINT (-73.91865056931823 40.75803020206002)
64280631,3/7/2025 17:53,3/7/2025 19:26,NYPD,New York City Police Department,Animal-Abuse,Other (complaint details),Residential Building/House,11222,151 MCGUINNESS BOULEVARD,MCGUINNESS BOULEVARD,NORMAN AVENUE,MESEROLE AVENUE,NORMAN AVENUE,MESEROLE AVENUE,ADDRESS,BROOKLYN,MCGUINNESS BOULEVARD,,Closed,,3/7/2025 19:26,01 BROOKLYN,BROOKLYN,998169,204304,Unspecified,BROOKLYN,40.72743303,-73.94978113,POINT (-73.94978112715627 40.7274330272484)
64284188,3/7/2025 17:48,3/7/2025 20:08,NYPD,New York City Police Department,Animal-Abuse,No Shelter,House and Store,11369,25-14 HUMPHREYS STREET,HUMPHREYS STREET,25 AVENUE,27 AVENUE,25 AVENUE,27 AVENUE,ADDRESS,EAST ELMHURST,HUMPHREYS STREET,,Closed,,3/7/2025 20:08,03 QUEENS,QUEENS,1020595,217908,Unspecified,QUEENS,40.76470884,-73.8687961,POINT (-73.86879610331435 40.76470883693129)
64282256,3/7/2025 17:33,3/10/2025 6:06,DSNY,Department of Sanitation,Dead Animal,Squirrel,Street,11357,16-34 CLINTONVILLE STREET,CLINTONVILLE STREET,LOCKE AVENUE,17 AVENUE,LOCKE AVENUE,17 AVENUE,ADDRESS,WHITESTONE,CLINTONVILLE STREET,,Closed,,3/8/2025 5:45,07 QUEENS,QUEENS,1037219,224932,Unspecified,QUEENS,40.78390386,-73.80872897,POINT (-73.80872896836422 40.78390385710941)
64285055,3/7/2025 17:31,,DSNY,Department of Sanitation,Dead Animal,Cat,Street,10462,2279 LYON AVENUE,LYON AVENUE,DORIS STREET,GLOVER STREET,DORIS STREET,GLOVER STREET,ADDRESS,BRONX,LYON AVENUE,,In Progress,,3/8/2025 7:58,10 BRONX,BRONX,1025776,244006,Unspecified,BRONX,40.83631779,-73.84993155,POINT (-73.84993154739406 40.83631778767181)
64284970,3/7/2025 17:24,3/8/2025 1:31,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11368,57-18 GRANGER STREET,GRANGER STREET,MARTENSE AVENUE,OTIS AVENUE,MARTENSE AVENUE,OTIS AVENUE,ADDRESS,CORONA,GRANGER STREET,,Closed,,3/8/2025 1:32,04 QUEENS,QUEENS,1023873,208594,Unspecified,QUEENS,40.73913021,-73.85701757,POINT (-73.85701756560341 40.73913021446163)
64282120,3/7/2025 17:22,3/10/2025 12:25,DSNY,Department of Sanitation,Dead Animal,Cat,Sidewalk,11413,145-83 225 STREET,225 STREET,145 ROAD,146 AVENUE,145 ROAD,146 AVENUE,ADDRESS,SPRINGFIELD GARDENS,225 STREET,,Closed,,3/8/2025 7:57,13 QUEENS,QUEENS,1052169,180213,Unspecified,QUEENS,40.66105928,-73.75519606,POINT (-73.75519605703285 40.66105927546964)
64285205,3/7/2025 17:09,3/8/2025 15:50,DSNY,Department of Sanitation,Dead Animal,Bird,Sidewalk,11105,23 AVENUE,23 AVENUE,23 AVENUE,STEINWAY STREET,23 AVENUE,STEINWAY STREET,INTERSECTION,,,,Closed,,3/8/2025 8:06,01 QUEENS,QUEENS,1009672,220217,Unspecified,QUEENS,40.7710846,-73.9082189,POINT (-73.90821889792322 40.771084596889054)
64282054,3/7/2025 17:04,3/8/2025 15:39,DSNY,Department of Sanitation,Dead Animal,Cat,Street,11208,DREW STREET,DREW STREET,DREW STREET,DUMONT AVENUE,DREW STREET,DUMONT AVENUE,INTERSECTION,,,,Closed,,3/8/2025 5:16,05 BROOKLYN,BROOKLYN,1022722,183818,Unspecified,BROOKLYN,40.6711311,-73.86131258,POINT (-73.86131257549486 40.67113110004828)
64284733,3/7/2025 17:02,3/7/2025 19:02,NYPD,New York City Police Department,Animal-Abuse,Other (complaint details),Residential Building/House,11369,25-14 HUMPHREYS STREET,HUMPHREYS STREET,25 AVENUE,27 AVENUE,25 AVENUE,27 AVENUE,ADDRESS,EAST ELMHURST,HUMPHREYS STREET,,Closed,,3/7/2025 19:02,03 QUEENS,QUEENS,1020595,217908,Unspecified,QUEENS,40.76470884,-73.8687961,POINT (-73.86879610331435 40.76470883693129)
64280640,3/7/2025 16:20,3/7/2025 22:49,NYPD,New York City Police Department,Animal-Abuse,Other (complaint details),Residential Building/House,10465,1153 ELLSWORTH AVENUE,ELLSWORTH AVENUE,FAIRMOUNT AVENUE,BAISLEY AVENUE,FAIRMOUNT AVENUE,BAISLEY AVENUE,ADDRESS,BRONX,ELLSWORTH AVENUE,,Closed,,3/7/2025 22:49,10 BRONX,BRONX,1033270,243932,Unspecified,BRONX,40.83607626,-73.82285002,POINT (-73.82285001548868 40.83607626208693)
64284431,3/7/2025 16:12,3/7/2025 21:05,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,11222,MCCARREN PARK,MCCARREN PARK,BAYARD STREET,DRIGGS AVENUE,BAYARD STREET,DRIGGS AVENUE,UNRECOGNIZED,BROOKLYN,MCCARREN PARK,,Closed,,3/7/2025 21:05,01 BROOKLYN,BROOKLYN,997610,201904,Unspecified,BROOKLYN,40.72084647,-73.95180273,POINT (-73.95180272776703 40.72084647199604)
64280421,3/7/2025 16:12,3/7/2025 16:13,DPR,Department of Parks and Recreation,Animal in a Park,Domestic Strays,Park,10464,PELHAM BAY PARK,PELHAM BAY PARK,,PARK DRIVE,,PARK DRIVE,UNRECOGNIZED,BRONX,PELHAM BAY PARK,,Closed,,3/7/2025 16:13,28 BRONX,BRONX,1036955,255379,Unspecified,BRONX,40.86747358,-73.8094431,POINT (-73.8094430998493 40.86747358275403)
64281169,3/7/2025 16:04,3/10/2025 12:24,DSNY,Department of Sanitation,Dead Animal,Cat,Street,11411,210-02 NASHVILLE BOULEVARD,NASHVILLE BOULEVARD,210 STREET,115 ROAD,210 STREET,115 ROAD,ADDRESS,CAMBRIA HEIGHTS,NASHVILLE BOULEVARD,,Closed,,3/8/2025 7:51,13 QUEENS,QUEENS,1055385,194181,Unspecified,QUEENS,40.69937285,-73.74345708,POINT (-73.74345708276167 40.69937284859291)
64280629,3/7/2025 16:01,3/8/2025 6:42,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11234,1487 EAST   37 STREET,EAST   37 STREET,AVENUE M,FLATLANDS AVENUE,AVENUE M,FLATLANDS AVENUE,ADDRESS,BROOKLYN,EAST   37 STREET,,Closed,,3/8/2025 6:42,18 BROOKLYN,BROOKLYN,1001265,164973,Unspecified,BROOKLYN,40.6194729,-73.93871024,POINT (-73.93871024479004 40.6194728954975)
64285020,3/7/2025 15:30,3/7/2025 18:17,NYPD,New York City Police Department,Animal-Abuse,No Shelter,House and Store,10459,1013 FAILE STREET,FAILE STREET,ALDUS STREET,EAST  165 STREET,ALDUS STREET,EAST  165 STREET,ADDRESS,BRONX,FAILE STREET,,Closed,,3/7/2025 18:17,02 BRONX,BRONX,1014821,239403,Unspecified,BRONX,40.8237286,-73.88954213,POINT (-73.8895421258188 40.82372859882227)
64282161,3/7/2025 15:26,3/7/2025 23:13,NYPD,New York City Police Department,Animal-Abuse,Tortured,Street/Sidewalk,11223,62 HIGHLAWN AVENUE,HIGHLAWN AVENUE,WEST   12 STREET,WEST   11 STREET,WEST   12 STREET,WEST   11 STREET,ADDRESS,BROOKLYN,HIGHLAWN AVENUE,,Closed,,3/7/2025 23:13,11 BROOKLYN,BROOKLYN,988703,158930,Unspecified,BROOKLYN,40.60290132,-73.98396382,POINT (-73.98396382497111 40.60290132311729)
64282689,3/7/2025 15:21,3/8/2025 9:37,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,10460,922 BRONX PARK SOUTH,BRONX PARK SOUTH,DALY AVENUE,VYSE AVENUE,DALY AVENUE,VYSE AVENUE,ADDRESS,BRONX,BRONX PARK SOUTH,,Closed,,3/8/2025 9:37,06 BRONX,BRONX,1017383,247530,Unspecified,BRONX,40.84602561,-73.88024508,POINT (-73.88024508040856 40.84602560749318)
64282441,3/7/2025 15:20,3/7/2025 15:39,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,11364,ALLEY POND PARK,ALLEY POND PARK,DEAD END,BEND,DEAD END,BEND,UNRECOGNIZED,OAKLAND GARDENS,ALLEY POND PARK,,Closed,,3/7/2025 15:39,11 QUEENS,QUEENS,1054521,213659,Unspecified,QUEENS,40.7528419,-73.74636962,POINT (-73.7463696244017 40.75284189973842)
64280339,3/7/2025 15:15,3/7/2025 15:39,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,11364,ALLEY POND PARK,ALLEY POND PARK,DEAD END,BEND,DEAD END,BEND,UNRECOGNIZED,OAKLAND GARDENS,ALLEY POND PARK,,Closed,,3/7/2025 15:39,11 QUEENS,QUEENS,1054521,213659,Unspecified,QUEENS,40.7528419,-73.74636962,POINT (-73.7463696244017 40.75284189973842)
64279998,3/7/2025 15:13,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Other Animal,Commercial Building,10013,5 LISPENARD STREET,LISPENARD STREET,AVENUE OF THE AMERICAS,CHURCH STREET,AVENUE OF THE AMERICAS,CHURCH STREET,ADDRESS,NEW YORK,LISPENARD STREET,,In Progress,,,01 MANHATTAN,MANHATTAN,982897,201770,Unspecified,MANHATTAN,40.72048866,-74.00488103,POINT (-74.00488102963863 40.72048865902066)
64281573,3/7/2025 15:13,3/9/2025 8:50,NYPD,New York City Police Department,Animal-Abuse,Other (complaint details),Residential Building/House,10469,3646 BRONXWOOD AVENUE,BRONXWOOD AVENUE,EAST  214 STREET,EAST  215 STREET,EAST  214 STREET,EAST  215 STREET,ADDRESS,BRONX,BRONXWOOD AVENUE,,Closed,,3/9/2025 8:50,12 BRONX,BRONX,1023313,259432,Unspecified,BRONX,40.87866872,-73.85874253,POINT (-73.85874253067416 40.87866871986358)
64287137,3/7/2025 15:02,3/7/2025 15:39,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,11364,ALLEY POND PARK,ALLEY POND PARK,DEAD END,BEND,DEAD END,BEND,UNRECOGNIZED,OAKLAND GARDENS,ALLEY POND PARK,,Closed,,3/7/2025 15:39,11 QUEENS,QUEENS,1054521,213659,Unspecified,QUEENS,40.7528419,-73.74636962,POINT (-73.7463696244017 40.75284189973842)
64282074,3/7/2025 15:01,3/11/2025 13:40,DSNY,Department of Sanitation,Dead Animal,Rat or Mouse,Street,10128,1262 MADISON AVENUE,MADISON AVENUE,EAST   90 STREET,EAST   91 STREET,EAST   90 STREET,EAST   91 STREET,ADDRESS,NEW YORK,MADISON AVENUE,,Closed,,3/8/2025 0:40,08 MANHATTAN,MANHATTAN,996215,224781,Unspecified,MANHATTAN,40.78364003,-73.95679459,POINT (-73.9567945949579 40.783640030382436)
64282023,3/7/2025 14:44,3/7/2025 15:01,NYPD,New York City Police Department,Animal-Abuse,Tortured,Store/Commercial,11221,236 MALCOLM X BOULEVARD,MALCOLM X BOULEVARD,JEFFERSON AVENUE,HANCOCK STREET,JEFFERSON AVENUE,HANCOCK STREET,ADDRESS,BROOKLYN,MALCOLM X BOULEVARD,,Closed,,3/7/2025 15:01,03 BROOKLYN,BROOKLYN,1003807,188851,Unspecified,BROOKLYN,40.68500753,-73.92948447,POINT (-73.92948446815542 40.6850075335186)
64285314,3/7/2025 14:40,3/7/2025 15:17,DPR,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,Park,11215,95 PROSPECT PARK WEST,PROSPECT PARK WEST,4 STREET,5 STREET,4 STREET,5 STREET,ADDRESS,BROOKLYN,PROSPECT PARK WEST,,Closed,,3/7/2025 15:17,55 BROOKLYN,BROOKLYN,991322,182426,Unspecified,BROOKLYN,40.66739114,-73.97450764,POINT (-73.97450763994523 40.66739113906443)
64280630,3/7/2025 14:38,3/8/2025 7:00,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,10460,800 EAST  180 STREET,EAST  180 STREET,MAPES AVENUE,SOUTHERN BOULEVARD,MAPES AVENUE,SOUTHERN BOULEVARD,ADDRESS,BRONX,EAST  180 STREET,,Closed,,3/8/2025 7:00,06 BRONX,BRONX,1015946,247684,Unspecified,BRONX,40.84645357,-73.8854382,POINT (-73.88543819602009 40.84645356698288)
64284570,3/7/2025 14:17,3/7/2025 19:00,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11213,1588 CARROLL STREET,CARROLL STREET,TROY AVENUE,SCHENECTADY AVENUE,TROY AVENUE,SCHENECTADY AVENUE,ADDRESS,BROOKLYN,CARROLL STREET,,Closed,,3/7/2025 19:01,09 BROOKLYN,BROOKLYN,1002226,182044,Unspecified,BROOKLYN,40.66632721,-73.93520314,POINT (-73.93520314051068 40.66632720974833)
64283092,3/7/2025 14:08,3/8/2025 12:15,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,10035,142 EAST  120 STREET,EAST  120 STREET,LEXINGTON AVENUE,SYLVAN PLACE,LEXINGTON AVENUE,SYLVAN PLACE,ADDRESS,NEW YORK,EAST  120 STREET,,Closed,,3/7/2025 23:25,11 MANHATTAN,MANHATTAN,1000979,231147,Unspecified,MANHATTAN,40.80110525,-73.93957602,POINT (-73.93957602260416 40.801105245543226)
64285848,3/7/2025 14:03,3/8/2025 15:38,DSNY,Department of Sanitation,Dead Animal,Rat or Mouse,Street,11211,HEWES STREET,HEWES STREET,HEWES STREET,MARCY AVENUE,HEWES STREET,MARCY AVENUE,INTERSECTION,,,,Closed,,3/7/2025 23:02,01 BROOKLYN,BROOKLYN,996532,196085,Unspecified,BROOKLYN,40.70487627,-73.95570231,POINT (-73.9557023144469 40.70487626790294)
64284099,3/7/2025 13:38,3/7/2025 15:01,NYPD,New York City Police Department,Animal-Abuse,Tortured,Store/Commercial,11221,236 MALCOLM X BOULEVARD,MALCOLM X BOULEVARD,JEFFERSON AVENUE,HANCOCK STREET,JEFFERSON AVENUE,HANCOCK STREET,ADDRESS,BROOKLYN,MALCOLM X BOULEVARD,,Closed,,3/7/2025 15:01,03 BROOKLYN,BROOKLYN,1003807,188851,Unspecified,BROOKLYN,40.68500753,-73.92948447,POINT (-73.92948446815542 40.6850075335186)
64283435,3/7/2025 13:26,3/7/2025 15:26,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10001,294 10 AVENUE,10 AVENUE,WEST   27 DRIVE,WEST   28 STREET,WEST   27 DRIVE,WEST   28 STREET,ADDRESS,NEW YORK,10 AVENUE,,Closed,,3/7/2025 15:26,04 MANHATTAN,MANHATTAN,983625,212630,Unspecified,MANHATTAN,40.75029676,-74.00225573,POINT (-74.00225573432823 40.750296761372525)
64281170,3/7/2025 13:18,3/8/2025 15:38,DSNY,Department of Sanitation,Dead Animal,Rat or Mouse,Street,11238,53 CLIFTON PLACE,CLIFTON PLACE,GRAND AVENUE,CLASSON AVENUE,GRAND AVENUE,CLASSON AVENUE,ADDRESS,BROOKLYN,CLIFTON PLACE,,Closed,,3/7/2025 22:16,02 BROOKLYN,BROOKLYN,994820,189907,Unspecified,BROOKLYN,40.68792131,-73.96188671,POINT (-73.96188670630414 40.68792130606788)
64282887,3/7/2025 12:43,3/11/2025 14:07,DSNY,Department of Sanitation,Dead Animal,Squirrel,Sidewalk,11379,81-04 PENELOPE AVENUE,PENELOPE AVENUE,81 STREET,DRY HARBOR ROAD,81 STREET,DRY HARBOR ROAD,ADDRESS,MIDDLE VILLAGE,PENELOPE AVENUE,,Closed,,3/11/2025 7:30,05 QUEENS,QUEENS,1019239,201552,Unspecified,QUEENS,40.71982121,-73.87377628,POINT (-73.87377627883856 40.719821212921055)
64280426,3/7/2025 12:42,3/7/2025 14:08,DPR,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,Park,10028,1000 5 AVENUE,5 AVENUE,EAST   81 STREET,EAST   82 STREET,EAST   81 STREET,EAST   82 STREET,ADDRESS,NEW YORK,5 AVENUE,,Closed,,3/7/2025 14:08,64 MANHATTAN,MANHATTAN,994623,222956,Unspecified,MANHATTAN,40.7786329,-73.9625461,POINT (-73.96254609596876 40.77863290127972)
64284529,3/7/2025 12:05,3/8/2025 0:18,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11206,185 SCHOLES STREET,SCHOLES STREET,GRAHAM AVENUE,HUMBOLDT STREET,GRAHAM AVENUE,HUMBOLDT STREET,ADDRESS,BROOKLYN,SCHOLES STREET,,Closed,,3/8/2025 0:18,01 BROOKLYN,BROOKLYN,1000299,197560,Unspecified,BROOKLYN,40.70891876,-73.9421123,POINT (-73.94211230327333 40.7089187632308)
