"","count.x","abv","ibu","id","beer","style","brewery_id","ounces","style2","count.y","brewery","city","state","label"
"478",478,0.078,NA,2606,"Mr. Tea","Fruit / Vegetable Beer",24,24,NA,25,"Burn 'Em Brewing","Michigan City","IN","Mr. Tea (Burn 'Em Brewing)"
"479",479,0.055,40,2478,"Pale Alement","American Pale Ale (APA)",24,12,"American Pale Ale (APA)",25,"Burn 'Em Brewing","Michigan City","IN","Pale Alement (Burn 'Em Brewing)"
"480",480,0.099,115,2471,"Hopkick Dropkick","American Double / Imperial IPA",24,12,"American Double / Imperial IPA",25,"Burn 'Em Brewing","Michigan City","IN","Hopkick Dropkick (Burn 'Em Brewing)"
"481",481,0.06,NA,2470,"Kreamed Corn","Cream Ale",24,12,NA,25,"Burn 'Em Brewing","Michigan City","IN","Kreamed Corn (Burn 'Em Brewing)"
"482",482,0.065,NA,2464,"Coconoats","American Pale Wheat Ale",24,16,"American Pale Wheat Ale",25,"Burn 'Em Brewing","Michigan City","IN","Coconoats (Burn 'Em Brewing)"
"483",483,0.068,16,2160,"Joey Wheat","American Pale Wheat Ale",24,16,"American Pale Wheat Ale",25,"Burn 'Em Brewing","Michigan City","IN","Joey Wheat (Burn 'Em Brewing)"
"484",484,0.072,86,2158,"3:33 Black IPA","American IPA",24,16,"American IPA",25,"Burn 'Em Brewing","Michigan City","IN","3:33 Black IPA (Burn 'Em Brewing)"
"485",485,0.068,NA,2072,"MCA","American IPA",24,16,"American IPA",25,"Burn 'Em Brewing","Michigan City","IN","MCA (Burn 'Em Brewing)"
"486",486,0.055,40,2054,"Pale Alement","American Pale Ale (APA)",24,16,"American Pale Ale (APA)",25,"Burn 'Em Brewing","Michigan City","IN","Pale Alement (Burn 'Em Brewing)"
"487",487,0.05,14,2196,"Couch Select Lager","American Pale Lager",197,12,NA,198,"Burnside Brewing Co.","Portland","OR","Couch Select Lager (Burnside Brewing Co.)"
"488",488,0.0559999999999999,36,668,"Mucho Aloha Hawaiian Pale Ale","American Pale Ale (APA)",517,12,"American Pale Ale (APA)",518,"Butcher's Brewing","Carlsbad","CA","Mucho Aloha Hawaiian Pale Ale (Butcher's Brewing)"
"489",489,0.049,NA,52,"Heinnieweisse Weissebier","Hefeweizen",556,12,NA,557,"Butternuts Beer and Ale","Garrattsville","NY","Heinnieweisse Weissebier (Butternuts Beer and Ale)"
"490",490,0.068,NA,51,"Snapperhead IPA","American IPA",556,12,"American IPA",557,"Butternuts Beer and Ale","Garrattsville","NY","Snapperhead IPA (Butternuts Beer and Ale)"
"491",491,0.049,NA,50,"Moo Thunder Stout","Milk / Sweet Stout",556,12,NA,557,"Butternuts Beer and Ale","Garrattsville","NY","Moo Thunder Stout (Butternuts Beer and Ale)"
"492",492,0.043,NA,49,"Porkslap Pale Ale","American Pale Ale (APA)",556,12,"American Pale Ale (APA)",557,"Butternuts Beer and Ale","Garrattsville","NY","Porkslap Pale Ale (Butternuts Beer and Ale)"
"493",493,0.093,NA,2657,"Blackbeard","American Double / Imperial Stout",5,12,NA,6,"COAST Brewing Company","Charleston","SC","Blackbeard (COAST Brewing Company)"
"494",494,0.062,NA,2656,"Rye Knot","American Brown Ale",5,12,NA,6,"COAST Brewing Company","Charleston","SC","Rye Knot (COAST Brewing Company)"
"495",495,0.06,NA,2655,"Dead Arm","American Pale Ale (APA)",5,12,"American Pale Ale (APA)",6,"COAST Brewing Company","Charleston","SC","Dead Arm (COAST Brewing Company)"
"496",496,0.048,NA,2654,"32Â°/50Â° KÃ¶lsch","KÃ¶lsch",5,16,NA,6,"COAST Brewing Company","Charleston","SC","32Â°/50Â° KÃ¶lsch (COAST Brewing Company)"
"497",497,0.077,NA,2653,"HopArt","American IPA",5,16,"American IPA",6,"COAST Brewing Company","Charleston","SC","HopArt (COAST Brewing Company)"
"498",498,0.0969999999999999,NA,2652,"Boy King","American Double / Imperial IPA",5,16,"American Double / Imperial IPA",6,"COAST Brewing Company","Charleston","SC","Boy King (COAST Brewing Company)"
"499",499,0.052,NA,2252,"Gran Sport","American Porter",182,16,NA,183,"COOP Ale Works","Oklahoma City","OK","Gran Sport (COOP Ale Works)"
"500",500,0.053,25,2214,"Horny Toad Cerveza","American Blonde Ale",182,16,"American Blonde Ale",183,"COOP Ale Works","Oklahoma City","OK","Horny Toad Cerveza (COOP Ale Works)"
"501",501,0.063,35,2213,"Native Amber","American Amber / Red Ale",182,16,"American Amber / Red Ale",183,"COOP Ale Works","Oklahoma City","OK","Native Amber (COOP Ale Works)"
"502",502,0.068,100,1442,"F5 IPA","American IPA",182,16,"American IPA",183,"COOP Ale Works","Oklahoma City","OK","F5 IPA (COOP Ale Works)"
"503",503,0.063,35,170,"Native Amber (2013)","American Amber / Red Ale",182,16,"American Amber / Red Ale",183,"COOP Ale Works","Oklahoma City","OK","Native Amber (2013) (COOP Ale Works)"
"504",504,0.053,25,169,"Horny Toad Cerveza (2013)","American Blonde Ale",182,16,"American Blonde Ale",183,"COOP Ale Works","Oklahoma City","OK","Horny Toad Cerveza (2013) (COOP Ale Works)"
"505",505,0.068,100,2315,"Hopportunity Knocks IPA","American IPA",155,12,"American IPA",156,"Caldera Brewing Company","Ashland","OR","Hopportunity Knocks IPA (Caldera Brewing Company)"
"506",506,0.06,NA,1808,"Pilot Rock Porter","American Porter",155,12,NA,156,"Caldera Brewing Company","Ashland","OR","Pilot Rock Porter (Caldera Brewing Company)"
"507",507,0.0559999999999999,55,1419,"Caldera Pale Ale","American Pale Ale (APA)",155,12,"American Pale Ale (APA)",156,"Caldera Brewing Company","Ashland","OR","Caldera Pale Ale (Caldera Brewing Company)"
"508",508,0.039,16,878,"Lawnmower Lager","American Adjunct Lager",155,12,NA,156,"Caldera Brewing Company","Ashland","OR","Lawnmower Lager (Caldera Brewing Company)"
"509",509,0.054,24,794,"Ashland Amber Ale (2009)","American Amber / Red Ale",155,12,"American Amber / Red Ale",156,"Caldera Brewing Company","Ashland","OR","Ashland Amber Ale (2009) (Caldera Brewing Company)"
"510",510,0.061,94,793,"Caldera IPA (2009)","American IPA",155,12,"American IPA",156,"Caldera Brewing Company","Ashland","OR","Caldera IPA (2009) (Caldera Brewing Company)"
"511",511,0.061,94,792,"Caldera IPA (2007)","American IPA",155,12,"American IPA",156,"Caldera Brewing Company","Ashland","OR","Caldera IPA (2007) (Caldera Brewing Company)"
"512",512,0.0559999999999999,55,791,"Caldera Pale Ale (2010)","American Pale Ale (APA)",155,12,"American Pale Ale (APA)",156,"Caldera Brewing Company","Ashland","OR","Caldera Pale Ale (2010) (Caldera Brewing Company)"
"513",513,0.0559999999999999,55,790,"Caldera Pale Ale (2009)","American Pale Ale (APA)",155,12,"American Pale Ale (APA)",156,"Caldera Brewing Company","Ashland","OR","Caldera Pale Ale (2009) (Caldera Brewing Company)"
"514",514,0.0559999999999999,55,789,"Caldera Pale Ale (2005)","American Pale Ale (APA)",155,12,"American Pale Ale (APA)",156,"Caldera Brewing Company","Ashland","OR","Caldera Pale Ale (2005) (Caldera Brewing Company)"
"515",515,0.0559999999999999,55,788,"Caldera Pale Ale (2007)","American Pale Ale (APA)",155,12,"American Pale Ale (APA)",156,"Caldera Brewing Company","Ashland","OR","Caldera Pale Ale (2007) (Caldera Brewing Company)"
"516",516,0.0559999999999999,55,38,"Caldera Pale Ale (2011)","American Pale Ale (APA)",155,12,"American Pale Ale (APA)",156,"Caldera Brewing Company","Ashland","OR","Caldera Pale Ale (2011) (Caldera Brewing Company)"
"517",517,0.054,24,37,"Ashland Amber Ale","American Amber / Red Ale",155,12,"American Amber / Red Ale",156,"Caldera Brewing Company","Ashland","OR","Ashland Amber Ale (Caldera Brewing Company)"
"518",518,0.061,94,36,"Caldera IPA","American IPA",155,12,"American IPA",156,"Caldera Brewing Company","Ashland","OR","Caldera IPA (Caldera Brewing Company)"
"519",519,0.05,NA,2257,"Remain in Light","American Pilsner",178,12,NA,179,"Cambridge Brewing Company","Cambridge","MA","Remain in Light (Cambridge Brewing Company)"
"520",520,0.065,NA,2256,"Flower Child (2014)","American IPA",178,12,"American IPA",179,"Cambridge Brewing Company","Cambridge","MA","Flower Child (2014) (Cambridge Brewing Company)"
"521",521,NA,NA,870,"THP White (2006)","Witbier",497,12,NA,498,"Cans Bar and Canteen","Charlotte","NC","THP White (2006) (Cans Bar and Canteen)"
"522",522,NA,NA,869,"THP Amber (2006)","American Amber / Red Ale",497,12,"American Amber / Red Ale",498,"Cans Bar and Canteen","Charlotte","NC","THP Amber (2006) (Cans Bar and Canteen)"
"523",523,NA,NA,868,"THP Light (2006)","American Blonde Ale",497,12,"American Blonde Ale",498,"Cans Bar and Canteen","Charlotte","NC","THP Light (2006) (Cans Bar and Canteen)"
"524",524,NA,NA,867,"THP Dark (2006)","English Dark Mild Ale",497,12,NA,498,"Cans Bar and Canteen","Charlotte","NC","THP Dark (2006) (Cans Bar and Canteen)"
"525",525,0.099,43,2068,"Imperial Pumpkin Stout","Pumpkin Ale",230,16,NA,231,"Cape Ann Brewing Company","Gloucester","MA","Imperial Pumpkin Stout (Cape Ann Brewing Company)"
"526",526,0.09,130,2067,"Dead-Eye DIPA","American Double / Imperial IPA",230,16,"American Double / Imperial IPA",231,"Cape Ann Brewing Company","Gloucester","MA","Dead-Eye DIPA (Cape Ann Brewing Company)"
"527",527,0.055,64,2066,"Fisherman's IPA","American IPA",230,12,"American IPA",231,"Cape Ann Brewing Company","Gloucester","MA","Fisherman's IPA (Cape Ann Brewing Company)"
"528",528,0.054,35,2065,"Fisherman's Pils","German Pilsener",230,12,NA,231,"Cape Ann Brewing Company","Gloucester","MA","Fisherman's Pils (Cape Ann Brewing Company)"
"529",529,0.055,30,2064,"Fisherman's Brew","American Amber / Red Ale",230,12,"American Amber / Red Ale",231,"Cape Ann Brewing Company","Gloucester","MA","Fisherman's Brew (Cape Ann Brewing Company)"
"530",530,0.055,35,1928,"Cape Cod Red","American Amber / Red Ale",267,16,"American Amber / Red Ale",268,"Cape Cod Beer","Hyannis","MA","Cape Cod Red (Cape Cod Beer)"
"531",531,0.049,10,1927,"Beach Blonde","American Blonde Ale",267,16,"American Blonde Ale",268,"Cape Cod Beer","Hyannis","MA","Beach Blonde (Cape Cod Beer)"
"532",532,0.065,80,2227,"Dark Voyage Black IPA (2013)","American Black Ale",192,12,NA,193,"Capital Brewery","Middleton","WI","Dark Voyage Black IPA (2013) (Capital Brewery)"
"533",533,0.052,28,2226,"Wisconsin Amber","Vienna Lager",192,12,NA,193,"Capital Brewery","Middleton","WI","Wisconsin Amber (Capital Brewery)"
"534",534,0.046,18,2225,"Lake House","Munich Helles Lager",192,12,NA,193,"Capital Brewery","Middleton","WI","Lake House (Capital Brewery)"
"535",535,0.0559999999999999,55,1954,"Ghost Ship White IPA","American IPA",192,12,"American IPA",193,"Capital Brewery","Middleton","WI","Ghost Ship White IPA (Capital Brewery)"
"536",536,0.046,18,1910,"Lake House","Munich Helles Lager",192,16,NA,193,"Capital Brewery","Middleton","WI","Lake House (Capital Brewery)"
"537",537,0.062,70,1177,"Mutiny IPA","American IPA",192,12,"American IPA",193,"Capital Brewery","Middleton","WI","Mutiny IPA (Capital Brewery)"
"538",538,0.052,NA,840,"Wisconsin Amber (1998)","Vienna Lager",192,12,NA,193,"Capital Brewery","Middleton","WI","Wisconsin Amber (1998) (Capital Brewery)"
"539",539,0.042,NA,180,"Island Wheat","American Pale Wheat Ale",192,12,"American Pale Wheat Ale",193,"Capital Brewery","Middleton","WI","Island Wheat (Capital Brewery)"
"540",540,0.052,NA,63,"Wisconsin Amber (2013)","Vienna Lager",192,12,NA,193,"Capital Brewery","Middleton","WI","Wisconsin Amber (2013) (Capital Brewery)"
"541",541,0.05,NA,62,"U.S. Pale Ale","American Pale Ale (APA)",192,12,"American Pale Ale (APA)",193,"Capital Brewery","Middleton","WI","U.S. Pale Ale (Capital Brewery)"
"542",542,NA,NA,61,"Supper Club Lager","American Pale Lager",192,12,NA,193,"Capital Brewery","Middleton","WI","Supper Club Lager (Capital Brewery)"
"543",543,0.04,NA,784,"Carolina Lighthouse (2007)","American Blonde Ale",504,12,"American Blonde Ale",505,"Carolina Beer & Beverage","Mooresville","NC","Carolina Lighthouse (2007) (Carolina Beer & Beverage)"
"544",544,0.05,NA,783,"Carolina Blonde (2006)","American Blonde Ale",504,12,"American Blonde Ale",505,"Carolina Beer & Beverage","Mooresville","NC","Carolina Blonde (2006) (Carolina Beer & Beverage)"
"545",545,0.035,NA,782,"Carolina Blonde Light (2005)","American Blonde Ale",504,12,"American Blonde Ale",505,"Carolina Beer & Beverage","Mooresville","NC","Carolina Blonde Light (2005) (Carolina Beer & Beverage)"
"546",546,0.059,22,2255,"Santa's Secret","Winter Warmer",179,16,NA,180,"Carolina Brewery","Pittsboro","NC","Santa's Secret (Carolina Brewery)"
"547",547,0.057,NA,530,"Flagship IPA","English India Pale Ale (IPA)",179,12,NA,180,"Carolina Brewery","Pittsboro","NC","Flagship IPA (Carolina Brewery)"
"548",548,0.051,NA,427,"Sky Blue Golden Ale","KÃ¶lsch",179,12,NA,180,"Carolina Brewery","Pittsboro","NC","Sky Blue Golden Ale (Carolina Brewery)"
"549",549,0.099,100,2094,"Epitome","American Black Ale",222,16,NA,223,"Carton Brewing Company","Atlantic Highlands","NJ","Epitome (Carton Brewing Company)"
"550",550,0.039,9,1941,"Monkey Chased the Weasel","Berliner Weissbier",222,16,NA,223,"Carton Brewing Company","Atlantic Highlands","NJ","Monkey Chased the Weasel (Carton Brewing Company)"
"551",551,0.078,80,1940,"077XX","American Double / Imperial IPA",222,16,"American Double / Imperial IPA",223,"Carton Brewing Company","Atlantic Highlands","NJ","077XX (Carton Brewing Company)"
"552",552,0.042,35,1439,"Boat Beer","American IPA",222,12,"American IPA",223,"Carton Brewing Company","Atlantic Highlands","NJ","Boat Beer (Carton Brewing Company)"
"553",553,0.069,NA,1465,"Granny Smith Hard Apple Cider","Cider",404,16,NA,405,"Cascadia Ciderworks United","Portland","OR","Granny Smith Hard Apple Cider (Cascadia Ciderworks United)"
"554",554,0.069,NA,1464,"Dry Hard Apple Cider","Cider",404,16,NA,405,"Cascadia Ciderworks United","Portland","OR","Dry Hard Apple Cider (Cascadia Ciderworks United)"
"555",555,0.0559999999999999,NA,1744,"Farmer Ted's Cream Ale","Cream Ale",331,12,NA,332,"Catawba Brewing Company","Morganton","NC","Farmer Ted's Cream Ale (Catawba Brewing Company)"
"556",556,0.052,NA,1743,"Firewater India Pale Ale","American IPA",331,12,"American IPA",332,"Catawba Brewing Company","Morganton","NC","Firewater India Pale Ale (Catawba Brewing Company)"
"557",557,0.047,NA,1742,"White Zombie Ale","Witbier",331,12,NA,332,"Catawba Brewing Company","Morganton","NC","White Zombie Ale (Catawba Brewing Company)"
"558",558,0.07,NA,1719,"King Winterbolt Winter Ale","Winter Warmer",331,12,NA,332,"Catawba Brewing Company","Morganton","NC","King Winterbolt Winter Ale (Catawba Brewing Company)"
"559",559,0.047,NA,638,"White Zombie Ale","Witbier",331,12,NA,332,"Catawba Brewing Company","Morganton","NC","White Zombie Ale (Catawba Brewing Company)"
"560",560,0.052,NA,507,"Firewater India Pale Ale","American IPA",331,12,"American IPA",332,"Catawba Brewing Company","Morganton","NC","Firewater India Pale Ale (Catawba Brewing Company)"
"561",561,0.0559999999999999,NA,480,"Farmer Ted's Farmhouse Cream Ale","Cream Ale",331,12,NA,332,"Catawba Brewing Company","Morganton","NC","Farmer Ted's Farmhouse Cream Ale (Catawba Brewing Company)"
"562",562,0.048,16,1882,"Whitecap Wit","Witbier",285,16,NA,286,"Catawba Island Brewing","Port Clinton","OH","Whitecap Wit (Catawba Island Brewing)"
"563",563,0.078,16,1881,"Seiche Scottish Ale","Scottish Ale",285,16,NA,286,"Catawba Island Brewing","Port Clinton","OH","Seiche Scottish Ale (Catawba Island Brewing)"
"564",564,0.0579999999999999,NA,2446,"Peanut Butter Jelly Time","American Brown Ale",96,12,NA,97,"Catawba Valley Brewing Company","Morganton","NC","Peanut Butter Jelly Time (Catawba Valley Brewing Company)"
"565",565,0.054,NA,2106,"King Coconut","American Porter",96,12,NA,97,"Catawba Valley Brewing Company","Morganton","NC","King Coconut (Catawba Valley Brewing Company)"
"566",566,0.085,90,2600,"Gone A-Rye","American Double / Imperial IPA",29,16,"American Double / Imperial IPA",30,"Cedar Creek Brewery","Seven Points","TX","Gone A-Rye (Cedar Creek Brewery)"
"567",567,NA,NA,2210,"Special Release",NA,29,16,NA,30,"Cedar Creek Brewery","Seven Points","TX","Special Release (Cedar Creek Brewery)"
"568",568,0.068,70,2052,"Dankosaurus","American IPA",29,16,"American IPA",30,"Cedar Creek Brewery","Seven Points","TX","Dankosaurus (Cedar Creek Brewery)"
"569",569,0.051,35,1584,"Scruffy's Smoked Alt","Smoked Beer",29,16,NA,30,"Cedar Creek Brewery","Seven Points","TX","Scruffy's Smoked Alt (Cedar Creek Brewery)"
"570",570,0.051,36,1182,"Elliott's Phoned Home Pale Ale","American Pale Ale (APA)",29,16,"American Pale Ale (APA)",30,"Cedar Creek Brewery","Seven Points","TX","Elliott's Phoned Home Pale Ale (Cedar Creek Brewery)"
"571",571,0.05,18,1050,"The Lawn Ranger","Cream Ale",29,16,NA,30,"Cedar Creek Brewery","Seven Points","TX","The Lawn Ranger (Cedar Creek Brewery)"
"572",572,0.05,NA,1219,"All American Blonde Ale","American Blonde Ale",452,12,"American Blonde Ale",453,"Centennial Beer Company","Edwards","CO","All American Blonde Ale (Centennial Beer Company)"
"573",573,0.05,NA,1218,"All American Red Ale","American Amber / Red Ale",452,12,"American Amber / Red Ale",453,"Centennial Beer Company","Edwards","CO","All American Red Ale (Centennial Beer Company)"
"574",574,0.05,40,2377,"Main St. Virginia Ale","Altbier",122,12,NA,123,"Center of the Universe Brewing C...","Ashland","VA","Main St. Virginia Ale (Center of the Universe Brewing C...)"
"575",575,0.045,24,1839,"Chin Music Amber Lager","American Amber / Red Lager",122,12,NA,123,"Center of the Universe Brewing C...","Ashland","VA","Chin Music Amber Lager (Center of the Universe Brewing C...)"
"576",576,0.05,40,1248,"Main St. Virginia Ale","Altbier",122,12,NA,123,"Center of the Universe Brewing C...","Ashland","VA","Main St. Virginia Ale (Center of the Universe Brewing C...)"
"577",577,0.052,42,1247,"Ray Rayâ€™s Pale Ale","American Pale Ale (APA)",122,12,"American Pale Ale (APA)",123,"Center of the Universe Brewing C...","Ashland","VA","Ray Rayâ€™s Pale Ale (Center of the Universe Brewing C...)"
"578",578,0.051,15,1649,"Chai Ale","Herbed / Spiced Beer",350,16,NA,351,"Central Coast Brewing Company","San Luis Obispo","CA","Chai Ale (Central Coast Brewing Company)"
"579",579,0.072,85,1648,"Lucky Day IPA","American IPA",350,16,"American IPA",351,"Central Coast Brewing Company","San Luis Obispo","CA","Lucky Day IPA (Central Coast Brewing Company)"
"580",580,0.095,99,1647,"Terrace Hill Double IPA","American Double / Imperial IPA",350,16,"American Double / Imperial IPA",351,"Central Coast Brewing Company","San Luis Obispo","CA","Terrace Hill Double IPA (Central Coast Brewing Company)"
"581",581,0.075,77,1646,"Catch 23","American Black Ale",350,16,NA,351,"Central Coast Brewing Company","San Luis Obispo","CA","Catch 23 (Central Coast Brewing Company)"
"582",582,0.07,NA,2057,"Stickin' In My Rye","Rye Beer",236,24,NA,237,"Champion Brewing Company","Charlottesville","VA","Stickin' In My Rye (Champion Brewing Company)"
"583",583,0.06,45,2056,"Black Me Stout","American Stout",236,12,NA,237,"Champion Brewing Company","Charlottesville","VA","Black Me Stout (Champion Brewing Company)"
"584",584,0.05,22,2055,"Killer Kolsch","KÃ¶lsch",236,12,NA,237,"Champion Brewing Company","Charlottesville","VA","Killer Kolsch (Champion Brewing Company)"
"585",585,0.07,65,1933,"Missile IPA","American IPA",236,12,"American IPA",237,"Champion Brewing Company","Charlottesville","VA","Missile IPA (Champion Brewing Company)"
"586",586,0.045,NA,2019,"Enlighten","KÃ¶lsch",250,16,NA,251,"Chapman's Brewing","Angola","IN","Enlighten (Chapman's Brewing)"
"587",587,0.065,8,2018,"Ale Cider","Fruit / Vegetable Beer",250,16,NA,251,"Chapman's Brewing","Angola","IN","Ale Cider (Chapman's Brewing)"
"588",588,0.055,30,2017,"Pail Ale","American Pale Ale (APA)",250,16,"American Pale Ale (APA)",251,"Chapman's Brewing","Angola","IN","Pail Ale (Chapman's Brewing)"
"589",589,0.045,NA,2016,"Englishman","English Brown Ale",250,16,NA,251,"Chapman's Brewing","Angola","IN","Englishman (Chapman's Brewing)"
"590",590,0.08,69,2080,"8 Barrel","American Strong Ale",226,16,NA,227,"Chatham Brewing","Chatham","NY","8 Barrel (Chatham Brewing)"
"591",591,0.055,40,2079,"Oktoberfest","MÃ¤rzen / Oktoberfest",226,16,NA,227,"Chatham Brewing","Chatham","NY","Oktoberfest (Chatham Brewing)"
"592",592,0.057,58,2380,"IPA #11","American IPA",121,16,"American IPA",122,"Cheboygan Brewing Company","Cheboygan","MI","IPA #11 (Cheboygan Brewing Company)"
"593",593,0.057,10,2379,"Blood Orange Honey","Fruit / Vegetable Beer",121,16,NA,122,"Cheboygan Brewing Company","Cheboygan","MI","Blood Orange Honey (Cheboygan Brewing Company)"
"594",594,0.052,NA,2354,"Lighthouse Amber","Altbier",121,16,NA,122,"Cheboygan Brewing Company","Cheboygan","MI","Lighthouse Amber (Cheboygan Brewing Company)"
