colorVal,blockHeight,blockWidth,cycMaterial,blockMaterial,totalWeight,assemblyPW,HstW,minHW,minWD,rfBlock
-1256,205000,502400,2,0,1135,736,297400,154760,404189,37286
-275,57800,537200,2,0,336,63,479400,4079,438989,11418
-455,117000,305700,2,0,462,146,188700,86430,207489,10924
-285,61300,509200,2,0,343,66,447900,10380,410989,11337
-221,51800,510900,2,0,290,48,459099,709,412689,9619
-240,54300,516200,2,0,306,53,461900,2680,417989,10213
-267,58600,509900,2,0,328,61,451300,7610,411689,10856
-268,57800,523000,2,0,329,61,465200,5500,424789,11048
-276,61500,490000,2,0,334,64,428500,12500,391789,10842
-374,82400,433000,2,0,410,100,350600,39100,334789,12414
-248,55900,508700,2,0,312,55,452800,5030,410489,10325
-699,156600,337600,2,0,659,284,181000,122840,239389,16869
-275,59300,515800,2,0,335,63,456500,7719,417589,11143
-1098,227800,347200,2,0,976,616,119400,193080,248989,25523
-370,55000,507700,3,0,342,97,452700,4229,386781,9572
-358,54400,498500,0,0,449,92,444099,4550,328323,8037
-223,52000,514099,2,0,293,48,462100,590,415889,9731
-263,58900,498000,2,0,324,60,439099,9099,399789,10596
-789,54100,521300,2,1,703,583,467200,1969,423089,14328
-248,55599,513600,2,0,313,55,458000,4239,415389,10393
-2618,177500,467700,2,1,2091,5038,290200,130730,369489,41055
-571,92500,597800,2,0,583,189,505300,32719,499589,20795
-826,57100,512600,2,1,731,627,455500,5840,414389,14812
-917,148600,535700,2,0,863,420,387100,95030,437489,29254
-361,53400,517600,3,0,337,93,464200,1640,396681,9532
-223,52200,510400,2,0,292,48,458200,1160,412189,9682
-2277,113200,361500,1,3,1122,3879,248299,77050,216911,22098
-257,57300,508400,2,0,320,58,451100,6460,410189,10576
-725,87100,550900,0,0,784,289,463800,32010,380723,14922
-1135,227100,367600,2,0,1010,644,140500,190340,269389,27530
-989,215200,326100,2,0,885,522,110900,182590,227889,22068
-2561,195700,352700,2,3,1148,5278,157000,160430,254489,44823
-2975,144300,579200,2,3,1264,7955,434900,86380,480989,62466
-470,91500,483200,2,0,492,139,391700,43179,384989,15851
-677,148700,352800,2,0,644,266,204100,113420,254589,17035
-429,91100,434600,2,0,454,122,343500,47640,336389,13790
-1139,198200,462100,2,0,1033,622,263900,151990,363889,32455
-226,52600,510700,2,0,294,49,458100,1530,412489,9763
-661,108500,564600,2,0,655,240,456100,52040,466389,22771
-559,90700,6.00E+05,2,0,574,182,509300,30700,501789,20480
-189,68600,268630,2,0,250,46,200030,41736,170419,5260
-257,56500,519400,2,0,320,58,462900,4560,421189,10708
-1147,174600,565500,2,0,1056,623,390900,118050,467289,36714
-615,103400,555200,2,0,617,213,451800,47880,456989,21263
-1260,215600,466900,2,0,1132,745,251300,168909,368689,35770
-286,60500,521900,2,0,344,67,461400,8310,423689,11534
-106,41600,390200,2,0,192,22,348600,2580,291989,5466
-609,102899,552600,2,0,611,209,449700,47640,454389,21040
-617,81100,512000,0,0,686,216,430900,29900,341823,12474
-754,121300,563600,2,0,732,299,442299,64940,465389,25403
-602,79200,513800,0,0,672,207,434600,27820,343623,12246
-333,67400,519600,2,0,382,83,452200,15440,421389,12780
-945,64400,439900,2,3,449,899,375500,20410,341689,19804
-492,109400,383100,2,0,500,155,273700,71090,284889,14025
-1027,57000,544900,2,3,474,1094,487900,2509,446689,22915
-293,61400,522200,2,0,350,69,460800,9179,423989,11714
-248,54800,525900,2,0,314,55,471100,2210,427689,10546
-260,56300,529000,2,0,324,59,472700,3400,430789,10914
-95,41500,361000,2,0,182,21,319500,5400,262789,4907
-929,175700,420000,2,0,856,440,244300,133700,321789,25442
-1380,140300,490000,1,0,1291,828,349700,91300,345411,21807
-290,61000,522000,2,0,347,68,461000,8799,423789,11633
-272,68200,410200,2,0,327,64,342000,27180,311989,9574
-290,59700,540600,2,0,349,68,480900,5639,442389,11884
-2285,84600,563200,0,1,1909,4618,478600,28280,393023,20814
-570,43300,493900,2,1,536,334,450600,-6090,395689,10725
-429,82600,507500,2,0,461,121,424900,31850,409289,15213
-648,112300,523200,2,0,641,232,410900,59980,424989,21476
-635,34900,6.00E+05,2,2,507,511,565100,-25100,501789,24079
-1086,168200,556000,2,0,1004,565,387800,112600,457789,34650
-321,71700,453800,2,0,369,79,382100,26320,355589,11473
-410,79800,507800,2,0,445,113,428000,29020,409589,14708
-286,60800,517100,2,0,344,67,456300,9090,418889,11460
-406,79500,504300,2,0,441,111,424799,29070,406089,14527
-300,61700,532700,2,0,356,71,471000,8429,434489,12063
-283,60800,512000,2,0,341,66,451200,9599,413789,11321
-250,54800,529500,2,0,315,56,474700,1850,431289,10635
-1162,69300,501800,2,2,855,1396,432500,19120,403589,38457
-254,60100,467100,2,0,315,57,407000,13390,368889,9976
-459,64100,515700,3,0,404,134,451599,12529,394781,11387
-317,64500,526900,2,0,370,77,462400,11810,428689,12442
-228,52100,522299,2,0,297,49,470200,-130,424089,9942
-280,58600,534600,2,0,339,65,476000,5140,436389,11507
-997,58900,511400,2,3,465,1026,452500,7759,413189,21903
-827,56200,522400,2,1,732,632,466200,3960,424189,14923
-313,65500,508400,2,0,366,76,442900,14660,410189,12090
-290,58700,554200,2,0,349,68,495500,3279,455989,12044
-349,70400,512900,2,0,396,89,442500,19110,414689,13137
-1027,216700,341500,2,0,918,549,124800,182550,243289,23724
-524,103400,455800,2,0,534,166,352400,57820,357589,16638
-303,62699,525300,2,0,359,72,462600,10169,427089,12050
-1103,64600,509400,2,3,508,1224,444799,13660,411189,23906
-330,66600,524099,2,0,380,82,457500,14190,425889,12763
-389,56300,519400,3,0,357,104,463100,4360,398481,10095
-447,66300,471200,3,0,388,131,404900,19180,350281,10450
-428,73800,597300,2,0,465,120,523500,14070,499089,16574
-184,50500,448200,2,0,257,39,397700,5679,349989,7953
-869,170100,402800,2,0,805,394,232700,129820,304589,23314
-2244,122000,519300,2,3,975,4543,397299,70070,421089,46235
-257,55300,537200,2,0,321,58,481900,1580,438989,10924
-250,56000,513000,2,0,315,56,457000,4700,414789,10452
-275,58099,532300,2,0,335,63,474200,4869,434089,11349
-2377,126500,529800,2,3,1028,5089,403300,73520,431589,49136
-368,52200,535000,0,0,458,98,482800,-1301,364823,8569
-889,147000,522700,2,0,838,398,375700,94730,424489,28080
-320,65900,516200,2,0,372,78,450300,14280,417989,12395
-1095,193200,455400,2,0,997,581,262200,147660,357189,31054
-573,115300,429700,2,0,571,194,314400,72330,331489,17199
-277,62600,479799,2,0,335,64,417200,14620,381589,10749
-320,65900,516400,2,0,372,78,450500,14260,418189,12401
-981,202300,359000,2,0,886,500,156700,166400,260789,23741
-231,52800,518400,2,0,299,50,465600,959,420189,9983
-240,53900,520400,2,0,306,53,466500,1859,422189,10240
-483,101000,427200,2,0,498,148,326200,58280,328989,14952
-539,95000,536700,2,0,552,172,441700,41330,438489,18745
-236,53700,515900,2,0,303,52,462200,2109,417689,10093
-410,73300,576100,2,0,449,112,502800,15690,477889,15763
-450,84400,518100,2,0,478,129,433700,32590,419889,15947
-1044,227900,320200,2,0,927,577,92300,195880,221989,22766
-510,54300,297400,2,3,280,286,243100,24560,199189,9734
-387,93200,368200,2,0,415,108,275000,56380,269989,11323
-238,60500,432600,2,0,301,53,372100,17240,334389,9103
-149,38400,571800,2,0,234,30,533400,-18780,473589,8183
-262,57300,517600,2,0,324,59,460300,5540,419389,10813
-289,61400,515400,2,0,346,68,454000,9860,417189,11526
-1478,170400,534900,3,0,1107,987,364500,116910,413981,31744
-1332,224500,474200,2,0,1192,823,249700,177079,375989,37984
-258,57100,513300,2,0,321,58,456200,5770,415089,10665
-533,95000,530600,2,0,548,169,435600,41940,432389,18484
-238,53400,524099,2,0,305,52,470700,990,425889,10234
-1092,208900,399500,2,0,983,590,190600,168950,301289,28322
-801,138800,497299,2,0,763,333,358500,89070,399089,24927
-536,73200,507500,3,0,455,172,434300,22450,386581,12733
-277,59600,516500,2,0,337,64,456900,7950,418289,11218
-1104,223600,362100,2,0,985,616,138500,187390,263889,26552
-324,70400,471800,2,0,372,80,401400,23220,373589,11835
-603,111900,480600,2,0,600,207,368700,63840,382389,19255
-558,72900,538100,3,0,476,181,465200,19090,417181,13685
-545,100500,500400,2,0,555,176,399900,50460,402189,18189
-390,76000,515800,2,0,429,104,439799,24420,417589,14281
-536,71600,518200,0,0,612,172,446599,19780,348023,11213
-338,68000,522000,2,0,387,85,454000,15800,423789,12967
-345,71100,498000,2,0,391,87,426900,21300,399789,12791
-346,67700,538500,2,0,394,87,470800,13850,440289,13413
-1140,75900,440800,2,3,530,1255,364900,31820,342589,23402
-389,74200,533600,2,0,429,104,459400,20840,435389,14537
-367,72800,514300,2,0,410,95,441500,21370,416089,13631
-337,66500,538000,2,0,387,84,471500,12700,439789,13160
-367,69400,552600,2,0,412,95,483200,14140,454389,14190
-346,66200,556500,2,0,395,87,490300,10550,458289,13652
-273,59400,512000,2,0,333,63,452600,8199,413789,11060
-291,61000,523900,2,0,348,68,462900,8609,425689,11685
-225,52300,514099,2,0,294,49,461800,890,415889,9787
-294,62900,505700,2,0,350,69,442800,12330,407489,11534
-369,71200,535800,2,0,413,96,464600,17620,437589,14020
-243,55400,505900,2,0,308,54,450500,4809,407689,10163
-310,67000,485100,2,0,361,75,418100,18490,386889,11664
-274,59300,515300,2,0,334,63,456000,7769,417089,11130
-295,63200,503500,2,0,350,70,440300,12850,405289,11526
-307,64500,510400,2,0,361,74,445900,13460,412189,11963
-301,65100,492200,2,0,355,72,427100,15880,393989,11541
-1297,222600,462600,2,0,1161,786,240000,176340,364389,36500
-2212,183400,375000,2,1,1772,3447,191600,145900,276789,31777
-274,59600,511599,2,0,334,63,452000,8440,413389,11087
-97,40400,384700,2,0,185,21,344300,1930,286489,5208
-248,55599,514500,2,0,313,55,458900,4149,416289,10415
-269,58500,516400,2,0,330,62,457900,6859,418189,11008
-616,125000,414300,2,0,603,219,289300,83570,316089,17780
-347,64700,577900,2,0,397,88,513200,6909,479689,13966
-462,115399,320200,2,0,469,148,204800,83379,221989,11527
-322,66400,513300,2,0,373,79,446900,15069,415089,12402
-236,54500,504300,2,0,302,52,449799,4069,406089,9959
-434,81700,522200,2,0,465,122,440500,29480,423989,15587
-495,124400,308000,2,0,493,167,183600,93600,209789,11744
-286,60500,521500,2,0,344,67,461000,8350,423289,11524
-262,56300,531300,2,0,325,59,475000,3169,433089,10972
-229,53900,499300,2,0,297,50,445400,3969,401089,9728
-92,32000,535800,2,0,185,19,503799,-21580,437589,6301
-301,64200,502600,2,0,355,72,438400,13939,404389,11682
-309,64800,509300,2,0,362,74,444500,13870,411089,11987
-262,58300,505600,2,0,324,60,447299,7739,407389,10687
-272,56800,545000,2,0,334,62,488200,2300,446789,11419
-278,65000,453800,2,0,334,65,388800,19620,355589,10401
-293,62800,505700,2,0,349,69,442900,12230,407489,11515
-288,62300,502000,2,0,345,67,439700,12100,403789,11320
-238,53200,526500,2,0,305,52,473300,549,428289,10253
-235,58300,452900,2,0,299,52,394600,13010,354689,9305
-292,61300,522100,2,0,349,69,460800,9090,423889,11693
-267,58600,510900,2,0,328,61,452299,7509,412689,10882
-303,64400,503100,2,0,357,72,438700,14090,404889,11733
-1006,58099,523600,2,3,467,1047,465500,5739,425389,22243
-255,55700,526500,2,0,319,57,470800,3050,428289,10735
-954,158400,512800,2,0,891,451,354400,107120,414589,29551
-601,155100,272000,2,0,570,238,116900,127899,173789,12129
-169,49700,427299,2,0,245,35,377600,6969,329089,7360
-1422,170000,365300,1,0,1310,934,195300,133470,220711,16884
-1413,213500,554800,2,0,1273,908,341300,158020,456589,43866
-437,75600,590700,2,0,472,124,515100,16530,492489,16754
-830,162300,407900,2,0,775,364,245600,121510,309689,22618
-257,59900,475500,2,0,318,58,415600,12350,377289,10169
-215,47000,575700,2,0,288,46,528700,-10570,477489,10098
-1204,223600,412299,2,0,1076,698,188700,182369,314089,31603
-1546,187300,351000,1,0,1412,1102,163700,152200,206411,17397
