"","person","dept","eow","cause","cause_short","date","year","canine","dept_name","state","description","latitude","longitude","state_name"
"1243","Deputy Nelson Henry Yamamoto","Los Angeles County Sheriff's Department, CA","EOW: Tuesday, March 31, 1992","Cause of Death: Gunfire","Gunfire","1992-03-31",1992,"False","Los Angeles County Sheriff's Department","CA","Sacramento",38.576668,-121.493629,"California"
"1244","Trooper Thomas J. Hanratty","New Jersey State Police, NJ","EOW: Thursday, April 2, 1992","Cause of Death: Struck by vehicle","Struck by vehicle","1992-04-02",1992,"False","New Jersey State Police","NJ","Trenton",40.220596,-74.769913,"New Jersey"
"1245","Officer Kenneth Richard Novak, Jr.","Lansing Police Department, IL","EOW: Wednesday, April 8, 1992","Cause of Death: Gunfire","Gunfire","1992-04-08",1992,"False","Lansing Police Department","IL","Springfield",39.798363,-89.654961,"Illinois"
"1246","Police Officer Frank L. Ward","John Day Police Department, OR","EOW: Wednesday, April 8, 1992","Cause of Death: Assault","Assault","1992-04-08",1992,"False","John Day Police Department","OR","Salem",44.938461,-123.030403,"Oregon"
"1247","Police Officer James Thomas Kelley","Livonia Police Department, MI","EOW: Friday, April 10, 1992","Cause of Death: Heart attack","Heart attack","1992-04-10",1992,"False","Livonia Police Department","MI","Lansing",42.733635,-84.555328,"Michigan"
"1248","Police Officer Joseph T. Fitzsimmons, Jr.","Wellesley Police Department, MA","EOW: Friday, April 10, 1992","Cause of Death: Heart attack","Heart attack","1992-04-10",1992,"False","Wellesley Police Department","MA","Boston",42.358162,-71.063698,"Massachusetts"
"1249","Trooper Bill Davidson","Texas Department of Public Safety - Texas Highway Patrol, TX","EOW: Sunday, April 12, 1992","Cause of Death: Gunfire","Gunfire","1992-04-12",1992,"False","Texas Department of Public Safety - Texas Highway Patrol","TX","Austin",30.27467,-97.740349,"Texas"
"1250","Deputy Hugh Allan Martin","El Paso County Sheriff's Office, CO","EOW: Monday, April 13, 1992","Cause of Death: Gunfire","Gunfire","1992-04-13",1992,"False","El Paso County Sheriff's Office","CO","Denver",39.739227,-104.984856,"Colorado"
"1251","Detective Sergeant Millard Williams","Youngstown Police Department, OH","EOW: Tuesday, April 14, 1992","Cause of Death: Automobile accident","Automobile accident","1992-04-14",1992,"False","Youngstown Police Department","OH","Columbus",39.961346,-82.999069,"Ohio"
"1252","Deputy Sheriff John Mark Dial","Richland County Sheriff's Department, SC","EOW: Friday, April 17, 1992","Cause of Death: Vehicular assault","Vehicular assault","1992-04-17",1992,"False","Richland County Sheriff's Department","SC","Columbia",34.000343,-81.033211,"South Carolina"
"1253","Officer Kolone Kolone, Jr.","Marina Police Department, CA","EOW: Monday, April 20, 1992","Cause of Death: Heart attack","Heart attack","1992-04-20",1992,"False","Marina Police Department","CA","Sacramento",38.576668,-121.493629,"California"
"1254","Patrolman Michael A. Browning","West Chicago Police Department, IL","EOW: Monday, April 20, 1992","Cause of Death: Vehicular assault","Vehicular assault","1992-04-20",1992,"False","West Chicago Police Department","IL","Springfield",39.798363,-89.654961,"Illinois"
"1255","Patrolman Ryan Christopher Johnson, Sr.","Prince George's County Police Department, MD","EOW: Wednesday, April 22, 1992","Cause of Death: Gunfire","Gunfire","1992-04-22",1992,"False","Prince George's County Police Department","MD","Annapolis",38.978764,-76.490936,"Maryland"
"1256","Officer Douglas Emil Kountz, Jr.","Mobile Police Department, AL","EOW: Saturday, May 2, 1992","Cause of Death: Automobile accident","Automobile accident","1992-05-02",1992,"False","Mobile Police Department","AL","Montgomery",32.377716,-86.300568,"Alabama"
"1257","Sergeant James Martin Leach","Kansas City Police Department, MO","EOW: Saturday, May 2, 1992","Cause of Death: Vehicular assault","Vehicular assault","1992-05-02",1992,"False","Kansas City Police Department","MO","Jefferson City",38.579201,-92.172935,"Missouri"
"1258","Officer Karl William Reishus","Juneau Police Department, AK","EOW: Monday, May 4, 1992","Cause of Death: Training accident","Training accident","1992-05-04",1992,"False","Juneau Police Department","AK","Juneau",58.301598,-134.420212,"Alaska"
"1259","Officer Randy John Schipani","Atlanta Police Department, GA","EOW: Friday, May 8, 1992","Cause of Death: Gunfire","Gunfire","1992-05-08",1992,"False","Atlanta Police Department","GA","Atlanta",33.749027,-84.388229,"Georgia"
"1260","Deputy Richard B. Hammack","Los Angeles County Sheriff's Department, CA","EOW: Monday, May 11, 1992","Cause of Death: Gunfire","Gunfire","1992-05-11",1992,"False","Los Angeles County Sheriff's Department","CA","Sacramento",38.576668,-121.493629,"California"
"1261","Sergeant Gary Allen Gaboury","Vermont State Police, VT","EOW: Tuesday, May 12, 1992","Cause of Death: Drowned","Drowned","1992-05-12",1992,"False","Vermont State Police","VT","Montpelier",44.262436,-72.580536,"Vermont"
"1262","Sergeant Donald R. Mahan","Port St. Lucie Police Department, FL","EOW: Wednesday, May 13, 1992","Cause of Death: Struck by vehicle","Struck by vehicle","1992-05-13",1992,"False","Port St. Lucie Police Department","FL","Tallahassee",30.438118,-84.281296,"Florida"
"1263","Deputy Hesley Delmar Griffis","Bradford County Sheriff's Office, FL","EOW: Wednesday, May 13, 1992","Cause of Death: Automobile accident","Automobile accident","1992-05-13",1992,"False","Bradford County Sheriff's Office","FL","Tallahassee",30.438118,-84.281296,"Florida"
"1264","Officer John Martin Huffman","Birmingham Police Department, AL","EOW: Thursday, May 21, 1992","Cause of Death: Vehicular assault","Vehicular assault","1992-05-21",1992,"False","Birmingham Police Department","AL","Montgomery",32.377716,-86.300568,"Alabama"
"1265","Officer John A. Hoglund","Maywood Police Department, CA","EOW: Friday, May 29, 1992","Cause of Death: Gunfire","Gunfire","1992-05-29",1992,"False","Maywood Police Department","CA","Sacramento",38.576668,-121.493629,"California"
"1266","Officer Philip Jeffrey Flagg","Satellite Beach Police Department, FL","EOW: Sunday, May 31, 1992","Cause of Death: Vehicular assault","Vehicular assault","1992-05-31",1992,"False","Satellite Beach Police Department","FL","Tallahassee",30.438118,-84.281296,"Florida"
"1267","Sergeant E. Ernest Hartmann","Satellite Beach Police Department, FL","EOW: Sunday, May 31, 1992","Cause of Death: Vehicular assault","Vehicular assault","1992-05-31",1992,"False","Satellite Beach Police Department","FL","Tallahassee",30.438118,-84.281296,"Florida"
"1268","Police Officer James Duane Ruby, Jr.","Oakdale Police Department, LA","EOW: Monday, June 1, 1992","Cause of Death: Vehicular assault","Vehicular assault","1992-06-01",1992,"False","Oakdale Police Department","LA","Baton Rouge",30.457069,-91.187393,"Louisiana"
"1269","Sergeant Hubert Leander Lloyd","Charleston County Sheriff's Office, SC","EOW: Sunday, June 7, 1992","Cause of Death: Aircraft accident","Aircraft accident","1992-06-07",1992,"False","Charleston County Sheriff's Office","SC","Columbia",34.000343,-81.033211,"South Carolina"
"1270","Deputy Sheriff William Allen Nalley","Charleston County Sheriff's Office, SC","EOW: Sunday, June 7, 1992","Cause of Death: Aircraft accident","Aircraft accident","1992-06-07",1992,"False","Charleston County Sheriff's Office","SC","Columbia",34.000343,-81.033211,"South Carolina"
"1271","Patrolman Ronald Edward Wascom","Morris Police Department, AL","EOW: Monday, June 8, 1992","Cause of Death: Automobile accident","Automobile accident","1992-06-08",1992,"False","Morris Police Department","AL","Montgomery",32.377716,-86.300568,"Alabama"
"1272","Corrections Officer Gerald Paulo","Indian River County Sheriff's Department, FL","EOW: Friday, June 12, 1992","Cause of Death: Heart attack","Heart attack","1992-06-12",1992,"False","Indian River County Sheriff's Department","FL","Tallahassee",30.438118,-84.281296,"Florida"
"1273","Chief of Police Derle Edward Shoemaker","South Centre Township Police Department, PA","EOW: Tuesday, June 16, 1992","Cause of Death: Training accident","Training accident","1992-06-16",1992,"False","South Centre Township Police Department","PA","Harrisburg",40.264378,-76.883598,"Pennsylvania"
"1274","Trooper Daniel Mark Peterson","Nevada Highway Patrol, NV","EOW: Thursday, June 18, 1992","Cause of Death: Vehicular assault","Vehicular assault","1992-06-18",1992,"False","Nevada Highway Patrol","NV","Carson City",39.163914,-119.766121,"Nevada"
"1275","Detention Officer Carl Abdul-Malik","Burlington County Juvenile Detention Center, NJ","EOW: Thursday, June 18, 1992","Cause of Death: Automobile accident","Automobile accident","1992-06-18",1992,"False","Burlington County Juvenile Detention Center","NJ","Trenton",40.220596,-74.769913,"New Jersey"
"1276","Sergeant Kenneth Dwin Fowler","Lubbock Police Department, TX","EOW: Thursday, June 18, 1992","Cause of Death: Gunfire","Gunfire","1992-06-18",1992,"False","Lubbock Police Department","TX","Austin",30.27467,-97.740349,"Texas"
"1277","Detention Officer Michael Bonner","Burlington County Juvenile Detention Center, NJ","EOW: Friday, June 19, 1992","Cause of Death: Automobile accident","Automobile accident","1992-06-19",1992,"False","Burlington County Juvenile Detention Center","NJ","Trenton",40.220596,-74.769913,"New Jersey"
"1278","Sheriff Marcus Lee Hall, Sr.","Jeff Davis County Sheriff's Office, GA","EOW: Sunday, June 21, 1992","Cause of Death: Gunfire","Gunfire","1992-06-21",1992,"False","Jeff Davis County Sheriff's Office","GA","Atlanta",33.749027,-84.388229,"Georgia"
"1279","Corrections Officer Thomas Davis, Jr.","Ohio Department of Rehabilitation and Correction, OH","EOW: Thursday, June 25, 1992","Cause of Death: Stabbed","Stabbed","1992-06-25",1992,"False","Ohio Department of Rehabilitation and Correction","OH","Columbus",39.961346,-82.999069,"Ohio"
"1280","Lieutenant Aaron Gerome Tise","Winston-Salem Police Department, NC","EOW: Friday, June 26, 1992","Cause of Death: Vehicular assault","Vehicular assault","1992-06-26",1992,"False","Winston-Salem Police Department","NC","Raleigh",35.78043,-78.639099,"North Carolina"
"1281","Correctional Officer Leslie John Besci","North Carolina Department of Public Safety - Division of Prisons, NC","EOW: Tuesday, June 30, 1992","Cause of Death: Assault","Assault","1992-06-30",1992,"False","North Carolina Department of Public Safety - Division of Prisons","NC","Raleigh",35.78043,-78.639099,"North Carolina"
"1282","Sergeant James Hutchens","Suffolk County Police Department, NY","EOW: Thursday, July 2, 1992","Cause of Death: Exposure to toxins","Exposure to toxins","1992-07-02",1992,"False","Suffolk County Police Department","NY","Albany",42.652843,-73.757874,"New York"
"1283","Sergeant David Jon Zesiger","Arizona Department of Public Safety, AZ","EOW: Friday, July 3, 1992","Cause of Death: Vehicular assault","Vehicular assault","1992-07-03",1992,"False","Arizona Department of Public Safety","AZ","Phoenix",33.448143,-112.096962,"Arizona"
"1284","Deputy Sheriff Douglas Paul Hartman","Lehigh County Sheriff's Office, PA","EOW: Tuesday, July 7, 1992","Cause of Death: Gunfire","Gunfire","1992-07-07",1992,"False","Lehigh County Sheriff's Office","PA","Harrisburg",40.264378,-76.883598,"Pennsylvania"
"1285","Corporal Thomas William Spears","Florence County Sheriff's Office, SC","EOW: Wednesday, July 8, 1992","Cause of Death: Heart attack","Heart attack","1992-07-08",1992,"False","Florence County Sheriff's Office","SC","Columbia",34.000343,-81.033211,"South Carolina"
"1286","Officer Victoria Louise Chavez","Farmington Police Department, NM","EOW: Thursday, July 9, 1992","Cause of Death: Gunfire","Gunfire","1992-07-09",1992,"False","Farmington Police Department","NM","Santa Fe",35.68224,-105.939728,"New Mexico"
"1287","Patrolman Charles R. Billeck","Corrigan Police Department, TX","EOW: Friday, July 10, 1992","Cause of Death: Automobile accident","Automobile accident","1992-07-10",1992,"False","Corrigan Police Department","TX","Austin",30.27467,-97.740349,"Texas"
"1288","Police Officer Henry J. Stewart","Suffolk County Police Department, NY","EOW: Saturday, July 11, 1992","Cause of Death: Vehicular assault","Vehicular assault","1992-07-11",1992,"False","Suffolk County Police Department","NY","Albany",42.652843,-73.757874,"New York"
"1289","Trooper Kimberly Ann Hurd","Florida Highway Patrol, FL","EOW: Thursday, July 16, 1992","Cause of Death: Vehicular assault","Vehicular assault","1992-07-16",1992,"False","Florida Highway Patrol","FL","Tallahassee",30.438118,-84.281296,"Florida"
"1290","Police Officer Paul Heidelberger","New York City Housing Authority Police Department, NY","EOW: Saturday, July 18, 1992","Cause of Death: Gunfire","Gunfire","1992-07-18",1992,"False","New York City Housing Authority Police Department","NY","Albany",42.652843,-73.757874,"New York"
"1291","Patrolman John O. Holmes","Mount Holly Police Department, NJ","EOW: Wednesday, July 22, 1992","Cause of Death: Gunfire","Gunfire","1992-07-22",1992,"False","Mount Holly Police Department","NJ","Trenton",40.220596,-74.769913,"New Jersey"
"1292","Officer Fidel Aleman","California Highway Patrol, CA","EOW: Thursday, July 23, 1992","Cause of Death: Gunfire","Gunfire","1992-07-23",1992,"False","California Highway Patrol","CA","Sacramento",38.576668,-121.493629,"California"
"1293","Officer Ronald Hills","Dinuba Police Department, CA","EOW: Wednesday, August 5, 1992","Cause of Death: Automobile accident","Automobile accident","1992-08-05",1992,"False","Dinuba Police Department","CA","Sacramento",38.576668,-121.493629,"California"
"1294","Sergeant Vincent S. Spinelli","Cayuga County Sheriff's Department, NY","EOW: Thursday, August 6, 1992","Cause of Death: Heart attack","Heart attack","1992-08-06",1992,"False","Cayuga County Sheriff's Department","NY","Albany",42.652843,-73.757874,"New York"
"1295","Deputy Sheriff Allen Bernard Lennon","Cumberland County Sheriff's Office, NC","EOW: Tuesday, August 11, 1992","Cause of Death: Vehicle pursuit","Vehicle pursuit","1992-08-11",1992,"False","Cumberland County Sheriff's Office","NC","Raleigh",35.78043,-78.639099,"North Carolina"
"1296","Senior Corporal Billy Walter Daugherty","Dallas Police Department, TX","EOW: Friday, August 14, 1992","Cause of Death: Motorcycle accident","Motorcycle accident","1992-08-14",1992,"False","Dallas Police Department","TX","Austin",30.27467,-97.740349,"Texas"
"1297","Deputy Sheriff Gary Raymond Downs","Nye County Sheriff's Office, NV","EOW: Saturday, August 22, 1992","Cause of Death: Heart attack","Heart attack","1992-08-22",1992,"False","Nye County Sheriff's Office","NV","Carson City",39.163914,-119.766121,"Nevada"
"1298","Patrolman Charles Kirksey Todd","Mayfield Police Department, KY","EOW: Saturday, August 22, 1992","Cause of Death: Stabbed","Stabbed","1992-08-22",1992,"False","Mayfield Police Department","KY","Frankfort",38.186722,-84.875374,"Kentucky"
"1299","Detective Edward Stefan Kislo","Los Angeles Police Department, CA","EOW: Sunday, August 23, 1992","Cause of Death: Gunfire","Gunfire","1992-08-23",1992,"False","Los Angeles Police Department","CA","Sacramento",38.576668,-121.493629,"California"
"1300","Chief Deputy Charles Junior Smith","Allendale County Sheriff's Department, SC","EOW: Monday, August 24, 1992","Cause of Death: Gunfire","Gunfire","1992-08-24",1992,"False","Allendale County Sheriff's Department","SC","Columbia",34.000343,-81.033211,"South Carolina"
"1301","Chief Investigator Thomas Wayne Daughdrill, Sr.","Pike County Sheriff's Department, MS","EOW: Wednesday, August 26, 1992","Cause of Death: Gunfire","Gunfire","1992-08-26",1992,"False","Pike County Sheriff's Department","MS","Jackson",32.303848,-90.182106,"Mississippi"
