"City, State",Classification,Definition,DRG,Hospital Referral Region Description,Provider City,Provider Id,Provider Name,Provider State,Provider Street Address,Provider Zip Code,Average Covered Charges ,Average Total Payments ,Number of Records,Reimbursement Rate,Total Discharges ,Total Payment
"SAVANNAH, GA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,GA - Savannah,SAVANNAH,110036,"MEMORIAL HEALTH UNIV MED CEN, INC",GA,4700 WATERS AVENUE,31403,"$26,496","$8,877",1,0.335026104,18,"159,784.00"
"SAVANNAH, GA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,GA - Savannah,SAVANNAH,110024,CANDLER HOSPITAL,GA,5353 REYNOLDS STREET,31412,"$52,581","$8,595",1,0.163466679,18,"154,715.00"
"DONALSONVILLE, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,AL - Dothan,DONALSONVILLE,110194,DONALSONVILLE HOSPITAL INC,GA,102 HOSPITAL CIR,39845,"$14,465","$4,877",1,0.337165831,13,"63,401"
"WAYCROSS, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,FL - Jacksonville,WAYCROSS,110003,SATILLA REGIONAL MEDICAL CENTER,GA,410 DARLING AVENUE,31501,"$12,807","$4,506",1,0.351848875,34,"153,214.00"
"DOUGLAS, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,FL - Jacksonville,DOUGLAS,110089,COFFEE REGIONAL MEDICAL CENTER,GA,1101 OCILLA ROAD,31533,"$14,409","$4,595",1,0.318875392,36,"165,408.00"
"BRUNSWICK, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,FL - Jacksonville,BRUNSWICK,110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,GA,2415 PARKWOOD DRIVE,31520,"$15,047","$6,595",1,0.438286012,50,"329,755"
"BAINBRIDGE, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,FL - Tallahassee,BAINBRIDGE,110132,MEMORIAL HOSPITAL AND MANOR,GA,1500 E SHOTWELL STREET,39819,"$11,793","$4,643",1,0.393711841,18,"83,574"
"VALDOSTA, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,FL - Tallahassee,VALDOSTA,110212,SMITH NORTHVIEW HOSPITAL,GA,4280 NORTH VALDOSTA ROAD,31602,"$18,614","$4,352",1,0.233799238,23,"100,096"
"MOULTRIE, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,FL - Tallahassee,MOULTRIE,110105,COLQUITT REGIONAL MEDICAL CENTER,GA,3131 THOMASVILLE HWY BOX 40,31768,"$10,736","$4,850",1,0.451796193,24,"116,408.00"
"TIFTON, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,FL - Tallahassee,TIFTON,110095,TIFT REGIONAL MEDICAL CENTER,GA,901 E 18TH STREET,31793,"$18,256","$4,725",1,0.258804171,25,"118,119"
"VALDOSTA, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,FL - Tallahassee,VALDOSTA,110122,SOUTH GEORGIA MEDICAL CENTER,GA,"2501 NORTH PATTERSON STREET, PO BOX 1727",31603,"$14,643","$4,707",1,0.321451679,59,"277,723.00"
"THOMASVILLE, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,FL - Tallahassee,THOMASVILLE,110038,JOHN D ARCHBOLD MEMORIAL HOSPITAL,GA,915 GORDON AVENUE & MIMOSA DRIVE,31792,"$13,441","$4,448",1,0.330889015,62,"275,750.00"
"AMERICUS, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Albany,AMERICUS,110044,PHOEBE SUMTER MEDICAL CENTER,GA,126 HIGHWAY 280 W,31719,"$14,082","$5,338",1,0.379058951,18,"96,085.00"
"ALBANY, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Albany,ALBANY,110163,PHOEBE NORTH,GA,2000 PALMYRA RD BOX 1908,31701,"$20,068","$4,910",1,0.244695583,19,"93,299.00"
"ALBANY, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Albany,ALBANY,110007,PHOEBE PUTNEY MEMORIAL HOSPITAL,GA,417 THIRD AVENUE,31703,"$18,426","$6,071",1,0.329468784,62,"376,397.00"
"ATLANTA, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,ATLANTA,110203,WESLEY WOODS GERIATRIC HOSPITAL,GA,"1821 CLIFTON ROAD, NE",30329,"$7,309","$4,832",1,0.661115188,11,"53,153.00"
"BLUE RIDGE, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,BLUE RIDGE,110189,FANNIN REGIONAL HOSPITAL,GA,2855 OLD HIGHWAY 5 NORTH,30513,"$16,481","$5,319",1,0.322718547,11,"58,505.00"
"TOCCOA, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,TOCCOA,110032,STEPHENS COUNTY HOSPITAL,GA,163 HOSPITAL DRIVE,30577,"$10,509","$4,618",1,0.439475073,11,"50,802.00"
"SMYRNA, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,SMYRNA,110183,EMORY-ADVENTIST HOSPITAL,GA,3949 SOUTH COBB DRIVE,30080,"$20,358","$4,461",1,0.219128513,12,"53,532"
"JOHNS CREEK, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,JOHNS CREEK,110230,EMORY JOHNS CREEK HOSPITAL,GA,6325 HOSPITAL PARKWAY,30097,"$11,248","$4,340",1,0.385847934,13,"56,421.00"
"DALLAS, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,DALLAS,110042,WELLSTAR PAULDING HOSPITAL,GA,600 W MEMORIAL DR,30132,"$13,892","$4,877",1,0.351087733,14,"68,282.00"
"ROSWELL, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,ROSWELL,110198,NORTH FULTON REGIONAL HOSPITAL,GA,3000 HOSPITAL BOULEVARD,30076,"$42,460","$4,780",1,0.112575548,16,"76,480"
"ATLANTA, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,ATLANTA,110115,ATLANTA MEDICAL CENTER,GA,303 PARKWAY DR NE,30312,"$36,958","$6,474",1,0.175168207,18,"116,531.00"
"DOUGLASVILLE, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,DOUGLASVILLE,110184,WELLSTAR DOUGLAS HOSPITAL,GA,8954 HOSPITAL DRIVE,30134,"$18,378","$5,451",1,0.296628487,18,"98,125.00"
"NEWNAN, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,NEWNAN,110229,"PIEDMONT NEWNAN HOSPITAL, INC",GA,60 HOSPITAL ROAD,30263,"$17,386","$4,667",1,0.268464056,19,"88,682.00"
"JASPER, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,JASPER,110225,PIEDMONT MOUNTAINSIDE HOSPITAL INC,GA,1266 HIGHWAY 515 SOUTH,30143,"$14,123","$5,008",1,0.354593508,20,"100,156"
"ATHENS, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,ATHENS,110006,ST MARY'S HOSPITAL,GA,1230 BAXTER STREET,30606,"$13,126","$5,867",1,0.446963532,22,"129,071.00"
"CARTERSVILLE, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,CARTERSVILLE,110030,CARTERSVILLE MEDICAL CENTER,GA,960 JOE FRANK HARRIS PARKWAY,30120,"$26,097","$5,655",1,0.216678308,22,"124,400.00"
"EAST POINT, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,EAST POINT,110219,SOUTH FULTON MEDICAL CENTER,GA,1170 CLEVELAND AVENUE,30344,"$36,294","$5,720",1,0.157593633,22,"125,833.00"
"ATLANTA, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,ATLANTA,110161,NORTHSIDE HOSPITAL,GA,"1000 JOHNSON FERRY ROAD, NE",30342,"$34,986","$5,083",1,0.145273176,23,"116,899.00"
"CARROLLTON, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,CARROLLTON,110011,TANNER MEDICAL CENTER - CARROLLTON,GA,705 DIXIE STREET,30117,"$14,188","$4,834",1,0.34072027,24,"116,019"
"ATHENS, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,ATHENS,110074,ATHENS REGIONAL MEDICAL CENTER,GA,1199 PRINCE AVENUE,30606,"$18,076","$5,232",1,0.289460058,25,"130,807"
"CANTON, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,CANTON,110008,NORTHSIDE HOSPITAL CHEROKEE,GA,201 HOSPITAL ROAD,30114,"$28,161","$5,071",1,0.180067186,25,"126,770"
"COVINGTON, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,COVINGTON,110018,NEWTON MEDICAL CENTER,GA,5126 HOSPITAL DRIVE NE,30014,"$11,240","$4,792",1,0.426355872,25,"119,806"
"LITHONIA, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,LITHONIA,110226,DEKALB MEDICAL CENTER AT HILLANDALE,GA,2801 DEKALB MEDICAL PARKWAY,30058,"$11,998","$5,127",1,0.427334071,26,"133,309.00"
"CUMMING, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,CUMMING,110005,NORTHSIDE HOSPITAL FORSYTH,GA,1200 NORTHSIDE FORSYTH DRIVE,30041,"$29,161","$4,492",1,0.154035397,27,"121,279.00"
"LAGRANGE, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,LAGRANGE,110016,WEST GEORGIA MEDICAL CENTER,GA,1514 VERNON ROAD,30240,"$12,992","$4,847",1,0.373072705,28,"135,719.00"
"DALTON, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,DALTON,110001,HAMILTON MEDICAL CENTER,GA,1200 MEMORIAL DRIVE,30720,"$13,763","$4,663",1,0.338810135,32,"149,213"
"ATLANTA, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,ATLANTA,110010,EMORY UNIVERSITY HOSPITAL,GA,"1364 CLIFTON ROAD, NE",30322,"$15,176","$6,034",1,0.397566786,33,"199,109.00"
"ATLANTA, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,ATLANTA,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",GA,5665 PEACHTREE DUNWOODY ROAD,30342,"$16,502","$4,405",1,0.266924985,34,"149,762.00"
"SNELLVILLE, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,SNELLVILLE,110192,EMORY EASTSIDE MEDICAL CENTER,GA,1700 MEDICAL WAY,30078,"$19,328","$4,512",1,0.233450065,35,"157,925.00"
"AUSTELL, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,AUSTELL,110143,WELLSTAR COBB HOSPITAL,GA,3950 AUSTELL RD,30106,"$21,161","$5,488",1,0.259342106,42,"230,489.00"
"LAWRENCEVILLE, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,LAWRENCEVILLE,110087,GWINNETT MEDICAL CENTER,GA,1000 MEDICAL CENTER BOULEVARD,30045,"$15,365","$4,979",1,0.324031116,42,"209,107.00"
"STOCKBRIDGE, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,STOCKBRIDGE,110191,"HENRY MEDICAL CENTER, INC",GA,1133 EAGLE'S LANDING PARKWAY,30281,"$24,021","$4,897",1,0.20387289,46,"225,272.00"
"GRIFFIN, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,GRIFFIN,110031,SPALDING REGIONAL MEDICAL CENTER,GA,601 SOUTH 8TH STREET,30223,"$23,062","$5,082",1,0.220368586,50,"254,109"
"GAINESVILLE, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,GAINESVILLE,110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC",GA,743 SPRING STREET,30501,"$17,411","$4,862",1,0.279231337,52,"252,806.00"
"CONYERS, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,CONYERS,110091,ROCKDALE MEDICAL CENTER,GA,"1412 MILSTEAD AVENUE, NE",30012,"$14,753","$5,259",1,0.356498912,55,"289,265.00"
"FAYETTEVILLE, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,FAYETTEVILLE,110215,PIEDMONT FAYETTE HOSPITAL,GA,1255 HIGHWAY 54 WEST,30214,"$22,509","$4,906",1,0.217964097,56,"274,742.00"
"RIVERDALE, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,RIVERDALE,110165,SOUTHERN REGIONAL MEDICAL CENTER,GA,"11 UPPER RIVERDALE ROAD, SW",30274,"$19,204","$5,748",1,0.299321255,58,"333,390.00"
"ATLANTA, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,ATLANTA,110083,PIEDMONT HOSPITAL,GA,1968 PEACHTREE RD NW,30309,"$19,383","$4,598",1,0.237235036,62,"285,101.00"
"DECATUR, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,DECATUR,110076,DEKALB MEDICAL CENTER,GA,2701 N DECATUR ROAD,30033,"$14,450","$5,325",1,0.368541153,75,"399,405"
"MARIETTA, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,MARIETTA,110035,WELLSTAR KENNESTONE HOSPITAL,GA,677 CHURCH STREET,30060,"$18,013","$4,881",1,0.270951291,89,"434,378.00"
"ATLANTA, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,ATLANTA,110079,GRADY MEMORIAL HOSPITAL,GA,"80 JESSE HILL, JR DRIVE SE",30303,"$17,850","$7,355",1,0.412047885,115,"845,828.00"
"ATLANTA, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Atlanta,ATLANTA,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,GA,550 PEACHTREE ST NE,30308,"$13,250","$6,072",1,0.45823446,122,"740,758.00"
"SANDERSVILLE, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Augusta,SANDERSVILLE,110086,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,GA,610 SPARTA ROAD,31082,"$7,982","$4,911",1,0.615332923,11,"54,025.00"
"SWAINSBORO, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Augusta,SWAINSBORO,110109,EMANUEL MEDICAL CENTER,GA,117 KITE ROAD,30401,"$10,441","$4,782",1,0.458048656,15,"71,735.00"
"AUGUSTA, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Augusta,AUGUSTA,110177,DOCTORS HOSPITAL,GA,3651 WHEELER ROAD,30909,"$26,345","$5,117",1,0.19424457,16,"81,877"
"AUGUSTA, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Augusta,AUGUSTA,110028,UNIVERSITY HOSPITAL,GA,1350 WALTON WAY,30901,"$16,228","$4,834",1,0.297914953,74,"357,747.00"
"AUGUSTA, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Augusta,AUGUSTA,110034,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,GA,1120 15TH STREET,30912,"$12,902","$7,535",1,0.584009241,94,"708,294.00"
"COLUMBUS, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Columbus,COLUMBUS,110064,"MEDICAL CENTER, THE",GA,710 CENTER ST BOX 951,31901,"$18,233","$6,055",1,0.332108448,33,"199,826.00"
"COLUMBUS, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Columbus,COLUMBUS,110129,"ST FRANCIS HOSPITAL, INC",GA,2122 MANCHESTER EXPRESSWAY,31995,"$13,888","$4,317",1,0.310852542,45,"194,276.00"
"COLUMBUS, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Columbus,COLUMBUS,110186,DOCTORS HOSPITAL,GA,616 19TH STREET,31901,"$19,374","$5,218",1,0.269307839,73,"380,881.00"
"MACON, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Macon,MACON,110201,COLISEUM NORTHSIDE HOSPITAL,GA,400 CHARTER BOULEVARD,31210,"$18,725","$4,515",1,0.24110279,13,"58,689.00"
"THOMASTON, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Macon,THOMASTON,110002,UPSON REGIONAL MEDICAL CENTER,GA,801 W GORDON STREET,30286,"$12,769","$5,158",1,0.403987352,16,"82,533"
"EASTMAN, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Macon,EASTMAN,110092,DODGE COUNTY HOSPITAL,GA,901 GRIFFIN AVE,31023,"$11,851","$5,097",1,0.430103563,19,"96,849.00"
"CORDELE, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Macon,CORDELE,110104,CRISP REGIONAL HOSPITAL,GA,902 7TH STREET NORTH,31015,"$11,064","$4,368",1,0.394804499,27,"117,936"
"DUBLIN, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Macon,DUBLIN,110125,FAIRVIEW PARK HOSPITAL,GA,200 INDUSTRIAL BOULEVARD,31021,"$17,820","$5,394",1,0.302702902,32,"172,613"
"MILLEDGEVILLE, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Macon,MILLEDGEVILLE,110150,OCONEE REGIONAL MEDICAL CENTER,GA,821 N COBB STREET  POST OFFICE BOX 690,31061,"$14,204","$4,763",1,0.335308851,33,"157,172.00"
"MACON, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Macon,MACON,110164,COLISEUM MEDICAL CENTER,GA,350 HOSPITAL DRIVE,31217,"$18,074","$4,926",1,0.272564736,54,"266,024.00"
"MACON, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Macon,MACON,110107,MEDICAL CENTER OF CENTRAL GEORGIA,GA,777 HEMLOCK STREET,31201,"$15,724","$5,468",1,0.347739998,67,"366,350.00"
"WARNER ROBINS, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Macon,WARNER ROBINS,110069,HOUSTON MEDICAL CENTER,GA,1601 WATSON BOULEVARD,31093,"$11,235","$4,823",1,0.429285448,98,"472,648.00"
"ROME, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Rome,ROME,110168,REDMOND REGIONAL MEDICAL CENTER,GA,501 REDMOND ROAD,30165,"$12,248","$4,391",1,0.358546436,15,"65,870.00"
"CALHOUN, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Rome,CALHOUN,110023,GORDON HOSPITAL,GA,1035 RED BUD ROAD,30701,"$20,061","$4,837",1,0.241118034,21,"101,577"
"ROME, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Rome,ROME,110054,FLOYD MEDICAL CENTER,GA,304 TURNER MCCALL BLVD P O BOX 233,30162,"$21,134","$5,729",1,0.271056798,26,"148,943.00"
"SAVANNAH, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Savannah,SAVANNAH,110043,ST JOSEPH'S HOSPITAL - SAVANNAH,GA,11705 MERCY BOULEVARD,31419,"$19,960","$4,375",1,0.219166377,18,"78,741"
"STATESBORO, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Savannah,STATESBORO,110075,EAST GEORGIA REGIONAL MEDICAL CENTER,GA,1499 FAIR ROAD,30458,"$16,886","$5,143",1,0.304580607,22,"113,152.00"
"JESUP, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Savannah,JESUP,110124,WAYNE MEMORIAL HOSPITAL,GA,865 SOUTH FIRST STREET,31545,"$10,249","$5,153",1,0.502796631,34,"175,202"
"SAVANNAH, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Savannah,SAVANNAH,110036,"MEMORIAL HEALTH UNIV MED CEN, INC",GA,4700 WATERS AVENUE,31403,"$16,502","$5,669",1,0.343534343,51,"289,124.00"
"SAVANNAH, GA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,GA - Savannah,SAVANNAH,110024,CANDLER HOSPITAL,GA,5353 REYNOLDS STREET,31412,"$26,001","$4,834",1,0.185906824,51,"246,521.00"
"AIEA, HI",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,HI - Honolulu,AIEA,120026,PALI MOMI MEDICAL CENTER,HI,98-1079 MOANALUA ROAD,96701,"$12,435","$5,850",1,0.470455779,12,"70,200"
"EWA BEACH, HI",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,HI - Honolulu,EWA BEACH,120027,HAWAII MEDICAL CENTER WEST,HI,91-2141 FORT WEAVER ROAD,96706,"$17,986","$6,506",1,0.361713957,12,"78,068.00"
"HILO, HI",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,HI - Honolulu,HILO,120005,HILO MEDICAL CENTER,HI,1190 WAIANUENUE AVENUE,96720,"$17,040","$7,902",1,0.46372439,17,"134,334"
"CEDAR RAPIDS, IA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,IA - Cedar Rapids,CEDAR RAPIDS,160045,ST LUKES HOSPITAL,IA,1026 A AVE NE,52402,"$22,482","$7,376",1,0.328071232,11,"81,133.00"
"CLINTON, IA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,IA - Davenport,CLINTON,160080,MERCY MEDICAL CENTER-CLINTON,IA,1410 NORTH 4TH STREET,52732,"$17,103","$7,853",1,0.45913551,11,"86,379.00"
"DAVENPORT, IA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,IA - Davenport,DAVENPORT,160033,GENESIS MEDICAL CENTER-DAVENPORT,IA,1227 EAST RUSHOLME STREET,52803,"$14,232","$7,100",1,0.498864036,18,"127,794.00"
"AMES, IA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,IA - Des Moines,AMES,160030,MARY GREELEY MEDICAL CENTER,IA,1111 DUFF AVENUE,50010,"$21,691","$7,023",1,0.323769862,12,"84,276"
"DES MOINES, IA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,IA - Des Moines,DES MOINES,160082,IOWA METHODIST MEDICAL CENTER,IA,1200 PLEASANT STREET,50309,"$28,837","$8,127",1,0.281813248,20,"162,531"
"DES MOINES, IA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,IA - Des Moines,DES MOINES,160083,MERCY MEDICAL CENTER-DES MOINES,IA,1111 6TH AVE,50314,"$37,208","$8,660",1,0.232731061,21,"181,850.00"
"MASON CITY, IA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,IA - Mason City,MASON CITY,160064,MERCY MEDICAL CENTER-NORTH IOWA,IA,1000 FOURTH STREET SW,50401,"$17,516","$8,814",1,0.503183687,17,"149,832.00"
"WATERLOO, IA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,IA - Waterloo,WATERLOO,160110,ALLEN MEMORIAL HOSPITAL,IA,1825 LOGAN AVENUE,50703,"$28,343","$7,396",1,0.260940547,11,"81,355.00"
"CEDAR RAPIDS, IA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IA - Cedar Rapids,CEDAR RAPIDS,160079,MERCY MEDICAL CENTER - CEDAR RAPIDS,IA,701 10TH STREET SE,52403,"$13,642","$4,173",1,0.305863302,22,"91,796.00"
"CEDAR RAPIDS, IA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IA - Cedar Rapids,CEDAR RAPIDS,160045,ST LUKES HOSPITAL,IA,1026 A AVE NE,52402,"$14,831","$4,722",1,0.318410328,34,"160,560.00"
"WEST BURLINGTON, IA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IA - Davenport,WEST BURLINGTON,160057,GREAT RIVER MEDICAL CENTER,IA,1221 SOUTH GEAR AVENUE,52655,"$15,040","$4,579",1,0.304422626,24,"109,885.00"
"CLINTON, IA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IA - Davenport,CLINTON,160080,MERCY MEDICAL CENTER-CLINTON,IA,1410 NORTH 4TH STREET,52732,"$15,938","$5,174",1,0.324630312,25,"129,347"
"DAVENPORT, IA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IA - Davenport,DAVENPORT,160033,GENESIS MEDICAL CENTER-DAVENPORT,IA,1227 EAST RUSHOLME STREET,52803,"$11,315","$4,534",1,0.400678282,67,"303,751.00"
"DES MOINES, IA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IA - Des Moines,DES MOINES,160101,BROADLAWNS MEDICAL CENTER,IA,1801 HICKMAN ROAD,50314,"$6,284","$6,727",1,1.070556407,11,"73,999.00"
"NEWTON, IA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IA - Des Moines,NEWTON,160032,SKIFF MEDICAL CENTER,IA,204 NORTH 4TH AVENUE EAST,50208,"$7,552","$5,160",1,0.683292137,18,"92,884.00"
"DES MOINES, IA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IA - Des Moines,DES MOINES,160024,IOWA LUTHERAN HOSPITAL,IA,700 EAST UNIVERSITY AVENUE,50316,"$14,390","$5,126",1,0.356248606,19,"97,403.00"
"MARSHALLTOWN, IA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IA - Des Moines,MARSHALLTOWN,160001,MARSHALLTOWN MEDICAL & SURGICAL CENTER,IA,3 SOUTH 4TH AVENUE,50158,"$9,479","$4,825",1,0.509020034,20,"96,499"
"AMES, IA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IA - Des Moines,AMES,160030,MARY GREELEY MEDICAL CENTER,IA,1111 DUFF AVENUE,50010,"$15,575","$4,455",1,0.286031028,30,"133,650"
"DES MOINES, IA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IA - Des Moines,DES MOINES,160082,IOWA METHODIST MEDICAL CENTER,IA,1200 PLEASANT STREET,50309,"$19,932","$5,069",1,0.254300468,40,"202,753"
"DES MOINES, IA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IA - Des Moines,DES MOINES,160083,MERCY MEDICAL CENTER-DES MOINES,IA,1111 6TH AVE,50314,"$20,795","$5,080",1,0.244311032,89,"452,154.00"
"DUBUQUE, IA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IA - Dubuque,DUBUQUE,160117,THE FINLEY HOSPITAL,IA,350 NORTH GRANDVIEW AVENUE,52001,"$9,600","$4,065",1,0.423453266,15,"60,976.00"
