Country Name,Indicator Name,Year,Value
Comoros,Population density (people per sq. km of land area),1972,127.77915099399999
Comoros,"Services, etc., value added (% of GDP)",1972,
"Congo, Dem. Rep.","Agriculture, value added (% of GDP)",1972,15.1828412889
"Congo, Dem. Rep.",CO2 emissions (metric tons per capita),1972,0.14306181394099998
"Congo, Dem. Rep.",Domestic credit provided by financial sector (% of GDP),1972,7.96358233339
"Congo, Dem. Rep.",Electric power consumption (kWh per capita),1972,158.79932935
"Congo, Dem. Rep.",Energy use (kg of oil equivalent per capita),1972,324.39355606099997
"Congo, Dem. Rep.",Exports of goods and services (% of GDP),1972,11.2511027167
"Congo, Dem. Rep.","Fertility rate, total (births per woman)",1972,6.271
"Congo, Dem. Rep.",GDP growth (annual %),1972,0.151135513789
"Congo, Dem. Rep.",Imports of goods and services (% of GDP),1972,15.7774083036
"Congo, Dem. Rep.","Industry, value added (% of GDP)",1972,38.0361593627
"Congo, Dem. Rep.","Inflation, GDP deflator (annual %)",1972,10.1813985209
"Congo, Dem. Rep.","Life expectancy at birth, total (years)",1972,44.476390243900006
"Congo, Dem. Rep.",Population density (people per sq. km of land area),1972,9.316510884189999
"Congo, Dem. Rep.","Services, etc., value added (% of GDP)",1972,46.7809993484
"Congo, Rep.","Agriculture, value added (% of GDP)",1972,16.425120772899998
"Congo, Rep.",CO2 emissions (metric tons per capita),1972,0.467642261529
"Congo, Rep.",Domestic credit provided by financial sector (% of GDP),1972,19.0695652174
"Congo, Rep.",Electric power consumption (kWh per capita),1972,57.0701857599
"Congo, Rep.",Energy use (kg of oil equivalent per capita),1972,371.116849444
"Congo, Rep.",Exports of goods and services (% of GDP),1972,28.309178744
"Congo, Rep.","Fertility rate, total (births per woman)",1972,6.347
"Congo, Rep.",GDP growth (annual %),1972,8.61755084429
"Congo, Rep.",Imports of goods and services (% of GDP),1972,51.7874492754
"Congo, Rep.","Industry, value added (% of GDP)",1972,21.2560386473
"Congo, Rep.","Inflation, GDP deflator (annual %)",1972,7.42777407802
"Congo, Rep.","Life expectancy at birth, total (years)",1972,53.97
"Congo, Rep.",Population density (people per sq. km of land area),1972,4.15609077599
"Congo, Rep.","Services, etc., value added (% of GDP)",1972,62.3188405797
Costa Rica,"Agriculture, value added (% of GDP)",1972,
Costa Rica,CO2 emissions (metric tons per capita),1972,0.905898056956
Costa Rica,Domestic credit provided by financial sector (% of GDP),1972,34.2230823535
Costa Rica,Electric power consumption (kWh per capita),1972,650.728692872
Costa Rica,Energy use (kg of oil equivalent per capita),1972,442.444664949
Costa Rica,Exports of goods and services (% of GDP),1972,30.6689549405
Costa Rica,"Fertility rate, total (births per woman)",1972,4.188
Costa Rica,GDP growth (annual %),1972,8.17804514117
Costa Rica,Imports of goods and services (% of GDP),1972,37.1053336255
Costa Rica,"Industry, value added (% of GDP)",1972,
Costa Rica,"Inflation, GDP deflator (annual %)",1972,6.413089159019999
Costa Rica,"Life expectancy at birth, total (years)",1972,67.4893170732
Costa Rica,Population density (people per sq. km of land area),1972,38.1325499412
Costa Rica,"Services, etc., value added (% of GDP)",1972,
Cote d'Ivoire,"Agriculture, value added (% of GDP)",1972,29.800471639
Cote d'Ivoire,CO2 emissions (metric tons per capita),1972,0.524437451034
Cote d'Ivoire,Domestic credit provided by financial sector (% of GDP),1972,26.324823304299997
Cote d'Ivoire,Electric power consumption (kWh per capita),1972,101.08509015799999
Cote d'Ivoire,Energy use (kg of oil equivalent per capita),1972,453.243100247
Cote d'Ivoire,Exports of goods and services (% of GDP),1972,33.5121208131
Cote d'Ivoire,"Fertility rate, total (births per woman)",1972,7.937
Cote d'Ivoire,GDP growth (annual %),1972,4.23662501231
Cote d'Ivoire,Imports of goods and services (% of GDP),1972,29.0066508402
Cote d'Ivoire,"Industry, value added (% of GDP)",1972,19.7382525136
Cote d'Ivoire,"Inflation, GDP deflator (annual %)",1972,2.5116164279
Cote d'Ivoire,"Life expectancy at birth, total (years)",1972,45.41602439020001
Cote d'Ivoire,Population density (people per sq. km of land area),1972,18.0743176101
Cote d'Ivoire,"Services, etc., value added (% of GDP)",1972,50.4612758689
Croatia,"Agriculture, value added (% of GDP)",1972,
Croatia,CO2 emissions (metric tons per capita),1972,
Croatia,Domestic credit provided by financial sector (% of GDP),1972,
Croatia,Electric power consumption (kWh per capita),1972,
Croatia,Energy use (kg of oil equivalent per capita),1972,
Croatia,Exports of goods and services (% of GDP),1972,
Croatia,"Fertility rate, total (births per woman)",1972,1.975
Croatia,GDP growth (annual %),1972,
Croatia,Imports of goods and services (% of GDP),1972,
Croatia,"Industry, value added (% of GDP)",1972,
Croatia,"Inflation, GDP deflator (annual %)",1972,
Croatia,"Life expectancy at birth, total (years)",1972,68.7787317073
Croatia,Population density (people per sq. km of land area),1972,79.7174029691
Croatia,"Services, etc., value added (% of GDP)",1972,
Cuba,"Agriculture, value added (% of GDP)",1972,13.3269952193
Cuba,CO2 emissions (metric tons per capita),1972,2.30454680781
Cuba,Domestic credit provided by financial sector (% of GDP),1972,
Cuba,Electric power consumption (kWh per capita),1972,514.9967884719999
Cuba,Energy use (kg of oil equivalent per capita),1972,1154.55654156
Cuba,Exports of goods and services (% of GDP),1972,32.6263050704
Cuba,"Fertility rate, total (births per woman)",1972,3.6460000000000004
Cuba,GDP growth (annual %),1972,4.826686057180001
Cuba,Imports of goods and services (% of GDP),1972,44.1831921438
Cuba,"Industry, value added (% of GDP)",1972,18.6264065355
Cuba,"Inflation, GDP deflator (annual %)",1972,6.958653657839999
Cuba,"Life expectancy at birth, total (years)",1972,70.85639024390001
Cuba,Population density (people per sq. km of land area),1972,84.0344413408
Cuba,"Services, etc., value added (% of GDP)",1972,68.0465982452
Curacao,"Agriculture, value added (% of GDP)",1972,
Curacao,CO2 emissions (metric tons per capita),1972,
Curacao,Domestic credit provided by financial sector (% of GDP),1972,
Curacao,Electric power consumption (kWh per capita),1972,4312.50423126
Curacao,Energy use (kg of oil equivalent per capita),1972,36146.6996141
Curacao,Exports of goods and services (% of GDP),1972,
Curacao,"Fertility rate, total (births per woman)",1972,
Curacao,GDP growth (annual %),1972,
Curacao,Imports of goods and services (% of GDP),1972,
Curacao,"Industry, value added (% of GDP)",1972,
Curacao,"Inflation, GDP deflator (annual %)",1972,
Curacao,"Life expectancy at birth, total (years)",1972,
Curacao,Population density (people per sq. km of land area),1972,332.68018018
Curacao,"Services, etc., value added (% of GDP)",1972,
Cyprus,"Agriculture, value added (% of GDP)",1972,
Cyprus,CO2 emissions (metric tons per capita),1972,3.8304968152900005
Cyprus,Domestic credit provided by financial sector (% of GDP),1972,
Cyprus,Electric power consumption (kWh per capita),1972,1133.75796178
Cyprus,Energy use (kg of oil equivalent per capita),1972,1188.65923567
Cyprus,Exports of goods and services (% of GDP),1972,
Cyprus,"Fertility rate, total (births per woman)",1972,2.491
Cyprus,GDP growth (annual %),1972,
Cyprus,Imports of goods and services (% of GDP),1972,
Cyprus,"Industry, value added (% of GDP)",1972,
Cyprus,"Inflation, GDP deflator (annual %)",1972,
Cyprus,"Life expectancy at birth, total (years)",1972,73.0169756098
Cyprus,Population density (people per sq. km of land area),1972,67.9653679654
Cyprus,"Services, etc., value added (% of GDP)",1972,
Czech Republic,"Agriculture, value added (% of GDP)",1972,
Czech Republic,CO2 emissions (metric tons per capita),1972,
Czech Republic,Domestic credit provided by financial sector (% of GDP),1972,
Czech Republic,Electric power consumption (kWh per capita),1972,3595.79684366
Czech Republic,Energy use (kg of oil equivalent per capita),1972,4613.78059093
Czech Republic,Exports of goods and services (% of GDP),1972,
Czech Republic,"Fertility rate, total (births per woman)",1972,2.09
Czech Republic,GDP growth (annual %),1972,
Czech Republic,Imports of goods and services (% of GDP),1972,
Czech Republic,"Industry, value added (% of GDP)",1972,
Czech Republic,"Inflation, GDP deflator (annual %)",1972,
Czech Republic,"Life expectancy at birth, total (years)",1972,70.1765853659
Czech Republic,Population density (people per sq. km of land area),1972,127.70327423299999
Czech Republic,"Services, etc., value added (% of GDP)",1972,
Denmark,"Agriculture, value added (% of GDP)",1972,
Denmark,CO2 emissions (metric tons per capita),1972,11.9488346012
Denmark,Domestic credit provided by financial sector (% of GDP),1972,45.187926294099995
Denmark,Electric power consumption (kWh per capita),1972,3346.82534404
Denmark,Energy use (kg of oil equivalent per capita),1972,3858.59212164
Denmark,Exports of goods and services (% of GDP),1972,26.660768305599998
Denmark,"Fertility rate, total (births per woman)",1972,2.03
Denmark,GDP growth (annual %),1972,4.1749975815900005
Denmark,Imports of goods and services (% of GDP),1972,27.082691645100002
Denmark,"Industry, value added (% of GDP)",1972,
Denmark,"Inflation, GDP deflator (annual %)",1972,9.59860038225
Denmark,"Life expectancy at birth, total (years)",1972,73.4390243902
Denmark,Population density (people per sq. km of land area),1972,117.80967665799999
Denmark,"Services, etc., value added (% of GDP)",1972,
Djibouti,"Agriculture, value added (% of GDP)",1972,
Djibouti,CO2 emissions (metric tons per capita),1972,1.06401357052
Djibouti,Domestic credit provided by financial sector (% of GDP),1972,
Djibouti,Electric power consumption (kWh per capita),1972,
Djibouti,Energy use (kg of oil equivalent per capita),1972,
Djibouti,Exports of goods and services (% of GDP),1972,
Djibouti,"Fertility rate, total (births per woman)",1972,6.836
Djibouti,GDP growth (annual %),1972,
Djibouti,Imports of goods and services (% of GDP),1972,
Djibouti,"Industry, value added (% of GDP)",1972,
Djibouti,"Inflation, GDP deflator (annual %)",1972,
Djibouti,"Life expectancy at birth, total (years)",1972,50.415487804899996
Djibouti,Population density (people per sq. km of land area),1972,7.73132010354
Djibouti,"Services, etc., value added (% of GDP)",1972,
Dominica,"Agriculture, value added (% of GDP)",1972,
Dominica,CO2 emissions (metric tons per capita),1972,0.35782092922799996
Dominica,Domestic credit provided by financial sector (% of GDP),1972,
Dominica,Electric power consumption (kWh per capita),1972,
Dominica,Energy use (kg of oil equivalent per capita),1972,
Dominica,Exports of goods and services (% of GDP),1972,
Dominica,"Fertility rate, total (births per woman)",1972,5.5
Dominica,GDP growth (annual %),1972,
Dominica,Imports of goods and services (% of GDP),1972,
Dominica,"Industry, value added (% of GDP)",1972,
Dominica,"Inflation, GDP deflator (annual %)",1972,
Dominica,"Life expectancy at birth, total (years)",1972,
Dominica,Population density (people per sq. km of land area),1972,95.64933333329999
Dominica,"Services, etc., value added (% of GDP)",1972,
Dominican Republic,"Agriculture, value added (% of GDP)",1972,22.949162667
Dominican Republic,CO2 emissions (metric tons per capita),1972,0.9822455558740001
Dominican Republic,Domestic credit provided by financial sector (% of GDP),1972,34.2545161777
Dominican Republic,Electric power consumption (kWh per capita),1972,308.407572792
Dominican Republic,Energy use (kg of oil equivalent per capita),1972,573.372745636
Dominican Republic,Exports of goods and services (% of GDP),1972,20.671262517
Dominican Republic,"Fertility rate, total (births per woman)",1972,5.781000000000001
Dominican Republic,GDP growth (annual %),1972,10.394164076900001
Dominican Republic,Imports of goods and services (% of GDP),1972,25.4818094903
Dominican Republic,"Industry, value added (% of GDP)",1972,30.810232812800002
Dominican Republic,"Inflation, GDP deflator (annual %)",1972,8.02842897556
Dominican Republic,"Life expectancy at birth, total (years)",1972,59.6392682927
Dominican Republic,Population density (people per sq. km of land area),1972,98.5289795073
Dominican Republic,"Services, etc., value added (% of GDP)",1972,46.2406045202
Ecuador,"Agriculture, value added (% of GDP)",1972,27.2188248932
Ecuador,CO2 emissions (metric tons per capita),1972,0.71472397171
Ecuador,Domestic credit provided by financial sector (% of GDP),1972,15.905051406099998
Ecuador,Electric power consumption (kWh per capita),1972,149.485736401
Ecuador,Energy use (kg of oil equivalent per capita),1972,360.600661999
Ecuador,Exports of goods and services (% of GDP),1972,12.4079121735
Ecuador,"Fertility rate, total (births per woman)",1972,5.872999999999999
Ecuador,GDP growth (annual %),1972,5.017640703600001
Ecuador,Imports of goods and services (% of GDP),1972,15.5500775642
Ecuador,"Industry, value added (% of GDP)",1972,22.7067698525
Ecuador,"Inflation, GDP deflator (annual %)",1972,10.1496458021
Ecuador,"Life expectancy at birth, total (years)",1972,58.6664878049
Ecuador,Population density (people per sq. km of land area),1972,23.221741800300002
Ecuador,"Services, etc., value added (% of GDP)",1972,50.0744052542
"Egypt, Arab Rep.","Agriculture, value added (% of GDP)",1972,31.076984576399997
"Egypt, Arab Rep.",CO2 emissions (metric tons per capita),1972,0.7027494566850001
"Egypt, Arab Rep.",Domestic credit provided by financial sector (% of GDP),1972,52.429805519700004
"Egypt, Arab Rep.",Electric power consumption (kWh per capita),1972,199.43720144
"Egypt, Arab Rep.",Energy use (kg of oil equivalent per capita),1972,236.937813663
"Egypt, Arab Rep.",Exports of goods and services (% of GDP),1972,13.348476356199999
"Egypt, Arab Rep.","Fertility rate, total (births per woman)",1972,5.761
