City,State,Population,lat,lon,year
Yakima,Washington,43745,46.6020711,-120.5058987,2015
Dayton,Ohio,41055,39.7589478,-84.1916069,2015
Gulfport,Mississippi,124498,30.3674198,-89.0928155,2015
Long Beach,California,726227,33.7700504,-118.1937395,2015
Chico,California,972322,39.7284944,-121.8374777,2015
Hattiesburg,Mississippi,308939,31.3271189,-89.2903392,2015
Eugene,Oregon,351757,44.0520691,-123.0867536,2015
Colton,California,804889,34.0739016,-117.3136547,2015
Montebello,California,198119,34.0165053,-118.1137535,2015
Pleasanton,California,709107,37.6624312,-121.8746789,2015
Everett,Washington,618512,47.9789848,-122.2020794,2015
Hutchinson,Kansas,851974,38.0608445,-97.9297743,2015
Fairfield,California,463752,38.2493581,-122.0399663,2015
Avondale,Arizona,198519,33.4355977,-112.3496021,2015
Euclid,Ohio,649737,41.5931049,-81.5267873,2015
Battle Creek,Michigan,21579,42.3211522,-85.1797142,2015
Bloomington,Minnesota,917475,44.840798,-93.2982799,2015
Rock Island,Illinois,395655,41.5094771,-90.5787476,2015
Beaverton,Oregon,81334,45.487062,-122.8037102,2015
Kenner,Louisiana,248443,29.9940924,-90.2417434,2015
Clovis,New Mexico,804311,34.4047987,-103.2052272,2015
Troy,New York,55035,42.7284117,-73.6917851,2015
Milpitas,California,210191,37.4323341,-121.8995741,2015
Des Plaines,Illinois,649274,42.0333623,-87.8833991,2015
Placentia,California,857115,33.8722371,-117.8703363,2015
Taunton,Massachusetts,946640,41.900101,-71.0897674,2015
Montclair,California,66721,34.0775104,-117.6897776,2015
Johnson City,Tennessee,520967,36.3134397,-82.3534727,2015
Savannah,Georgia,819683,32.0835407,-81.0998342,2015
Warren,Ohio,526035,41.2375569,-80.8184166,2015
Vancouver,Washington,852209,45.6387281,-122.6614861,2015
Sunrise,Florida,759845,26.1669711,-80.256595,2015
Muncie,Indiana,51955,40.1933767,-85.3863599,2015
Lehi,Utah,387341,40.3916172,-111.8507662,2015
San Francisco,California,71765,37.7749295,-122.4194155,2015
Fontana,California,734349,34.0922335,-117.435048,2015
Frisco,Texas,774685,33.1506744,-96.8236116,2015
Chino Hills,California,660342,33.9898188,-117.7325848,2015
Poway,California,421034,32.9628232,-117.0358646,2015
Huber Heights,Ohio,284670,39.843947,-84.1246608,2015
New Brunswick,New Jersey,352297,40.4862157,-74.4518188,2015
Norfolk,Virginia,506447,36.8507689,-76.2858726,2015
Hillsboro,Oregon,276438,45.5228939,-122.989827,2015
San Jacinto,California,991789,33.7839084,-116.958635,2015
Pensacola,Florida,971806,30.421309,-87.2169149,2015
Hamilton,Ohio,131941,39.3995008,-84.5613355,2015
Florence,South Carolina,377799,34.1954331,-79.7625625,2015
San Bernardino,California,212596,34.1083449,-117.2897652,2015
Peachtree Corners,Georgia,664786,33.9698929,-84.2214551,2015
Victorville,California,731294,34.5362184,-117.2927641,2015
Gary,Indiana,580307,41.5933696,-87.3464271,2015
Casa Grande,Arizona,91628,32.8795022,-111.7573521,2015
Morgan Hill,California,355342,37.1305012,-121.6543901,2015
Dubuque,Iowa,809680,42.5005583,-90.6645718,2015
Syracuse,New York,477090,43.0481221,-76.1474244,2015
Clarksville,Tennessee,956603,36.5297706,-87.3594528,2015
Lakeland,Florida,718992,28.0394654,-81.9498042,2015
Valley Stream,New York,404629,40.6642699,-73.7084645,2015
Dover,Delaware,91296,39.158168,-75.5243682,2015
Moorhead,Minnesota,10048,46.8737648,-96.7678039,2015
Culver City,California,862151,34.0211224,-118.3964665,2015
Palatine,Illinois,965781,42.1103041,-88.03424,2015
Seattle,Washington,470343,47.6062095,-122.3320708,2015
Covington,Kentucky,866309,39.0836712,-84.5085536,2015
Elk Grove,California,921608,38.4087993,-121.3716178,2015
Shreveport,Louisiana,134359,32.5251516,-93.7501789,2015
Ogden,Utah,146999,41.223,-111.9738304,2015
Harrisonburg,Virginia,324263,38.4495688,-78.8689155,2015
Inglewood,California,653083,33.9616801,-118.3531311,2015
Pasadena,California,28481,34.1477849,-118.1445155,2015
Lawrence,Massachusetts,888643,42.7070354,-71.1631137,2015
Lake Oswego,Oregon,412313,45.4206749,-122.6706498,2015
Petaluma,California,841240,38.232417,-122.6366524,2015
Springfield,Ohio,851907,39.9242266,-83.8088171,2015
Napa,California,616127,38.2975381,-122.286865,2015
Aurora,Colorado,716442,39.7294319,-104.8319195,2015
Duluth,Minnesota,799750,46.7866719,-92.1004852,2015
Roanoke,Virginia,801186,37.2709704,-79.9414266,2015
Bend,Oregon,145738,44.0581728,-121.3153096,2015
Apple Valley,California,814538,34.5008311,-117.1858759,2015
Waltham,Massachusetts,902198,42.3764852,-71.2356113,2015
Fort Myers,Florida,893276,26.640628,-81.8723084,2015
Tampa,Florida,562168,27.950575,-82.4571776,2015
Upland,California,402611,34.09751,-117.6483876,2015
Danville,Virginia,182211,36.5859718,-79.3950228,2015
Beloit,Wisconsin,348265,42.5083482,-89.0317765,2015
Plantation,Florida,32327,26.1275862,-80.2331036,2015
Colorado Springs,Colorado,376367,38.8338816,-104.8213634,2015
Modesto,California,581300,37.6390972,-120.9968782,2015
Grand Rapids,Michigan,409835,42.9633599,-85.6680863,2015
Oak Park,Illinois,454619,41.8850317,-87.7845025,2015
Sarasota,Florida,836476,27.3364347,-82.5306527,2015
Jurupa Valley,California,665552,33.9971974,-117.4854802,2015
Bellflower,California,566153,33.8816818,-118.1170117,2015
Boulder,Colorado,785043,40.0149856,-105.2705456,2015
Santa Fe,New Mexico,625620,35.6869752,-105.937799,2015
Coachella,California,906374,33.6803003,-116.173894,2015
Marlborough,Massachusetts,997940,42.3459271,-71.5522874,2015
Riverside,California,394623,33.9533487,-117.3961564,2015
Palmdale,California,616368,34.5794343,-118.1164613,2015
Novato,California,260622,38.1074198,-122.5697032,2015
Layton,Utah,906097,41.0602216,-111.9710529,2015
Bolingbrook,Illinois,421934,41.6986416,-88.0683955,2015
Mission Viejo,California,40323,33.6000232,-117.6719953,2015
Glenview,Illinois,267926,42.0697509,-87.7878408,2015
Lincoln,California,914906,38.891565,-121.2930079,2015
Folsom,California,402277,38.6779591,-121.1760583,2015
Prescott Valley,Arizona,878350,34.6100243,-112.315721,2015
Las Cruces,New Mexico,313400,32.3199396,-106.7636538,2015
Bozeman,Montana,938443,45.6769979,-111.0429339,2015
Schaumburg,Illinois,868429,42.0333607,-88.0834059,2015
Warren,Michigan,730679,42.5144566,-83.0146526,2015
St. Peters,Missouri,528916,38.7874699,-90.6298922,2015
Ames,Iowa,10262,42.034722,-93.62,2015
Surprise,Arizona,98524,33.6292337,-112.3679279,2015
Richardson,Texas,440963,32.9483335,-96.7298519,2015
Midland,Michigan,859919,43.6155825,-84.2472116,2015
San Marcos,Texas,160628,29.8832749,-97.9413941,2015
Wilkes-Barre,Pennsylvania,270828,41.2459149,-75.8813075,2015
Appleton,Wisconsin,180252,44.2619309,-88.4153847,2015
Shawnee,Kansas,950119,39.0228485,-94.7151865,2015
Mentor,Ohio,725711,41.6661573,-81.339552,2015
Livermore,California,330603,37.6818745,-121.7680088,2015
Charlotte,North Carolina,658200,35.2270869,-80.8431267,2015
Owensboro,Kentucky,325754,37.7719074,-87.1111676,2015
Jupiter,Florida,816792,26.9342246,-80.0942087,2015
Rohnert Park,California,796571,38.3396367,-122.7010984,2015
Chicago,Illinois,491707,41.8781136,-87.6297982,2015
Billings,Montana,125317,45.7832856,-108.5006904,2015
Wauwatosa,Wisconsin,862865,43.0494572,-88.0075875,2015
Lombard,Illinois,452602,41.8800296,-88.0078435,2015
New Haven,Connecticut,727074,41.308274,-72.9278835,2015
York,Pennsylvania,718787,39.9625984,-76.727745,2015
Knoxville,Tennessee,702394,35.9606384,-83.9207392,2015
Elyria,Ohio,913278,41.3683798,-82.1076486,2015
Barnstable Town,Massachusetts,151741,41.7003208,-70.3002024,2015
Murray,Utah,877897,40.6668916,-111.8879909,2015
Alameda,California,309628,37.7652065,-122.2416355,2015
Manteca,California,371857,37.7974273,-121.2160526,2015
Maplewood,Minnesota,598486,44.9530215,-92.9952153,2015
Medford,Oregon,341844,42.3265152,-122.8755949,2015
Murfreesboro,Tennessee,304965,35.8456213,-86.39027,2015
Yuba City,California,947167,39.1404477,-121.6169108,2015
Shelton,Connecticut,849272,41.3164856,-73.0931641,2015
Cedar Falls,Iowa,859396,42.5348993,-92.4453161,2015
Germantown,Tennessee,784264,35.0867577,-89.8100858,2015
Scranton,Pennsylvania,200157,41.408969,-75.6624122,2015
Auburn,Alabama,957876,32.6098566,-85.4807825,2015
Manassas,Virginia,334210,38.7509488,-77.4752667,2015
Vacaville,California,677150,38.3565773,-121.9877444,2015
Santa Monica,California,756024,34.0194543,-118.4911912,2015
Suffolk,Virginia,255924,36.7282054,-76.5835621,2015
Rochester Hills,Michigan,381937,42.6583661,-83.1499322,2015
La Quinta,California,143432,33.6633573,-116.3100095,2015
Charleston,West Virginia,244874,38.3498195,-81.6326234,2015
Delano,California,998370,35.7688425,-119.2470536,2015
St. Cloud,Florida,706497,28.2489016,-81.2811801,2015
Charleston,South Carolina,138809,32.7764749,-79.9310512,2015
Kannapolis,North Carolina,329801,35.4873613,-80.6217341,2015
Corona,California,315637,33.8752935,-117.5664384,2015
Rocklin,California,278799,38.7907339,-121.2357828,2015
Lee's Summit,Missouri,333647,38.9108408,-94.3821724,2015
Palm Coast,Florida,588123,29.5844524,-81.2078699,2015
Sandy,Utah,206457,40.5649781,-111.8389726,2015
Bentonville,Arkansas,784666,36.3728538,-94.2088172,2015
Santa Clarita,California,762932,34.3916641,-118.542586,2015
Altamonte Springs,Florida,964855,28.6611089,-81.3656242,2015
New Braunfels,Texas,198532,29.7030024,-98.1244531,2015
Memphis,Tennessee,788953,35.1495343,-90.0489801,2015
Irving,Texas,922109,32.8140177,-96.9488945,2015
Alexandria,Virginia,422523,38.8048355,-77.0469214,2015
Hesperia,California,446581,34.4263886,-117.3008784,2015
Holyoke,Massachusetts,600059,42.2042586,-72.6162009,2015
Dunwoody,Georgia,787573,33.9462125,-84.3346473,2015
Skokie,Illinois,710138,42.0324025,-87.7416246,2015
Kearny,New Jersey,686660,40.7684342,-74.1454214,2015
Bethlehem,Pennsylvania,717991,40.6259316,-75.3704579,2015
St. Joseph,Missouri,528268,39.7674578,-94.846681,2015
Redondo Beach,California,354814,33.8491816,-118.3884078,2015
Houston,Texas,586119,29.7604267,-95.3698028,2015
Temecula,California,523488,33.4936391,-117.1483648,2015
Ann Arbor,Michigan,527595,42.2808256,-83.7430378,2015
Beaumont,Texas,481611,30.080174,-94.1265562,2015
East Lansing,Michigan,79842,42.7369792,-84.4838654,2015
Santee,California,256666,32.8383828,-116.9739167,2015
Tamarac,Florida,840817,26.2128609,-80.2497707,2015
Bellevue,Nebraska,617845,41.1543623,-95.9145568,2015
Pembroke Pines,Florida,938511,26.007765,-80.2962555,2015
Springdale,Arkansas,903284,36.1867442,-94.1288141,2015
Oxnard,California,517431,34.1975048,-119.1770516,2015
Odessa,Texas,302030,31.8456816,-102.3676431,2015
Stillwater,Oklahoma,401054,36.1156071,-97.0583681,2015
Brockton,Massachusetts,285599,42.0834335,-71.0183787,2015
Bayonne,New Jersey,574000,40.6687141,-74.1143091,2015
Paramount,California,66855,33.8894598,-118.1597911,2015
Moline,Illinois,710614,41.5067003,-90.5151342,2015
Meridian,Mississippi,698565,32.3643098,-88.703656,2015
Cleveland,Tennessee,584523,35.1595182,-84.8766115,2015
Jersey City,New Jersey,16515,40.7281575,-74.0776417,2015
St. Paul,Minnesota,764026,44.9537029,-93.0899578,2015
Deltona,Florida,655760,28.9005446,-81.2636738,2015
Freeport,New York,417649,40.6576022,-73.5831835,2015
Iowa City,Iowa,186576,41.6611277,-91.5301683,2015
Anaheim,California,515173,33.8352932,-117.9145036,2015
Apple Valley,Minnesota,712717,44.7319094,-93.21772,2015
Great Falls,Montana,72211,47.4941836,-111.2833449,2015
West Valley City,Utah,287856,40.6916132,-112.0010501,2015
Hampton,Virginia,688013,37.0298687,-76.3452218,2015
Georgetown,Texas,394648,30.6332618,-97.6779842,2015
Orem,Utah,20340,40.2968979,-111.6946475,2015
Monrovia,California,517905,34.1442616,-118.0019482,2015
Keller,Texas,917162,32.9341893,-97.229298,2015
Goose Creek,South Carolina,643077,32.9810059,-80.0325867,2015
Little Rock,Arkansas,900212,34.7464809,-92.2895948,2015
Santa Ana,California,255021,33.7455731,-117.8678338,2015
White Plains,New York,433898,41.0339862,-73.7629097,2015
Idaho Falls,Idaho,854334,43.4916514,-112.0339645,2015
Bellevue,Washington,461416,47.610377,-122.2006786,2015
Roseville,California,144581,38.7521235,-121.2880059,2015
Perth Amboy,New Jersey,190679,40.5067723,-74.2654234,2015
Peabody,Massachusetts,12253,42.5278731,-70.9286609,2015
Grand Island,Nebraska,867716,40.9263957,-98.3420118,2015
Columbia,Missouri,17699,38.9517053,-92.3340724,2015
Racine,Wisconsin,110119,42.7261309,-87.7828523,2015
Carmel,Indiana,445247,39.978371,-86.1180435,2015
Portage,Michigan,542802,42.2011538,-85.5800022,2015
Middletown,Ohio,716835,39.5150576,-84.3982763,2015
Woodland,California,967800,38.6785157,-121.7732971,2015
Revere,Massachusetts,815685,42.4084302,-71.0119948,2015
Euless,Texas,686392,32.8370727,-97.0819541,2015
Arlington Heights,Illinois,862229,42.0883603,-87.9806265,2015
Hemet,California,938984,33.7475203,-116.9719684,2015
High Point,North Carolina,360324,35.9556923,-80.0053176,2015
Newark,Ohio,842872,40.0581205,-82.4012642,2015
Midwest City,Oklahoma,275138,35.4495065,-97.3967019,2015
San Marcos,California,866346,33.1433723,-117.1661449,2015
Port Orange,Florida,75731,29.1383165,-80.9956105,2015
Lakewood,California,825505,33.8536269,-118.1339563,2015
Westerville,Ohio,970329,40.1261743,-82.9290696,2015
Rockford,Illinois,607762,42.2711311,-89.0939952,2015
El Cajon,California,885375,32.7947731,-116.9625269,2015
St. Petersburg,Florida,121699,27.773056,-82.64,2015
Downers Grove,Illinois,738197,41.8089191,-88.0111746,2015
Milford,Connecticut,98947,41.2306979,-73.064036,2015
Albany,Oregon,825222,44.6365107,-123.1059282,2015
Las Vegas,Nevada,444340,36.1699412,-115.1398296,2015
Pasadena,Texas,739642,29.6910625,-95.2091006,2015
Port St. Lucie,Florida,735958,27.2730492,-80.3582261,2015
Cedar Rapids,Iowa,536906,41.9778795,-91.6656232,2015
Ormond Beach,Florida,356967,29.2858129,-81.0558894,2015
Quincy,Massachusetts,436016,42.2528772,-71.0022705,2015
Miramar,Florida,308705,25.9860762,-80.3035602,2015
El Paso,Texas,546213,31.7775757,-106.4424559,2015
Topeka,Kansas,396335,39.0558235,-95.6890185,2015
Rosemead,California,151570,34.0805651,-118.072846,2015
Keizer,Oregon,957734,44.9901194,-123.0262077,2015
Minnetonka,Minnesota,930068,44.9211836,-93.4687489,2015
Akron,Ohio,385312,41.0814447,-81.5190053,2015
Edinburg,Texas,446395,26.3017374,-98.1633432,2015
Rancho Cucamonga,California,281310,34.1063989,-117.5931084,2015
North Charleston,South Carolina,124045,32.8546197,-79.9748103,2015
Louisville,Kentucky,303542,38.2526647,-85.7584557,2015
Watsonville,California,673213,36.910231,-121.7568946,2015
Coconut Creek,Florida,354383,26.2517482,-80.1789351,2015
Bradenton,Florida,698517,27.4989278,-82.5748194,2015
Carlsbad,California,201885,33.1580933,-117.3505939,2015
Texas City,Texas,889067,29.383845,-94.9027002,2015
Redding,California,350816,40.5865396,-122.3916754,2015
Wyoming,Michigan,44720,42.9133602,-85.7053085,2015
Lorain,Ohio,899887,41.452819,-82.1823746,2015
Roy,Utah,622353,41.1616108,-112.0263313,2015
Fort Lauderdale,Florida,695388,26.1224386,-80.1373174,2015
Warner Robins,Georgia,90332,32.6130007,-83.624201,2015
Clearwater,Florida,373242,27.9658533,-82.8001026,2015
Cutler Bay,Florida,503073,25.5808323,-80.3468593,2015
Florence,Alabama,841678,34.79981,-87.677251,2015
Terre Haute,Indiana,617966,39.4667034,-87.4139092,2015
Temple,Texas,910137,31.0982344,-97.342782,2015
Beavercreek,Ohio,642292,39.7092262,-84.0632685,2015
Sioux Falls,South Dakota,576945,43.5445959,-96.7311034,2015
Columbus,Indiana,693924,39.2014404,-85.9213796,2015
Margate,Florida,181752,26.2445263,-80.206436,2015
Leominster,Massachusetts,775386,42.5250906,-71.759794,2015
Warwick,Rhode Island,836658,41.7001009,-71.4161671,2015
Bakersfield,California,106279,35.3732921,-119.0187125,2015
Miami,Florida,314486,25.7616798,-80.1917902,2015
Lake Charles,Louisiana,575309,30.2265949,-93.2173758,2015
Richland,Washington,859441,46.2856907,-119.2844621,2015
Hickory,North Carolina,370207,35.7344538,-81.3444573,2015
South San Francisco,California,300645,37.654656,-122.4077498,2015
Plymouth,Minnesota,776090,45.0105194,-93.4555093,2015
South Bend,Indiana,868728,41.6763545,-86.2519898,2015
Edmond,Oklahoma,134281,35.6528323,-97.4780954,2015
Des Moines,Iowa,942375,41.6005448,-93.6091064,2015
Bonita Springs,Florida,227478,26.339806,-81.7786972,2015
Draper,Utah,235107,40.5246711,-111.8638226,2015
Whittier,California,631632,33.9791793,-118.032844,2015
Livonia,Michigan,994408,42.36837,-83.3527097,2015
Milwaukee,Wisconsin,31742,43.0389025,-87.9064736,2015
Auburn,Washington,525509,47.3073228,-122.2284532,2015
Sumter,South Carolina,815848,33.9204354,-80.3414693,2015
Beverly,Massachusetts,363281,42.5584283,-70.880049,2015
Renton,Washington,497826,47.4828776,-122.2170661,2015
Centennial,Colorado,293945,39.5807452,-104.8771726,2015
Richmond,Virginia,395783,37.5407246,-77.4360481,2015
Anderson,Indiana,531063,40.1053196,-85.6802541,2015
Beaumont,California,898072,33.9294606,-116.977248,2015
Pflugerville,Texas,929091,30.4393696,-97.6200043,2015
Hoboken,New Jersey,567172,40.7439905,-74.0323626,2015
Lexington-Fayette,Kentucky,889774,38.0405837,-84.5037164,2015
Norwalk,California,796881,33.9022367,-118.081733,2015
Yuma,Arizona,594448,32.6926512,-114.6276916,2015
Highland,California,196951,34.1283442,-117.2086513,2015
Carol Stream,Illinois,640976,41.9125286,-88.1347927,2015
Joliet,Illinois,67713,41.525031,-88.0817251,2015
Rock Hill,South Carolina,308685,34.9248667,-81.0250784,2015
Rancho Cordova,California,443294,38.5890723,-121.302728,2015
Dearborn Heights,Michigan,338996,42.3369816,-83.2732627,2015
Honolulu,Hawaii,602452,21.3069444,-157.8583333,2015
Victoria,Texas,829673,28.8052674,-97.0035982,2015
Attleboro,Massachusetts,438070,41.9445441,-71.2856082,2015
Wylie,Texas,28658,33.0151201,-96.5388789,2015
Carrollton,Texas,402764,32.9756415,-96.8899636,2015
Plainfield,Illinois,832610,41.632223,-88.2120315,2015
Hoffman Estates,Illinois,263271,42.0629915,-88.1227199,2015
Methuen,Massachusetts,660118,42.7262016,-71.1908924,2015
North Port,Florida,527574,27.044224,-82.2359254,2015
Rockville,Maryland,154917,39.0839973,-77.1527578,2015
Burbank,California,661763,34.1808392,-118.3089661,2015
Fullerton,California,645863,33.8703596,-117.9242966,2015
Oshkosh,Wisconsin,181786,44.0247062,-88.5426136,2015
Huntsville,Texas,532656,30.7235263,-95.5507771,2015
Farmington Hills,Michigan,769581,42.4989936,-83.3677168,2015
Pico Rivera,California,179132,33.9830688,-118.096735,2015
Cerritos,California,709266,33.8583483,-118.0647871,2015
La Puente,California,811417,34.0200114,-117.9495083,2015
Grand Junction,Colorado,314299,39.0638705,-108.5506486,2015
