mission,company,location,date,time,rocket,price,successful
STS-41-G,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1984-10-05,11:03:00,Space Shuttle Challenger,15330000,True
GPS-10,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1984-09-08,21:41:00,Atlas-E/F SGS-2,7030000,True
STS-41-D,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1984-08-30,12:41:00,Space Shuttle Discovery,9080000,True
Quasar 5,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1984-08-28,0:00:00,Titan III(34)B Agena-D,9080000,True
"Eutelsat-1 F2, Telecom 1A",Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",1984-08-04,13:32:00,Ariane 3,2020000,True
USA-2 (KH-9),Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1984-06-25,18:47:00,Titan 34D,23910000,True
GPS-9,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1984-06-13,11:37:00,Atlas-E/F SGS-2,5650000,True
Intelsat V -509,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1984-06-09,23:03:00,Atlas-G Centaur-D1AR,10040000,False
Spacenet F1,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",1984-05-23,1:33:00,Ariane 1,11510000,True
DSP-11,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1984-04-14,16:52:00,Titan 34D,18440000,True
STS-41-C,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1984-04-06,13:58:00,Space Shuttle Challenger,2370000,True
Intelsat 508,ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",1984-03-05,0:50:00,Ariane 1,14360000,True
NOSS-7,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1984-02-05,18:44:00,Atlas-H MSD,14590000,True
STS-41-B,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1984-02-03,13:00:00,Space Shuttle Challenger,14620000,True
OPS-0441 (Vortex),Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1984-01-31,3:08:00,Titan 34D,13460000,True
STS-9,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1983-11-28,16:00:00,Space Shuttle Columbia,4290000,True
DMSP 5D-2/F7,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1983-11-18,6:32:00,Atlas-E/F Star-37S-ISS,11740000,True
Intelsat 507,ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",1983-10-19,0:45:00,Ariane 1,20540000,True
STS-8,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1983-09-05,7:40:00,Space Shuttle Challenger,15330000,True
Jumpseat 7,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1983-07-31,15:41:00,Titan III(34)B Agena-D,11000000,True
GPS-8,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1983-07-14,10:21:00,Atlas-E/F SGS-2,2330000,True
OPS-0721 (KH-9),Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1983-06-20,18:45:00,Titan 34D,8130000,True
STS-7,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1983-06-18,11:33:00,Space Shuttle Challenger,10380000,True
ECS 1 & Oscar-10,ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",1983-06-16,11:59:00,Ariane 1,14530000,True
NOSS-6,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1983-06-09,23:23:00,Atlas-H MSD,14430000,True
Intelsat V -506,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1983-05-19,22:26:00,Atlas-SLV3D Centaur-D1AR,8310000,True
Rohini RS-D2,ISRO,"SLV LP, Satish Dhawan Space Centre, India",1983-04-17,5:44:00,SLV-3,3140000,True
STS-6,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1983-04-04,18:30:00,Space Shuttle Challenger,3580000,True
NOAA-E,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1983-03-28,15:52:00,Atlas-E/F Star-37S-ISS,1110000,True
NOSS-5,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1983-02-09,13:47:00,Atlas-H MSD,22980000,True
DMSP 5D-2/F6,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1982-12-21,2:38:00,Atlas-E/F Star-37S-ISS,9610000,True
KH-11,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1982-11-17,21:22:00,Titan IIID,20520000,True
STS-5,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1982-11-11,12:19:00,Space Shuttle Columbia,19590000,True
DSCS-II-15 + DSCS-III-A1,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1982-10-30,1:00:00,Titan 34D,7430000,True
Intelsat V -505,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1982-09-28,23:17:00,Atlas-SLV3D Centaur-D1AR,10530000,True
MARCES-B & Sirio-2,ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",1982-09-09,2:12:00,Ariane 1,18860000,False
STS-4,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1982-06-27,16:09:00,Space Shuttle Columbia,5970000,True
KH-9 & SSF-D-4,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1982-05-11,18:45:00,Titan IIID,13550000,True
STS-3,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1982-03-22,16:00:00,Space Shuttle Columbia,11020000,True
DSP-10,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1982-03-06,19:25:00,Titan III(23)C,18230000,True
Intelsat V -504,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1982-03-05,0:23:00,Atlas-SLV3D Centaur-D1AR,15600000,True
MARCES-1 & CAT-4,ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",1981-12-20,1:29:00,Ariane 1,1920000,True
GPS-7,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1981-12-19,1:10:00,Atlas-E/F SGS-1,7270000,False
Intelsat V -503,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1981-12-15,23:35:00,Atlas-SLV3D Centaur-D1AR,15120000,True
STS-2,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1981-11-12,15:09:00,Space Shuttle Columbia,2550000,True
OPS-4029 (Vortex),Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1981-10-31,9:22:00,Titan III(23)C,14990000,True
KH-11,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1981-09-03,18:29:00,Titan IIID,14100000,True
FLTSATCOM-5,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1981-08-06,8:16:00,Atlas-SLV3D Centaur-D1AR,21630000,False
NOAA-C,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1981-06-23,10:52:00,Atlas-E/F Star-37S-ISS,9380000,True
CAT-3 & Others,ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",1981-06-19,12:33:00,Ariane 1,3200000,True
Rohini RS-D1,ISRO,"SLV LP, Satish Dhawan Space Centre, India",1981-05-31,5:00:00,SLV-3,18840000,False
Intelsat V -501,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1981-05-23,22:42:00,Atlas-SLV3D Centaur-D1AR,14800000,True
Jumpseat 6,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1981-04-24,21:32:00,Titan III(34)B Agena-D,23750000,True
STS-1,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1981-04-12,12:00:00,Space Shuttle Columbia,20600000,True
DSP-9,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1981-03-16,13:30:00,Titan III(23)C,15590000,True
Comstar D4,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1981-02-21,23:23:00,Atlas-SLV3D Centaur-D1AR,9340000,True
Quasar 4,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1980-12-13,18:00:00,Titan III(34)B Agena-D,10700000,True
NOSS-4,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1980-12-09,7:18:00,Atlas-E/F MSD,10850000,False
Intelsat V -502,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1980-12-06,23:31:00,Atlas-SLV3D Centaur-D1AR,8150000,True
FLTSATCOM-4,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1980-10-31,3:54:00,Atlas-SLV3D Centaur-D1AR,10800000,True
Rohini RS-1,ISRO,"SLV LP, Satish Dhawan Space Centre, India",1980-07-18,2:33:00,SLV-3,15550000,True
KH-9),Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1980-06-18,18:29:00,Titan IIID,3950000,True
NOAA-B,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1980-05-29,10:53:00,Atlas-E/F Star-37S-ISS,14710000,False
CAT-2 & Others,ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",1980-05-23,14:29:00,Ariane 1,23150000,False
GPS-6,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1980-04-26,22:00:00,Atlas-E/F SGS-1,10210000,True
NOSS-3,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1980-03-03,9:27:00,Atlas-E/F MSD,24700000,True
GPS-5,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1980-02-09,23:08:00,Atlas-E/F SGS-1,8390000,True
KH-11,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1980-02-07,21:10:00,Titan IIID,1990000,True
FLTSATCOM-3,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1980-01-18,1:26:00,Atlas-SLV3D Centaur-D1AR,20650000,True
CAT-1,ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",1979-12-24,17:14:00,Ariane 1,7460000,True
DSCS-II 13&14,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1979-11-21,2:09:00,Titan III(23)C,1240000,True
OPS-1948 (Vortex),Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1979-10-01,11:22:00,Titan III(23)C,22870000,True
HEAO-3,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1979-09-20,5:28:00,Atlas-SLV3D Centaur-D1AR,10500000,True
Rohini Technology Payload,ISRO,"SLV LP, Satish Dhawan Space Centre, India",1979-08-10,2:28:00,SLV-3,8860000,False
NOAA-A,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1979-06-27,15:51:00,Atlas-E/F Star-37S-ISS,15910000,True
DSP-8,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1979-06-10,13:30:00,Titan III(23)C,10850000,True
FLTSATCOM-2,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1979-05-04,18:57:00,Atlas-SLV3D Centaur-D1AR,14420000,True
KH-9 & SSF-D-3,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1979-03-16,18:30:00,Titan IIID,13490000,True
Solwind,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1979-02-24,8:20:00,Atlas-E/F OIS,5700000,True
DSCS-II 11&12,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1978-12-14,0:40:00,Titan III(23)C,15020000,True
GPS-4,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1978-12-11,3:59:00,Atlas-E/F SGS-1,10160000,True
HEAO-2,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1978-11-13,5:24:00,Atlas-SLV3D Centaur-D1AR,7520000,True
Tiros-N,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1978-10-13,11:23:00,Atlas-E/F Star-37S-ISS,2680000,True
GPS-3,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1978-10-07,0:28:00,Atlas-E/F SGS-1,4840000,True
Pioneer Venus Multiprobe,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1978-08-08,7:33:00,Atlas-SLV3D Centaur-D1AR,4620000,True
Quasar 3,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1978-08-05,10:00:00,Titan III(34)B Agena-D,16300000,True
Comstar D3,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1978-06-29,22:24:00,Atlas-SLV3D Centaur-D1AR,22920000,True
Seasat,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1978-06-27,1:12:00,Atlas-E/F Agena D,4300000,True
KH-11,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1978-06-14,18:28:00,Titan IIID,4250000,True
OPS-9454 (vortex),Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1978-06-10,19:08:00,Titan III(23)C,16690000,True
Pioneer Venus Orbiter,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1978-05-20,13:13:00,Atlas-SLV3D Centaur-D1AR,23510000,True
GPS-2,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1978-05-13,10:34:00,Atlas-E/F SGS-1,9470000,True
OPS-8790 (Aquacade-4),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1978-04-07,0:45:00,Atlas-SLV3A Agena-D,24800000,True
Intelsat 4A F6,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1978-03-31,23:36:00,Atlas-SLV3D Centaur-D1AR,13090000,True
DSCS-II 9&10,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1978-03-25,18:09:00,Titan III(23)C,19840000,False
KH-9 & SSF-D-2,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1978-03-16,18:43:00,Titan IIID,11110000,True
Jumpseat 5,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1978-02-25,5:00:00,Titan III(34)B Agena-D,6520000,True
GPS-1,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1978-02-22,23:44:00,Atlas-E/F SGS-1,5140000,True
FLTSATCOM-1,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1978-02-09,21:17:00,Atlas-SLV3D Centaur-D1AR,7430000,True
Intelsat 4A F3,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1978-01-07,0:15:00,Atlas-SLV3D Centaur-D1AR,5320000,True
OPS-4258 (Aquacade-3),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1977-12-11,22:45:00,Atlas-SLV3A Agena-D,11000000,True
NOSS-2,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1977-12-08,17:45:00,Atlas-E/F MSD,6310000,True
Intelsat 4A F5,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1977-09-30,1:02:00,Atlas-SLV3D Centaur-D1AR,14500000,False
Voyager 1,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1977-09-05,12:56:00,Titan IIIE,11890000,True
Voyager 2,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1977-08-20,14:29:00,Titan IIIE,2770000,True
HEAO-1,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1977-08-12,6:29:00,Atlas-SLV3D Centaur-D1AR,11320000,True
KH-9,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1977-06-27,18:30:00,Titan IIID,24460000,True
NTS-2,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1977-06-23,9:16:00,Atlas-E/F SGS-1,11550000,True
Intelsat 4A F4,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1977-05-26,21:47:00,Atlas-SLV3D Centaur-D1AR,3280000,True
AFP-827 (Canyon-7),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1977-05-23,18:13:00,Atlas-SLV3A Agena-D,23480000,True
DSCS-II 7&8,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1977-05-12,14:27:00,Titan III(23)C,14690000,True
DSP-7,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1977-02-06,6:00:00,Titan III(23)C,7890000,True
KH-11,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1976-12-19,18:19:00,Titan IIID,21270000,True
Quasar 2,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1976-08-06,3:00:00,Titan III(34)B Agena-D,9100000,True
Comstar D2,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1976-07-22,22:04:00,Atlas-SLV3D Centaur-D1AR,16280000,True
"KH-9, S3 & SSF-D-1",Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1976-07-08,18:30:00,Titan IIID,11260000,True
DSP-6,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1976-06-26,3:00:00,Titan III(23)C,12350000,True
Quasar 1,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1976-06-02,1:00:00,Titan III(34)B Agena-D,9480000,True
Comstar D1,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1976-05-13,22:28:00,Atlas-SLV3D Centaur-D1AR,19870000,True
NOSS-1,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1976-04-30,19:12:00,Atlas-E/F MSD,16190000,True
"LES-8, LES-9, Solrad-11a, Solrad-11b",Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1976-03-14,1:25:00,Titan III(23)C,8710000,True
Intelsat 4A F2,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1976-01-29,23:56:00,Atlas-SLV3D Centaur-D1AR,10890000,True
Helios-2,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1976-01-15,5:34:00,Titan IIIE,16690000,True
DSP-5,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1975-12-14,5:15:00,Titan III(23)C,16500000,True
KH-9 & S3,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1975-12-04,20:38:00,Titan IIID,16160000,True
Intelsat 4A F1,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1975-09-26,0:17:00,Atlas-SLV3D Centaur-D1AR,15660000,True
Viking 2,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1975-09-09,18:39:00,Titan IIIE,3330000,True
Viking 1,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1975-08-20,21:22:00,Titan IIIE,22760000,True
ASTP (Apollo???Soyuz Test Project),NASA,"LC-39B, Kennedy Space Center, Florida, USA",1975-07-15,19:50:00,Saturn IB,23790000,True
AFP-827 (Canyon-6),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1975-06-18,9:00:00,Atlas-SLV3A Agena-D,10180000,True
KH-9 & SSF-C-5,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1975-06-08,18:30:00,Titan IIID,6160000,True
Intelsat 4 F1,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1975-05-22,22:04:00,Atlas-SLV3D Centaur-D1A,14320000,True
DSCS-II 5&6,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1975-05-20,14:03:00,Titan III(23)C,10850000,False
P72-2,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1975-04-13,0:51:00,Atlas-E/F Star-17A,22910000,False
Jumpseat 4,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1975-03-10,4:41:00,Titan III(34)B Agena-D,3700000,True
Intelsat 4 F6,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1975-02-20,23:35:00,Atlas-SLV3D Centaur-D1A,22940000,False
Helios-1,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1974-12-10,7:11:00,Titan IIIE,16690000,True
Intelsat 4 F8,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1974-11-21,23:43:00,Atlas-SLV3D Centaur-D1A,12170000,True
"KH-9, S3 & SSF-B-26",Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1974-10-29,19:30:00,Titan IIID,3880000,True
P73-3,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1974-07-14,5:17:00,Atlas-E/F PTS,1800000,True
ATS-6,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1974-05-30,13:00:00,Titan III(23)C,12720000,True
"KH-9, SSF-B-25, IRCB",Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1974-04-10,20:20:00,Titan IIID,21600000,True
Sphinx & Viking-DS,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1974-02-11,13:48:00,Titan IIIE,21670000,False
DSCS-II 3&4,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1973-12-13,23:57:00,Titan III(23)C,18600000,True
Skylab 4,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1973-11-16,14:01:00,Saturn IB,21540000,True
"KH-9, SSF-B-24 & SSF-C-4",Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1973-11-10,20:09:00,Titan IIID,20330000,True
Mariner 10,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1973-11-03,5:45:00,Atlas-SLV3D Centaur-D1A,13770000,True
Intelsat 4 F7,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1973-08-23,22:57:00,Atlas-SLV3D Centaur-D1A,22350000,True
Jumpseat 3,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1973-08-21,16:07:00,Titan-III(33)B Agena-D,14630000,True
Skylab 3,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1973-07-28,11:10:00,Saturn IB,15840000,True
KH-9,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1973-07-13,20:24:00,Titan IIID,23050000,True
DSP-4,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1973-06-12,7:14:00,Titan III(23)C,8750000,True
Skylab 2,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1973-05-25,13:00:00,Saturn IB,23000000,True
Skylab 1,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1973-05-14,17:30:00,Saturn V,8190000,True
Pioneer 11,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1973-04-06,2:11:00,Atlas-SLV3D Centaur-D1A,24770000,True
KH-9,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1973-03-09,21:00:00,Titan IIID,15290000,True
AFP-720 (Rhyolite-2),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1973-03-06,9:30:00,Atlas-SLV3A Agena-D,7370000,True
AFP-827 (Canyon-5),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1972-12-20,22:20:00,Atlas-SLV3A Agena-D,17720000,True
Apollo 17,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1972-12-19,19:24:00,Saturn V,9950000,True
KH-9 & SSF-C-3,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1972-10-10,18:03:00,Titan IIID,5040000,True
P72-1,General Dynamics,"LC-576A1, Vandenberg AFB, California, USA",1972-10-02,20:10:00,Atlas-E/F Burner,12660000,True
OAO-3,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1972-08-21,10:28:00,Atlas-SLV3C Centaur-D,23620000,True
KH-9 & SSF-B-23,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1972-07-07,17:46:00,Titan IIID,5970000,True
Intelsat 4 F5,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1972-06-13,21:53:00,Atlas-SLV3C Centaur-D,1510000,True
Apollo 16,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1972-04-16,17:54:00,Saturn V,20160000,True
Pioneer 10,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1972-03-03,1:49:00,Atlas-SLV3C Centaur-D,5160000,True
DSP-3,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1972-03-01,9:39:00,Titan III(23)C,2420000,True
Jumpseat 2,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1972-02-16,9:59:00,Titan-III(33)B Agena-D,7870000,False
Intelsat 4 F4,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1972-01-23,0:12:00,Atlas-SLV3C Centaur-D,15400000,True
KH-9 & SSF-B-22,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1972-01-20,18:36:00,Titan IIID,11180000,True
Intelsat 4 F3,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1971-12-20,1:10:00,Atlas-SLV3C Centaur-D,8210000,True
AFP-827 (Canyon-4),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1971-12-04,22:33:00,Atlas-SLV3A Agena-D,2530000,False
DSCS-II 1&2,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1971-11-03,3:09:00,Titan III(23)C,23900000,True
OV1-20 OV1-21,General Dynamics,"LC-576A2, Vandenberg AFB, California, USA",1971-08-07,0:11:00,Atlas-E/F OV1,14780000,True
Apollo 15,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1971-07-26,13:34:00,Saturn V,2470000,True
KH-9,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1971-06-15,18:41:00,Titan IIID,1190000,True
Mariner 9,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1971-05-30,22:23:00,Atlas-SLV3C Centaur-D,2020000,True
Mariner 8,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1971-05-09,1:11:00,Atlas-SLV3C Centaur-D,14680000,False
DSP-2,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1971-05-05,7:43:00,Titan III(23)C,15470000,True
Jumpseat 1,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1971-03-21,3:45:00,Titan-III(33)B Agena-D,23330000,True
Apollo 14,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1971-01-31,21:03:00,Saturn V,1800000,True
Intelsat 4 F2,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1971-01-26,0:36:00,Atlas-SLV3C Centaur-D,5110000,True
OAO-B,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1970-11-30,22:40:00,Atlas-SLV3C Centaur-D,22550000,False
OPS-5960 (IMEWS-1/DSP-1),Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1970-11-06,10:35:00,Titan III(23)C,12720000,False
AFP-827 (Canyon-3),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1970-09-01,1:00:00,Atlas-SLV3A Agena-D,21840000,True
AFP-720 (Rhyolite-1),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1970-06-19,11:37:00,Atlas-SLV3A Agena-D,19070000,True
Soyuz 9,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1970-06-01,19:00:00,Soyuz,5120000,True
Apollo 13,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1970-04-11,19:13:00,Saturn V,15760000,True
Vela 11 & 12,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1970-04-08,10:50:00,Titan IIIC,20310000,True
Apollo 12,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1969-11-14,16:22:00,Saturn V,1500000,True
ATS-5,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1969-08-12,11:01:00,Atlas-SLV3C Centaur-D,20090000,True
Apollo 11,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1969-07-16,13:32:00,Saturn V,7690000,True
"OPS-6909, OPS-6911, OV5-5, OV5-6, OV5-9",Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1969-05-23,7:57:00,Titan IIIC,18540000,True
